polynomial,term_0,term_1,term_2,term_3,gcd,zero_terms,galois_group,discriminant
x^4 - 15*x^3 - 11*x^2 + 14*x + 1,-3240,3044,3488,29,1,0,S4,61083257
x^4 - 15*x^3 - 10*x^2 - 14*x + 1,3424,1924,3652,29,1,0,S4,-51711611
x^4 - 15*x^3 - 10*x^2 - 13*x + 1,2837,1684,3239,56,1,0,S4,-42493916
x^4 - 15*x^3 - 10*x^2 - 12*x + 1,2328,1464,2856,81,3,0,S4,-34547211
x^4 - 15*x^3 - 10*x^2 - 11*x + 1,1891,1264,2503,104,1,0,S4,-27766196
x^4 - 15*x^3 - 10*x^2 - 10*x + 1,1520,1084,2180,125,1,0,S4,-22046219
x^4 - 15*x^3 - 10*x^2 - 9*x + 1,1209,924,1887,144,3,0,S4,-17283276
x^4 - 15*x^3 - 10*x^2 - 8*x + 1,952,784,1624,161,7,0,S4,-13374011
x^4 - 15*x^3 - 10*x^2 - 7*x + 1,743,664,1391,176,1,0,S4,-10215716
x^4 - 15*x^3 - 10*x^2 - 6*x + 1,576,564,1188,189,3,0,S4,-7706331
x^4 - 15*x^3 - 10*x^2 - 5*x + 1,445,484,1015,200,1,0,S4,-5744444
x^4 - 15*x^3 - 10*x^2 - 4*x + 1,344,424,872,209,1,0,S4,-4229291
x^4 - 15*x^3 - 10*x^2 - 3*x + 1,267,384,759,216,3,0,S4,-3060756
x^4 - 15*x^3 - 10*x^2 - 2*x + 1,208,364,676,221,13,0,S4,-2139371
x^4 - 15*x^3 - 10*x^2 - x + 1,161,364,623,224,7,0,S4,-1366316
x^4 - 15*x^3 - 10*x^2 + 1,120,384,600,225,3,0,S4,-643419
x^4 - 15*x^3 - 10*x^2 + x + 1,79,424,607,224,1,0,S4,126844
x^4 - 15*x^3 - 10*x^2 + 2*x + 1,32,484,644,221,1,0,S4,1041349
x^4 - 15*x^3 - 10*x^2 + 4*x + 1,-104,664,808,209,1,0,S4,3687349
x^4 - 15*x^3 - 10*x^2 + 5*x + 1,-205,784,935,200,1,0,S4,5609356
x^4 - 15*x^3 - 10*x^2 + 6*x + 1,-336,924,1092,189,21,0,S4,8056629
x^4 - 15*x^3 - 10*x^2 + 8*x + 1,-712,1264,1496,161,1,0,S4,14900869
x^4 - 15*x^3 - 10*x^2 + 9*x + 1,-969,1464,1743,144,3,0,S4,19483164
x^4 - 15*x^3 - 10*x^2 + 10*x + 1,-1280,1684,2020,125,1,0,S4,24961381
x^4 - 15*x^3 - 10*x^2 + 11*x + 1,-1651,1924,2327,104,13,0,S4,31426564
x^4 - 15*x^3 - 10*x^2 + 12*x + 1,-2088,2184,2664,81,3,0,S4,38969109
x^4 - 15*x^3 - 10*x^2 + 13*x + 1,-2597,2464,3031,56,7,0,S4,47678764
x^4 - 15*x^3 - 10*x^2 + 14*x + 1,-3184,2764,3428,29,1,0,S4,57644629
x^4 - 15*x^3 - 9*x^2 - 14*x + 1,3368,1652,3592,29,1,0,S4,-51087263
x^4 - 15*x^3 - 9*x^2 - 13*x + 1,2785,1439,3179,56,1,0,S4,-41960003
x^4 - 15*x^3 - 9*x^2 - 12*x + 1,2280,1244,2796,81,1,0,S4,-34093103
x^4 - 15*x^3 - 9*x^2 - 11*x + 1,1847,1067,2443,104,1,0,S4,-27382883
x^4 - 15*x^3 - 9*x^2 - 10*x + 1,1480,908,2120,125,1,0,S4,-21726311
x^4 - 15*x^3 - 9*x^2 - 9*x + 1,1173,767,1827,144,1,0,S4,-17021003
x^4 - 15*x^3 - 9*x^2 - 8*x + 1,920,644,1564,161,23,0,S4,-13165223
x^4 - 15*x^3 - 9*x^2 - 7*x + 1,715,539,1331,176,11,0,S4,-10057883
x^4 - 15*x^3 - 9*x^2 - 6*x + 1,552,452,1128,189,1,0,S4,-7598543
x^4 - 15*x^3 - 9*x^2 - 5*x + 1,425,383,955,200,1,0,S4,-5687411
x^4 - 15*x^3 - 9*x^2 - 4*x + 1,328,332,812,209,1,0,S4,-4225343
x^4 - 15*x^3 - 9*x^2 - 3*x + 1,255,299,699,216,1,0,S4,-3113843
x^4 - 15*x^3 - 9*x^2 - 2*x + 1,200,284,616,221,1,0,S4,-2255063
x^4 - 15*x^3 - 9*x^2 - x + 1,157,287,563,224,1,0,S4,-1551803
x^4 - 15*x^3 - 9*x^2 + 1,120,308,540,225,1,0,S4,-907511
x^4 - 15*x^3 - 9*x^2 + x + 1,83,347,547,224,1,0,S4,-226283
x^4 - 15*x^3 - 9*x^2 + 2*x + 1,40,404,584,221,1,0,S4,587137
x^4 - 15*x^3 - 9*x^2 + 3*x + 1,-15,479,651,216,1,0,S4,1627357
x^4 - 15*x^3 - 9*x^2 + 4*x + 1,-88,572,748,209,11,0,S4,2988337
x^4 - 15*x^3 - 9*x^2 + 5*x + 1,-185,683,875,200,1,0,S4,4763389
x^4 - 15*x^3 - 9*x^2 + 6*x + 1,-312,812,1032,189,1,0,S4,7045177
x^4 - 15*x^3 - 9*x^2 + 7*x + 1,-475,959,1219,176,1,0,S4,9925717
x^4 - 15*x^3 - 9*x^2 + 9*x + 1,-933,1307,1683,144,1,0,S4,17847877
x^4 - 15*x^3 - 9*x^2 + 10*x + 1,-1240,1508,1960,125,1,0,S4,23070289
x^4 - 15*x^3 - 9*x^2 + 11*x + 1,-1607,1727,2267,104,1,0,S4,29253037
x^4 - 15*x^3 - 9*x^2 + 12*x + 1,-2040,1964,2604,81,1,0,S4,36484897
x^4 - 15*x^3 - 9*x^2 + 13*x + 1,-2545,2219,2971,56,1,0,S4,44853997
x^4 - 15*x^3 - 9*x^2 + 14*x + 1,-3128,2492,3368,29,1,0,S4,54447817
x^4 - 15*x^3 - 8*x^2 - 14*x + 1,3312,1388,3532,29,1,0,S4,-50302051
x^4 - 15*x^3 - 8*x^2 - 13*x + 1,2733,1202,3119,56,1,0,S4,-41280808
x^4 - 15*x^3 - 8*x^2 - 12*x + 1,2232,1032,2736,81,3,0,S4,-33507963
x^4 - 15*x^3 - 8*x^2 - 11*x + 1,1803,878,2383,104,1,0,S4,-26881456
x^4 - 15*x^3 - 8*x^2 - 10*x + 1,1440,740,2060,125,5,0,S4,-21299875
x^4 - 15*x^3 - 8*x^2 - 9*x + 1,1137,618,1767,144,3,0,S4,-16662456
x^4 - 15*x^3 - 8*x^2 - 8*x + 1,888,512,1504,161,1,0,S4,-12869083
x^4 - 15*x^3 - 8*x^2 - 7*x + 1,687,422,1271,176,1,0,S4,-9820288
x^4 - 15*x^3 - 8*x^2 - 6*x + 1,528,348,1068,189,3,0,S4,-7417251
x^4 - 15*x^3 - 8*x^2 - 5*x + 1,405,290,895,200,5,0,S4,-5561800
x^4 - 15*x^3 - 8*x^2 - 4*x + 1,312,248,752,209,1,0,S4,-4156411
x^4 - 15*x^3 - 8*x^2 - 3*x + 1,243,222,639,216,3,0,S4,-3104208
x^4 - 15*x^3 - 8*x^2 - 2*x + 1,192,212,556,221,1,0,S4,-2308963
x^4 - 15*x^3 - 8*x^2 - x + 1,153,218,503,224,1,0,S4,-1675096
x^4 - 15*x^3 - 8*x^2 + 1,120,240,480,225,15,0,S4,-1107675
x^4 - 15*x^3 - 8*x^2 + x + 1,87,278,487,224,1,0,S4,-512416
x^4 - 15*x^3 - 8*x^2 + 2*x + 1,48,332,524,221,1,0,S4,204317
x^4 - 15*x^3 - 8*x^2 + 3*x + 1,-3,402,591,216,3,0,S4,1135512
x^4 - 15*x^3 - 8*x^2 + 4*x + 1,-72,488,688,209,1,0,S4,2373509
x^4 - 15*x^3 - 8*x^2 + 6*x + 1,-288,708,972,189,3,0,S4,6136029
x^4 - 15*x^3 - 8*x^2 + 7*x + 1,-447,842,1159,176,1,0,S4,8841992
x^4 - 15*x^3 - 8*x^2 + 8*x + 1,-648,992,1376,161,1,0,S4,12217637
x^4 - 15*x^3 - 8*x^2 + 10*x + 1,-1200,1340,1900,125,5,0,S4,21333725
x^4 - 15*x^3 - 8*x^2 + 11*x + 1,-1563,1538,2207,104,1,0,S4,27250424
x^4 - 15*x^3 - 8*x^2 + 12*x + 1,-1992,1752,2544,81,3,0,S4,34189317
x^4 - 15*x^3 - 8*x^2 + 13*x + 1,-2493,1982,2911,56,1,0,S4,42236912
x^4 - 15*x^3 - 8*x^2 + 14*x + 1,-3072,2228,3308,29,1,0,S4,51479069
x^4 - 15*x^3 - 7*x^2 - 14*x + 1,3256,1132,3472,29,1,0,S4,-49369343
x^4 - 15*x^3 - 7*x^2 - 13*x + 1,2681,973,3059,56,7,0,S4,-40469051
x^4 - 15*x^3 - 7*x^2 - 12*x + 1,2184,828,2676,81,3,0,S4,-32803911
x^4 - 15*x^3 - 7*x^2 - 11*x + 1,1759,697,2323,104,1,0,S4,-26273483
x^4 - 15*x^3 - 7*x^2 - 10*x + 1,1400,580,2000,125,5,0,S4,-20777975
x^4 - 15*x^3 - 7*x^2 - 9*x + 1,1101,477,1707,144,3,0,S4,-16218243
x^4 - 15*x^3 - 7*x^2 - 8*x + 1,856,388,1444,161,1,0,S4,-12495791
x^4 - 15*x^3 - 7*x^2 - 7*x + 1,659,313,1211,176,1,0,S4,-9512771
x^4 - 15*x^3 - 7*x^2 - 6*x + 1,504,252,1008,189,63,0,S4,-7171983
x^4 - 15*x^3 - 7*x^2 - 5*x + 1,385,205,835,200,5,0,S4,-5376875
x^4 - 15*x^3 - 7*x^2 - 4*x + 1,296,172,692,209,1,0,S4,-4031543
x^4 - 15*x^3 - 7*x^2 - 3*x + 1,231,153,579,216,3,0,S4,-3040731
x^4 - 15*x^3 - 7*x^2 - 2*x + 1,184,148,496,221,1,0,S4,-2309831
x^4 - 15*x^3 - 7*x^2 - x + 1,149,157,443,224,1,0,S4,-1744883
x^4 - 15*x^3 - 7*x^2 + 1,120,180,420,225,15,0,S4,-1252575
x^4 - 15*x^3 - 7*x^2 + x + 1,91,217,427,224,7,0,S4,-740243
x^4 - 15*x^3 - 7*x^2 + 2*x + 1,56,268,464,221,1,0,S4,-115871
x^4 - 15*x^3 - 7*x^2 + 3*x + 1,9,333,531,216,9,0,S4,711909
x^4 - 15*x^3 - 7*x^2 + 4*x + 1,-56,412,628,209,1,0,S4,1833817
x^4 - 15*x^3 - 7*x^2 + 5*x + 1,-145,505,755,200,5,0,S4,3339925
x^4 - 15*x^3 - 7*x^2 + 6*x + 1,-264,612,912,189,3,0,S4,5319657
x^4 - 15*x^3 - 7*x^2 + 7*x + 1,-419,733,1099,176,1,0,S4,7861789
x^4 - 15*x^3 - 7*x^2 + 8*x + 1,-616,868,1316,161,7,0,S4,11054449
x^4 - 15*x^3 - 7*x^2 + 9*x + 1,-861,1017,1563,144,3,0,S4,14985117
x^4 - 15*x^3 - 7*x^2 + 11*x + 1,-1519,1357,2147,104,1,0,S4,25407157
x^4 - 15*x^3 - 7*x^2 + 12*x + 1,-1944,1548,2484,81,9,0,S4,32070249
x^4 - 15*x^3 - 7*x^2 + 13*x + 1,-2441,1753,2851,56,1,0,S4,39814789
x^4 - 15*x^3 - 7*x^2 + 14*x + 1,-3016,1972,3248,29,29,0,S4,48725017
x^4 - 15*x^3 - 6*x^2 - 14*x + 1,3200,884,3412,29,1,0,S4,-48302123
x^4 - 15*x^3 - 6*x^2 - 13*x + 1,2629,752,2999,56,1,0,S4,-39537068
x^4 - 15*x^3 - 6*x^2 - 12*x + 1,2136,632,2616,81,1,0,S4,-31992683
x^4 - 15*x^3 - 6*x^2 - 11*x + 1,1715,524,2263,104,1,0,S4,-25570148
x^4 - 15*x^3 - 6*x^2 - 10*x + 1,1360,428,1940,125,1,0,S4,-20171291
x^4 - 15*x^3 - 6*x^2 - 9*x + 1,1065,344,1647,144,1,0,S4,-15698588
x^4 - 15*x^3 - 6*x^2 - 8*x + 1,824,272,1384,161,1,0,S4,-12055163
x^4 - 15*x^3 - 6*x^2 - 7*x + 1,631,212,1151,176,1,0,S4,-9144788
x^4 - 15*x^3 - 6*x^2 - 6*x + 1,480,164,948,189,1,0,S4,-6871883
x^4 - 15*x^3 - 6*x^2 - 5*x + 1,365,128,775,200,1,0,S4,-5141516
x^4 - 15*x^3 - 6*x^2 - 4*x + 1,280,104,632,209,1,0,S4,-3859403
x^4 - 15*x^3 - 6*x^2 - 3*x + 1,219,92,519,216,1,0,S4,-2931908
x^4 - 15*x^3 - 6*x^2 - 2*x + 1,176,92,436,221,1,0,S4,-2266043
x^4 - 15*x^3 - 6*x^2 - x + 1,145,104,383,224,1,0,S4,-1769468
x^4 - 15*x^3 - 6*x^2 + 1,120,128,360,225,1,0,S4,-1350491
x^4 - 15*x^3 - 6*x^2 + x + 1,95,164,367,224,1,0,S4,-918068
x^4 - 15*x^3 - 6*x^2 + 2*x + 1,64,212,404,221,1,0,S4,-381803
x^4 - 15*x^3 - 6*x^2 + 3*x + 1,21,272,471,216,1,0,S4,348052
x^4 - 15*x^3 - 6*x^2 + 4*x + 1,-40,344,568,209,1,0,S4,1360597
x^4 - 15*x^3 - 6*x^2 + 5*x + 1,-125,428,695,200,1,0,S4,2744284
x^4 - 15*x^3 - 6*x^2 + 6*x + 1,-240,524,852,189,1,0,S4,4586917
x^4 - 15*x^3 - 6*x^2 + 7*x + 1,-391,632,1039,176,1,0,S4,6975652
x^4 - 15*x^3 - 6*x^2 + 8*x + 1,-584,752,1256,161,1,0,S4,9996997
x^4 - 15*x^3 - 6*x^2 + 9*x + 1,-825,884,1503,144,1,0,S4,13736812
x^4 - 15*x^3 - 6*x^2 + 10*x + 1,-1120,1028,1780,125,1,0,S4,18280309
x^4 - 15*x^3 - 6*x^2 + 12*x + 1,-1896,1352,2424,81,1,0,S4,30115957
x^4 - 15*x^3 - 6*x^2 + 13*x + 1,-2389,1532,2791,56,1,0,S4,37575292
x^4 - 15*x^3 - 6*x^2 + 14*x + 1,-2960,1724,3188,29,1,0,S4,46172677
x^4 - 15*x^3 - 5*x^2 - 14*x + 1,3144,644,3352,29,1,0,S4,-47112991
x^4 - 15*x^3 - 5*x^2 - 13*x + 1,2577,539,2939,56,1,0,S4,-38496811
