polynomial,term_0,term_1,term_2,term_3,gcd,zero_terms,galois_group,discriminant
x^4 - 8*x^3 + 7*x^2 + 8*x + 1,-224,-140,224,0,28,1,D(4),220304
x^4 - 8*x^3 + 8*x^2 - 8*x + 1,320,-400,320,0,80,1,D(4),-249600
x^4 - 8*x^3 + 8*x^2 - 4*x + 1,0,48,-96,48,48,1,D(4),-4608
x^4 - 8*x^3 + 8*x^2 + 7*x + 1,-55,-40,80,15,5,0,D(4),51525
x^4 - 8*x^3 + 8*x^2 + 8*x + 1,-192,-144,192,0,48,1,D(4),168192
x^4 - 8*x^3 + 9*x^2 - 2*x + 1,0,240,-240,60,60,1,D(4),-54000
x^4 - 8*x^3 + 9*x^2 + 8*x + 1,-160,-140,160,0,20,1,D(4),122000
x^4 - 8*x^3 + 9*x^2 + 10*x + 1,-576,-432,432,-36,36,0,D(4),384912
x^4 - 8*x^3 + 10*x^2 - 8*x + 1,256,-384,256,0,128,1,D(4),-114688
x^4 - 7*x^3 - 10*x^2 - 7*x + 1,679,776,679,0,97,1,D(4),-1241988
x^4 - 7*x^3 - 9*x^2 - 7*x + 1,651,651,651,0,651,1,D(4),-1271403
x^4 - 7*x^3 - 9*x^2 + 7*x + 1,-539,847,539,0,77,1,D(4),1879493
x^4 - 7*x^3 - 8*x^2 - 7*x + 1,623,534,623,0,89,1,D(4),-1267360
x^4 - 7*x^3 - 8*x^2 + 7*x + 1,-511,730,511,0,73,1,D(4),1577384
x^4 - 7*x^3 - 7*x^2 - 7*x + 1,595,425,595,0,85,1,D(4),-1235475
x^4 - 7*x^3 - 7*x^2 + 7*x + 1,-483,621,483,0,69,1,D(4),1318797
x^4 - 7*x^3 - 5*x^2 - 7*x + 1,539,231,539,0,77,1,D(4),-1108723
x^4 - 7*x^3 - 5*x^2 + 7*x + 1,-427,427,427,0,427,1,D(4),911645
x^4 - 7*x^3 - 4*x^2 - 7*x + 1,511,146,511,0,73,1,D(4),-1023168
x^4 - 7*x^3 - 4*x^2 + 7*x + 1,-399,342,399,0,57,1,D(4),753768
x^4 - 7*x^3 - 3*x^2 - 7*x + 1,483,69,483,0,69,1,D(4),-928395
x^4 - 7*x^3 - 3*x^2 + 7*x + 1,-371,265,371,0,53,1,D(4),620789
