polynomial,term_0,term_1,term_2,term_3,term_4,term_5,term_6,gcd,zero_terms,galois_group,discriminant
x^5 + x^4 - 5*x^3 - 4*x^2 + 3*x + 1,19,39/2,63/2,-6,-3/2,45/2,27/2,1/2,0,D(5) = 5:2,160801
x^5 + x^4 - 3*x^3 - 2*x^2 + 3*x + 1,14,27/2,9/2,-34,-57/2,21/2,17/2,1/2,0,D(5) = 5:2,2209
x^5 + x^4 - 3*x^3 + 3*x^2 - 2*x + 1,-7/2,27/2,-21/2,-29,39,-27,17/2,1/2,0,D(5) = 5:2,10609
x^5 + x^4 - 2*x^3 - x^2 + 3*x + 1,23/2,21/2,-9/2,-42,-75/2,9/2,6,1/2,0,D(5) = 5:2,16129
x^5 + x^4 - x^3 + 3*x + 1,9,15/2,-21/2,-46,-87/2,-3/2,7/2,1/2,0,D(5) = 5:2,20449
x^5 + x^4 + x^2 + 3*x + 1,13/2,9/2,-27/2,-46,-93/2,-15/2,1,1,0,D(5) = 5:2,14161
x^5 + x^4 + 7*x^2 - 5*x + 1,15/2,-105/2,117/2,10,129/2,-105/2,1,1,0,D(5) = 5:2,373321
x^5 + x^4 + x^3 + 2*x^2 + 3*x + 1,4,3/2,-27/2,-42,-93/2,-27/2,-3/2,1/2,0,D(5) = 5:2,6241
x^5 + x^4 + x^3 + 5*x^2 + 4*x + 1,7/2,45/2,33/2,-43,-66,-36,-3/2,1/2,0,D(5) = 5:2,20449
x^5 + x^4 + 2*x^3 + 3*x^2 + 3*x + 1,3/2,-3/2,-21/2,-34,-87/2,-39/2,-4,1/2,0,D(5) = 5:2,2209
x^5 + x^4 + 3*x^3 + 4*x^2 + 3*x + 1,-1,-9/2,-9/2,-22,-75/2,-51/2,-13/2,1,0,D(5) = 5:2,2209
x^5 + x^4 + 4*x^3 + 3*x^2 + 7*x + 1,83/2,3/2,-87/2,-50,-171/2,-33/2,-9,1/2,0,D(5) = 5:2,693889
x^5 + x^4 + 4*x^3 + 5*x^2 + 3*x + 1,-7/2,-15/2,9/2,-6,-57/2,-63/2,-9,1/2,0,D(5) = 5:2,10609
x^5 + x^4 + 5*x^3 + 5*x^2 + 6*x + 1,47/2,15/2,-45/2,-17,-60,-30,-23/2,1/2,0,D(5) = 5:2,267289
x^5 + x^4 + 5*x^3 + 6*x^2 + 3*x + 1,-6,-21/2,33/2,14,-33/2,-75/2,-23/2,1/2,0,D(5) = 5:2,57121
x^5 + x^4 + 6*x^3 + 7*x^2 + 3*x + 1,-17/2,-27/2,63/2,38,-3/2,-87/2,-14,1/2,0,D(5) = 5:2,229441
x^5 + x^4 + 7*x^3 + 8*x^2 + 3*x + 1,-11,-33/2,99/2,66,33/2,-99/2,-33/2,11/2,0,D(5) = 5:2,717409
x^5 + x^4 + 7*x^3 + 10*x^2 + 5*x + 1,0,45/2,165/2,80,-33/2,-129/2,-33/2,1/2,1,D(5) = 5:2,55225
x^5 + x^4 + 8*x^3 + 9*x^2 + 3*x + 1,-27/2,-39/2,141/2,98,75/2,-111/2,-19,1/2,0,D(5) = 5:2,1868689
x^5 + x^4 + 9*x^3 + 10*x^2 + 3*x + 1,-16,-45/2,189/2,134,123/2,-123/2,-43/2,1/2,0,D(5) = 5:2,4255969
x^5 + 2*x^4 - 5*x^3 + 4*x^2 - 2*x + 1,-6,51/2,-21,-37,111/2,-45,33/2,1/2,0,D(5) = 5:2,57121
x^5 + 2*x^4 - 3*x^3 + 1,0,45/2,-30,-25,27/2,-9,23/2,1/2,1,D(5) = 5:2,55225
x^5 + 2*x^4 - x^3 + 3*x^2 - 3*x + 1,3/2,-6,-21,11,75/2,-51/2,13/2,1/2,0,D(5) = 5:2,56169
x^5 + 2*x^4 + 3*x^3 - x^2 - x + 1,7/2,-21,-24,-17,63/2,33/2,-7/2,1/2,0,D(5) = 5:2,55225
x^5 + 2*x^4 + 3*x^3 + 6*x^2 + 4*x + 1,1,27/2,6,-45,-129/2,-36,-7/2,1,0,D(5) = 5:2,14161
x^5 + 2*x^4 + 5*x^3 + x^2 + 6*x + 1,67/2,-57/2,-147/2,-99,-111/2,15/2,-17/2,1/2,0,D(5) = 5:2,2050624
x^5 + 2*x^4 + 9*x^3 + 10*x^2 + 6*x + 1,11,45/2,39,71,3/2,-48,-37/2,1/2,0,D(5) = 5:2,505521
x^5 + 3*x^4 - 9*x^3 - 10*x^2 + x + 1,26,105/2,237/2,134,303/2,69/2,63/2,1/2,0,D(5) = 5:2,18671041
x^5 + 3*x^4 - 8*x^3 - 9*x^2 + x + 1,47/2,93/2,177/2,98,243/2,63/2,29,1/2,0,D(5) = 5:2,9740641
x^5 + 3*x^4 - 7*x^3 - 8*x^2 + x + 1,21,81/2,123/2,66,189/2,57/2,53/2,1/2,0,D(5) = 5:2,4635409
x^5 + 3*x^4 - 7*x^3 + 5*x^2 - 2*x + 1,-17/2,75/2,-57/2,-53,81,-69,53/2,1/2,0,D(5) = 5:2,229441
x^5 + 3*x^4 - 6*x^3 - 7*x^2 + x + 1,37/2,69/2,75/2,38,141/2,51/2,24,1/2,0,D(5) = 5:2,1940449
x^5 + 3*x^4 - 5*x^3 - 6*x^2 + x + 1,16,57/2,33/2,14,99/2,45/2,43/2,1/2,0,D(5) = 5:2,667489
x^5 + 3*x^4 - 5*x^3 + 9*x^2 - 4*x + 1,-13/2,-33/2,93/2,-31,57,-90,43/2,1/2,0,D(5) = 5:2,1306449
x^5 + 3*x^4 - 4*x^3 - 5*x^2 + x + 1,27/2,45/2,-3/2,-6,63/2,39/2,19,1/2,0,D(5) = 5:2,160801
x^5 + 3*x^4 - 2*x^3 - 3*x^2 + x + 1,17/2,21/2,-57/2,-34,9/2,27/2,14,1/2,0,D(5) = 5:2,2209
x^5 + 3*x^4 - x^3 - 2*x^2 + x + 1,6,9/2,-75/2,-42,-9/2,21/2,23/2,1/2,0,D(5) = 5:2,16129
x^5 + 3*x^4 - x^3 + 4*x^2 - 3*x + 1,-1,-21/2,-51/2,30,57/2,-69/2,23/2,1,0,D(5) = 5:2,267289
x^5 + 3*x^4 - x^2 + x + 1,7/2,-3/2,-87/2,-46,-21/2,15/2,9,1/2,0,D(5) = 5:2,20449
x^5 + 3*x^4 + x^3 + x + 1,1,-15/2,-93/2,-46,-27/2,9/2,13/2,1,0,D(5) = 5:2,14161
x^5 + 3*x^4 + 2*x^3 + x^2 + x + 1,-3/2,-27/2,-93/2,-42,-27/2,3/2,4,1/2,0,D(5) = 5:2,6241
x^5 + 3*x^4 + 3*x^3 + 2*x^2 + x + 1,-4,-39/2,-87/2,-34,-21/2,-3/2,3/2,1/2,0,D(5) = 5:2,2209
x^5 + 3*x^4 + 4*x^3 + 3*x^2 + x + 1,-13/2,-51/2,-75/2,-22,-9/2,-9/2,-1,1,0,D(5) = 5:2,2209
x^5 + 3*x^4 + 5*x^3 + 4*x^2 + x + 1,-9,-63/2,-57/2,-6,9/2,-15/2,-7/2,1/2,0,D(5) = 5:2,10609
x^5 + 3*x^4 + 5*x^3 + 7*x^2 + 4*x + 1,-3/2,9/2,-3/2,-39,-54,-30,-7/2,1/2,0,D(5) = 5:2,6241
x^5 + 3*x^4 + 5*x^3 + 8*x^2 + 7*x + 1,29,93/2,-3/2,-92,-207/2,-75/2,-7/2,1/2,0,D(5) = 5:2,55225
x^5 + 3*x^4 + 6*x^3 + 5*x^2 + x + 1,-23/2,-75/2,-33/2,14,33/2,-21/2,-6,1/2,0,D(5) = 5:2,57121
x^5 + 3*x^4 + 7*x^3 - x^2 - 3*x + 1,23/2,-48,-12,24,123,39,-17/2,1/2,0,D(5) = 5:2,512656
x^5 + 3*x^4 + 7*x^3 + 6*x^2 + x + 1,-14,-87/2,-3/2,38,63/2,-27/2,-17/2,1/2,0,D(5) = 5:2,229441
x^5 + 3*x^4 + 7*x^3 + 8*x^2 + 9*x + 1,61,111/2,-87/2,-102,-195/2,-57/2,-17/2,1/2,0,D(5) = 5:2,511225
x^5 + 3*x^4 + 8*x^3 + 7*x^2 + x + 1,-33/2,-99/2,33/2,66,99/2,-33/2,-11,11/2,0,D(5) = 5:2,717409
x^5 + 3*x^4 + 9*x^3 + 8*x^2 + x + 1,-19,-111/2,75/2,98,141/2,-39/2,-27/2,1/2,0,D(5) = 5:2,1868689
x^5 + 3*x^4 + 10*x^3 + 9*x^2 + x + 1,-43/2,-123/2,123/2,134,189/2,-45/2,-16,1/2,0,D(5) = 5:2,4255969
x^5 + 4*x^4 - 9*x^3 + 6*x^2 - 2*x + 1,-11,99/2,-33,-77,231/2,-99,77/2,11/2,0,D(5) = 5:2,717409
x^5 + 4*x^4 - 3*x^3 + 7*x^2 - 2*x + 1,-27/2,3/2,9/2,-11,3/2,-141/2,47/2,1/2,0,D(5) = 5:2,1098304
x^5 + 4*x^4 - 2*x^3 + x^2 - 2*x + 1,3/2,12,-129/2,27,30,-39/2,21,3/2,0,D(5) = 5:2,227529
x^5 + 4*x^4 - 9*x^2 - 4*x + 1,77/2,54,123/2,87,114,135/2,16,1/2,0,D(5) = 5:2,667489
x^5 + 4*x^4 + 7*x^2 - 2*x + 1,-27/2,-21,27/2,31,-12,-105/2,16,1/2,0,D(5) = 5:2,2474329
x^5 + 4*x^4 + x^3 - 7*x^2 - 3*x + 1,53/2,24,18,45,177/2,117/2,27/2,1/2,0,D(5) = 5:2,160801
x^5 + 4*x^4 + x^3 + 4*x^2 - 4*x + 1,6,-63/2,-30,95,75/2,-24,27/2,1/2,0,D(5) = 5:2,693889
x^5 + 4*x^4 + 3*x^3 - 3*x^2 - x + 1,17/2,-18,-42,-15,93/2,81/2,17/2,1/2,0,D(5) = 5:2,2209
x^5 + 4*x^4 + 4*x^3 - x^2 + 1,5/2,-30,-117/2,-33,30,63/2,6,1/2,0,D(5) = 5:2,16129
x^5 + 4*x^4 + 5*x^3 - 6*x^2 + 6*x + 1,51,-183/2,-51,-253,-33/2,75,7/2,1/2,0,D(5) = 5:2,34515625
x^5 + 4*x^4 + 5*x^3 + x^2 + x + 1,-3/2,-36,-66,-43,33/2,45/2,7/2,1/2,0,D(5) = 5:2,20449
x^5 + 4*x^4 + 6*x^3 + 3*x^2 + 2*x + 1,-7/2,-36,-129/2,-45,6,27/2,1,1,0,D(5) = 5:2,14161
x^5 + 4*x^4 + 7*x^3 + 5*x^2 + 3*x + 1,-7/2,-30,-54,-39,-3/2,9/2,-3/2,1/2,0,D(5) = 5:2,6241
x^5 + 4*x^4 + 7*x^3 + 8*x^2 + 4*x + 1,-4,-9/2,-6,-25,-69/2,-18,-3/2,1/2,0,D(5) = 5:2,2209
x^5 + 4*x^4 + 8*x^3 + 5*x^2 - 2*x + 1,-17/2,-75,3/2,111,96,21/2,-4,1/2,0,D(5) = 5:2,505521
x^5 + 4*x^4 + 8*x^3 + 7*x^2 + 4*x + 1,-3/2,-18,-69/2,-25,-6,-9/2,-4,1/2,0,D(5) = 5:2,2209
x^5 + 4*x^4 + 9*x^3 + 9*x^2 + 5*x + 1,5/2,0,-6,-3,-15/2,-27/2,-13/2,1/2,1,D(5) = 5:2,2209
x^5 + 5*x^4 - 7*x^3 + 8*x^2 - 3*x + 1,-11,33/2,-21/2,-32,117/2,-225/2,85/2,1/2,0,D(5) = 5:2,373321
x^5 + 5*x^4 + 3*x^2 - x + 1,-13/2,-9/2,-123/2,10,-15/2,-45/2,25,1/2,0,D(5) = 5:2,505521
x^5 + 5*x^4 + 3*x^3 - x^2 - x + 1,7/2,-21,-69,4,36,30,35/2,1/2,0,D(5) = 5:2,274576
x^5 + 5*x^4 + 5*x^3 + 7*x^2 + 1,-35/2,-75/2,-3/2,45,-15,-15,25/2,1/2,0,D(5) = 5:2,1713481
x^5 + 5*x^4 + 9*x^3 + 9*x^2 + 4*x + 1,-13/2,-27/2,-15/2,-3,-6,0,5/2,1/2,1,D(5) = 5:2,2209
x^5 + 5*x^4 + 9*x^3 + 9*x^2 + 9*x + 1,117/2,54,-75,-178,-81,0,5/2,1/2,1,D(5) = 5:2,824464
x^5 + 5*x^4 + 10*x^3 + 7*x^2 + x + 1,-33/2,-129/2,-33/2,80,165/2,45/2,0,1/2,1,D(5) = 5:2,55225
x^5 + 6*x^4 - 6*x^3 + 5*x^2 + 4*x + 1,7/2,75,-33/2,-253,-51,-183/2,51,1/2,0,D(5) = 5:2,34515625
x^5 + 6*x^4 - 3*x^3 - x^2 - x + 1,7/2,24,-93,23,75/2,-39/2,87/2,1/2,0,D(5) = 5:2,915849
x^5 + 6*x^4 + x^3 + 5*x^2 + 2*x + 1,-17/2,15/2,-111/2,-99,-147/2,-57/2,67/2,1/2,0,D(5) = 5:2,2050624
x^5 + 6*x^4 + 5*x^3 + 5*x^2 - 5*x + 1,25/2,-75,-15,235,135/2,15/2,47/2,1/2,0,D(5) = 5:2,3455881
x^5 + 6*x^4 + 5*x^3 + 5*x^2 + x + 1,-23/2,-30,-60,-17,-45/2,15/2,47/2,1/2,0,D(5) = 5:2,267289
x^5 + 6*x^4 + 8*x^3 - x^2 + 8*x + 1,133/2,-72,-369/2,-377,-15,159/2,16,1/2,0,D(5) = 5:2,2122849
x^5 + 6*x^4 + 10*x^3 + 9*x^2 + 2*x + 1,-37/2,-48,3/2,71,39,45/2,11,1/2,0,D(5) = 5:2,505521
x^5 + 7*x^4 - x^3 - x^2 - 2*x + 1,13/2,21/2,-213/2,75,42,-3,103/2,1/2,0,D(5) = 5:2,859329
x^5 + 7*x^4 + 3*x^3 - 3*x^2 - 2*x + 1,23/2,-27/2,-165/2,55,75,54,83/2,1/2,0,D(5) = 5:2,305809
x^5 + 7*x^4 + 3*x^3 + 4*x^2 + x + 1,-9,-33/2,-171/2,-50,-87/2,3/2,83/2,1/2,0,D(5) = 5:2,693889
x^5 + 7*x^4 + 8*x^3 + 5*x^2 + 3*x + 1,-7/2,-75/2,-207/2,-92,-3/2,93/2,29,1/2,0,D(5) = 5:2,55225
x^5 + 8*x^4 - 4*x^3 - 3*x^2 + 1,15/2,30,-213/2,-1,60,-51/2,74,1,0,D(5) = 5:2,1734489
x^5 + 8*x^4 - x^3 + 8*x^2 + 6*x + 1,16,159/2,-15,-377,-369/2,-72,133/2,1/2,0,D(5) = 5:2,2122849
x^5 + 9*x^4 + 8*x^3 + 7*x^2 + 3*x + 1,-17/2,-57/2,-195/2,-102,-87/2,111/2,61,1/2,0,D(5) = 5:2,511225
x^5 + 9*x^4 + 9*x^3 + 9*x^2 + 5*x + 1,5/2,0,-81,-178,-75,54,117/2,1/2,1,D(5) = 5:2,824464
x^5 + 10*x^4 - 5*x^3 - 5*x^2 + x + 1,27/2,30,-105,-45,195/2,-75/2,225/2,3/2,0,D(5) = 5:2,826281
x^5 + 10*x^4 + 9*x^3 + 4*x^2 + 1,-10,-135/2,-126,47,123/2,105,155/2,1/2,0,D(5) = 5:2,19936225
