polynomial,term_0,term_1,term_2,term_3,gcd,zero_terms,galois_group,discriminant
x^4 - 15*x^3 - 15*x^2 - 15*x - 15,4395,3809,4395,0,293,1,S4,-260215875
x^4 - 15*x^3 - 15*x^2 - 15*x - 14,4395,3809,4395,0,293,1,S4,-218893964
x^4 - 15*x^3 - 15*x^2 - 15*x - 13,4395,3809,4395,0,293,1,S4,-181443307
x^4 - 15*x^3 - 15*x^2 - 15*x - 12,4395,3809,4395,0,293,1,S4,-147862368
x^4 - 15*x^3 - 15*x^2 - 15*x - 11,4395,3809,4395,0,293,1,S4,-118149611
x^4 - 15*x^3 - 15*x^2 - 15*x - 10,4395,3809,4395,0,293,1,S4,-92303500
x^4 - 15*x^3 - 15*x^2 - 15*x - 9,4395,3809,4395,0,293,1,S4,-70322499
x^4 - 15*x^3 - 15*x^2 - 15*x - 8,4395,3809,4395,0,293,1,S4,-52205072
x^4 - 15*x^3 - 15*x^2 - 15*x - 7,4395,3809,4395,0,293,1,S4,-37949683
x^4 - 15*x^3 - 15*x^2 - 15*x - 6,4395,3809,4395,0,293,1,S4,-27554796
x^4 - 15*x^3 - 15*x^2 - 15*x - 5,4395,3809,4395,0,293,1,S4,-21018875
x^4 - 15*x^3 - 15*x^2 - 15*x - 4,4395,3809,4395,0,293,1,S4,-18340384
x^4 - 15*x^3 - 15*x^2 - 15*x - 3,4395,3809,4395,0,293,1,S4,-19517787
x^4 - 15*x^3 - 15*x^2 - 15*x - 2,4395,3809,4395,0,293,1,S4,-24549548
x^4 - 15*x^3 - 15*x^2 - 15*x - 1,4395,3809,4395,0,293,1,S4,-33434131
x^4 - 15*x^3 - 15*x^2 - 15*x + 2,4395,3809,4395,0,293,1,S4,-83189452
x^4 - 15*x^3 - 15*x^2 - 15*x + 3,4395,3809,4395,0,293,1,S4,-107469963
x^4 - 15*x^3 - 15*x^2 - 15*x + 4,4395,3809,4395,0,293,1,S4,-135595616
x^4 - 15*x^3 - 15*x^2 - 15*x + 5,4395,3809,4395,0,293,1,S4,-167564875
x^4 - 15*x^3 - 15*x^2 - 15*x + 6,4395,3809,4395,0,293,1,S4,-203376204
x^4 - 15*x^3 - 15*x^2 - 15*x + 7,4395,3809,4395,0,293,1,S4,-243028067
x^4 - 15*x^3 - 15*x^2 - 15*x + 8,4395,3809,4395,0,293,1,S4,-286518928
x^4 - 15*x^3 - 15*x^2 - 15*x + 9,4395,3809,4395,0,293,1,S4,-333847251
x^4 - 15*x^3 - 15*x^2 - 15*x + 10,4395,3809,4395,0,293,1,S4,-385011500
x^4 - 15*x^3 - 15*x^2 - 15*x + 11,4395,3809,4395,0,293,1,S4,-440010139
