polynomial,term_0,term_1,term_2,term_3,term_4,term_5,term_6,gcd,zero_terms,galois_group,discriminant
x^5 - 10*x^4 + 23*x^3 + 11*x^2 - 24*x + 1,1097/2,-1137/2,2319/2,-1199,2637/2,-855/2,85/2,1/2,0,A5,2059525924
x^5 - 9*x^4 - 25*x^3 + 17*x^2 + 10*x + 1,115/2,885/2,1887/2,-245,1017,210,287/2,1/2,0,A5,3534183601
x^5 - 9*x^4 - 23*x^3 + 22*x^2 + 15*x + 1,170,1335/2,2757/2,-92,1731/2,291/2,277/2,1/2,0,A5,41602537089
x^5 - 9*x^4 - 15*x^3 + 11*x^2 + 8*x + 1,73/2,489/2,993/2,149,366,120,237/2,1/2,0,A5,278923401
x^5 - 9*x^4 - 3*x^3 + 17*x^2 + 10*x + 1,115/2,555/2,1227/2,503,93,-87,177/2,1/2,0,A5,185313769
x^5 - 9*x^4 - 2*x^3 + 17*x^2 - 9*x + 1,77/2,-429/2,1083/2,-660,741/2,-201/2,86,1/2,0,A5,30991489
x^5 - 9*x^4 + 17*x^3 - 2*x^2 - 9*x + 1,86,-201/2,741/2,-660,1083/2,-429/2,77/2,1/2,0,A5,30991489
x^5 - 9*x^4 + 17*x^3 + 19*x^2 + 24*x + 1,1057/2,1113/2,129/2,2133,330,-372,77/2,1/2,0,A5,7918686169
x^5 - 9*x^4 + 21*x^3 + 14*x^2 - 7*x + 1,14,-609/2,1299/2,122,1911/2,-777/2,57/2,1/2,0,A5,258277041
x^5 - 9*x^4 + 22*x^3 + 8*x^2 + x + 1,-19,-153,198,390,819,-357,26,1,0,A5,152967424
x^5 - 9*x^4 + 23*x^3 - 11*x^2 + 1,55/2,-345/2,633/2,-531,645,-228,47/2,1/2,0,A5,990025
x^5 - 9*x^4 + 23*x^3 + 23*x^2 + 7*x + 1,-17/2,69,687,1474,999,-483,47/2,1/2,0,A5,74511424
x^5 - 8*x^4 - 25*x^3 + 7*x^2 + 12*x + 1,253/2,627/2,1287/2,297,1683/2,495/2,253/2,11/2,0,A5,12936787600
x^5 - 8*x^4 - 23*x^3 + 19*x^2 + 14*x + 1,297/2,1143/2,2289/2,-115,1623/2,267/2,243/2,1/2,0,A5,24788613136
x^5 - 8*x^4 - 3*x^3 + 25*x^2 + 17*x + 1,453/2,660,1134,777,117/2,-303/2,143/2,1/2,0,A5,1786330225
x^5 - 8*x^4 + x^3 + 20*x^2 - 12*x + 1,94,-735/2,738,-657,843/2,-162,123/2,1/2,0,A5,349054489
x^5 - 8*x^4 + 8*x^3 + 23*x^2 + 10*x + 1,85/2,285,1587/2,903,222,-537/2,44,1/2,0,A5,7017201
x^5 - 8*x^4 + 11*x^3 + 11*x^2 - 18*x + 1,593/2,-759/2,1197/2,-791,1167/2,-429/2,73/2,1/2,0,A5,210540100
x^5 - 8*x^4 + 13*x^3 + 22*x^2 - 2*x + 1,-51,-327/2,885,435,1095/2,-321,63/2,3/2,0,A5,422179209
x^5 - 8*x^4 + 16*x^3 + 7*x^2 + 10*x + 1,165/2,-15,-93/2,759,318,-489/2,24,3/2,0,A5,281132289
x^5 - 8*x^4 + 17*x^3 - x^2 - 13*x + 1,343/2,-108,453,-787,1233/2,-393/2,43/2,1/2,0,A5,5184729
x^5 - 8*x^4 + 17*x^3 + 9*x^2 + 2*x + 1,-37/2,-201/2,381/2,393,1023/2,-543/2,43/2,1/2,0,A5,55621764
x^5 - 8*x^4 + 18*x^3 - 9*x^2 + 14*x + 1,437/2,-324,-273/2,435,168,-297/2,19,1/2,0,A5,148620481
x^5 - 8*x^4 + 23*x^3 + 24*x^2 + 6*x + 1,-24,87/2,777,1415,1983/2,-456,13/2,1/2,0,A5,566773249
x^5 - 8*x^4 + 24*x^3 + 13*x^2 - 6*x + 1,7/2,-297,1179/2,263,1110,-771/2,4,1/2,0,A5,1289887225
x^5 - 8*x^4 + 25*x^3 + 21*x^2 + 19*x + 1,617/2,411,69,2089,1809/2,-915/2,3/2,1/2,0,A5,36445482649
x^5 - 7*x^4 - 24*x^3 + 5*x^2 + 11*x + 1,217/2,525/2,1077/2,274,1503/2,429/2,109,1/2,0,A5,7182732001
x^5 - 7*x^4 - 23*x^3 + 16*x^2 + 13*x + 1,129,969/2,1875/2,-124,1533/2,243/2,213/2,1/2,0,A5,14654797249
x^5 - 7*x^4 + 12*x^3 + 4*x^2 - 3*x + 1,-1,-108,183,-76,303,-156,19,1,0,A5,3154176
x^5 - 7*x^4 + 12*x^3 + 20*x^2 + 5*x + 1,-25,60,615,700,351,-276,19,1,0,A5,143616256
x^5 - 7*x^4 + 12*x^3 + 24*x^2 + x + 1,-59,-54,951,600,453,-306,19,1,0,A5,1104365824
x^5 - 7*x^4 + 14*x^3 + 21*x^2 - 9*x + 1,57/2,-777/2,1911/2,122,1299/2,-609/2,14,1/2,0,A5,258277041
x^5 - 7*x^4 + 14*x^3 + 25*x^2 + 21*x + 1,757/2,1365/2,1203/2,1704,483/2,-669/2,14,1/2,0,A5,12785955625
x^5 - 7*x^4 + 18*x^3 - 22*x^2 + 17*x + 1,344,-696,372,16,0,-24,4,4,1,A5,18939904
x^5 - 7*x^4 + 18*x^3 + 18*x^2 + 9*x + 1,36,108,348,1064,540,-324,4,4,0,A5,294191104
x^5 - 7*x^4 + 20*x^3 - 19*x^2 + 7*x + 1,193/2,-699/2,873/2,-442,591/2,-135/2,-1,1,0,A5,12766329
x^5 - 7*x^4 + 21*x^3 - 5*x^2 + 6*x + 1,97/2,-405/2,-93/2,59,519,-183,-7/2,1/2,0,A5,411643521
x^5 - 7*x^4 + 22*x^3 - 2*x^2 + x + 1,6,-168,78,-64,690,-216,-6,2,0,A5,220463104
x^5 - 6*x^4 - 23*x^3 + 3*x^2 + 10*x + 1,185/2,435/2,897/2,257,1341/2,369/2,187/2,1/2,0,A5,3923519044
x^5 - 6*x^4 - 23*x^3 + 12*x^2 + 20*x + 1,370,1065/2,996,263,1203/2,117,187/2,1/2,0,A5,45803276289
x^5 - 6*x^4 - 23*x^3 + 13*x^2 + 12*x + 1,223/2,813/2,1515/2,-119,1461/2,219/2,187/2,1/2,0,A5,8656813764
x^5 - 6*x^4 - 13*x^3 + 13*x^2 + 9*x + 1,97/2,273,519,15,471/2,39/2,137/2,1/2,0,A5,346220449
x^5 - 6*x^4 + 10*x^3 - x^2 + 16*x + 1,517/2,-99,-297/2,627,-99,-165/2,11,11/2,0,A5,501088225
x^5 - 6*x^4 + 10*x^3 + 11*x^2 - x + 1,-53/2,-183/2,573/2,153,264,-345/2,11,1/2,0,A5,72046144
x^5 - 6*x^4 + 13*x^3 + 24*x^2 - 8*x + 1,4,-771/2,1110,263,1179/2,-297,7/2,1/2,0,A5,1289887225
x^5 - 6*x^4 + 17*x^3 + 8*x^2 - 4*x + 1,-4,-351/2,288,79,1131/2,-213,-13/2,1/2,0,A5,273009529
x^5 - 6*x^4 + 19*x^3 + 11*x^2 + 17*x + 1,523/2,138,-213,1107,771/2,-507/2,-23/2,1/2,0,A5,11706590809
x^5 - 6*x^4 + 21*x^3 - 21*x^2 + 14*x + 1,497/2,-1197/2,621/2,-319,525/2,-63/2,-33/2,1/2,0,A5,536848900
x^5 - 6*x^4 + 23*x^3 + 15*x^2 + 4*x + 1,-43/2,-165/2,579/2,833,1737/2,-639/2,-43/2,1/2,0,A5,403768836
x^5 - 6*x^4 + 23*x^3 + 23*x^2 + 3*x + 1,-97/2,-69,780,1159,1911/2,-759/2,-43/2,1/2,0,A5,2797669449
x^5 - 5*x^4 - 23*x^3 + 10*x^2 + 11*x + 1,96,675/2,1209/2,-100,1407/2,195/2,165/2,1/2,0,A5,5162566201
x^5 - 5*x^4 - 22*x^3 + x^2 + 9*x + 1,157/2,357/2,747/2,246,1197/2,315/2,80,1/2,0,A5,2125671025
x^5 - 5*x^4 - 13*x^3 + 4*x^2 + 13*x + 1,159,351/2,705/2,326,177/2,135/2,115/2,1/2,0,A5,185313769
x^5 - 5*x^4 - 8*x^3 + 15*x^2 + 13*x + 1,263/2,705/2,1137/2,190,27/2,-105/2,45,1/2,0,A5,435431689
x^5 - 5*x^4 + 19*x^2 - x + 1,-93/2,-57/2,1233/2,-60,315/2,-285/2,25,1/2,0,A5,4214809
x^5 - 5*x^4 + 25*x^2 - 25*x + 1,1125/2,-1875/2,2025/2,-900,1125/2,-375/2,25,25/2,0,A5,43890625
x^5 - 5*x^4 + 5*x^3 + 4*x^2 + x + 1,-9,-63/2,183/2,50,105/2,-135/2,25/2,1/2,0,A5,261121
x^5 - 5*x^4 + 7*x^3 + 7*x^2 + 4*x + 1,-3/2,-21/2,213/2,213,66,-105,15/2,3/2,0,A5,1896129
x^5 - 5*x^4 + 7*x^3 + 8*x^2 + 4*x + 1,-4,-9/2,129,227,147/2,-225/2,15/2,1/2,0,A5,1779556
x^5 - 5*x^4 + 7*x^3 + 19*x^2 + 22*x + 1,873/2,1149/2,771/2,1011,-114,-195,15/2,3/2,0,A5,6408803025
x^5 - 5*x^4 + 7*x^3 + 21*x^2 + 13*x + 1,233/2,357,600,724,36,-210,15/2,1/2,0,A5,230189584
x^5 - 5*x^4 + 8*x^3 + x^2 + 9*x + 1,157/2,-93/2,-63/2,306,-63/2,-135/2,5,1/2,0,A5,60918025
x^5 - 5*x^4 + 9*x^3 + 15*x^2 + 6*x + 1,-3/2,135/2,663/2,455,144,-180,5/2,1/2,0,A5,5294601
x^5 - 5*x^4 + 11*x^3 - 12*x^2 + 12*x + 1,174,-597/2,93,131,-177/2,15/2,-5/2,1/2,0,A5,15288100
x^5 - 5*x^4 + 11*x^3 - 12*x^2 + 17*x + 1,319,-777/2,21/2,306,-327/2,15/2,-5/2,1/2,0,A5,137241225
x^5 - 5*x^4 + 12*x^3 - 11*x^2 + 3*x + 1,73/2,-279/2,405/2,-184,177/2,-15/2,-5,1/2,0,A5,162409
x^5 - 5*x^4 + 12*x^3 + 13*x^2 + 19*x + 1,657/2,561/2,-27/2,952,57/2,-375/2,-5,1/2,0,A5,6601725001
x^5 - 5*x^4 + 12*x^3 + 17*x^2 + 9*x + 1,77/2,279/2,693/2,698,417/2,-435/2,-5,1/2,0,A5,99740169
x^5 - 5*x^4 + 13*x^3 - 19*x^2 + 19*x + 1,817/2,-639,246,146,-174,45,-15/2,1/2,0,A5,36966400
x^5 - 5*x^4 + 13*x^3 - 14*x^2 + 7*x + 1,84,-489/2,465/2,-144,87/2,15/2,-15/2,3/2,0,A5,927369
x^5 - 5*x^4 + 13*x^3 - 13*x^2 + 4*x + 1,97/2,-351/2,501/2,-223,96,0,-15/2,1/2,1,A5,426409
x^5 - 5*x^4 + 15*x^3 + 4*x^2 + 24*x + 1,566,63/2,-441,935,15/2,-285/2,-25/2,1/2,0,A5,15351705604
x^5 - 5*x^4 + 19*x^3 + 8*x^2 + 16*x + 1,236,99/2,-285,839,723/2,-405/2,-45/2,1/2,0,A5,9000316900
x^5 - 5*x^4 + 20*x^3 + 15*x + 1,225,-150,-375,500,375,-150,-25,25,0,A5,6400000000
x^5 - 5*x^4 + 25*x^3 - 12*x^2 + 19*x + 1,391,-1059/2,-843/2,40,1125/2,-195/2,-75/2,1/2,0,A5,18796135801
x^5 - 4*x^4 - 25*x^3 - 9*x^2 + 8*x + 1,173/2,159/2,963/2,649,1527/2,435/2,157/2,1/2,0,A5,3028961296
x^5 - 4*x^4 - 23*x^3 + 7*x^2 + 10*x + 1,165/2,555/2,957/2,-67,1371/2,171/2,147/2,1/2,0,A5,3153047104
x^5 - 4*x^4 - 21*x^3 - x^2 + 8*x + 1,133/2,291/2,627/2,241,1071/2,267/2,137/2,1/2,0,A5,1157632576
x^5 - 4*x^4 - x^3 + 15*x^2 + 14*x + 1,317/2,645/2,837/2,337,-237/2,-213/2,37/2,1/2,0,A5,40576900
x^5 - 4*x^4 + x^3 + 12*x^2 - 2*x + 1,-26,-87/2,279,-57,207/2,-96,27/2,1/2,0,A5,11909401
x^5 - 4*x^4 + 3*x^3 + 8*x^2 + 2*x + 1,-16,3/2,147,79,63/2,-78,17/2,1/2,0,A5,3003289
x^5 - 4*x^4 + 4*x^3 + 3*x^2 + 22*x + 1,953/2,69,-117/2,615,-288,-93/2,6,1/2,0,A5,1909952209
x^5 - 4*x^4 + 4*x^3 + 7*x^2 + 8*x + 1,93/2,54,171/2,255,-54,-153/2,6,3/2,0,A5,21316689
x^5 - 4*x^4 + 5*x^3 + 8*x^2 + 1,-20,-75/2,156,55,171/2,-90,7/2,1/2,0,A5,10259209
x^5 - 4*x^4 + 7*x^3 + 13*x^2 + 20*x + 1,735/2,675/2,207/2,717,-297/2,-279/2,-3/2,3/2,0,A5,3730033476
x^5 - 4*x^4 + 8*x^3 + 17*x^2 - 6*x + 1,-13/2,-213,1131/2,79,288,-351/2,-4,1/2,0,A5,273009529
x^5 - 4*x^4 + 9*x^3 - 3*x^2 - 2*x + 1,23/2,-117/2,201/2,-135,267/2,-63/2,-13/2,1/2,0,A5,195364
x^5 - 4*x^4 + 9*x^3 + 10*x^2 + 24*x + 1,551,585/2,-114,827,-357/2,-129,-13/2,1/2,0,A5,8944430625
x^5 - 4*x^4 + 12*x^3 + 3*x^2 + 22*x + 1,953/2,9,-645/2,663,-96,-189/2,-14,1/2,0,A5,5647672801
x^5 - 4*x^4 + 15*x^3 - 21*x^2 + 22*x + 1,1073/2,-1611/2,453/2,-39,-237/2,135/2,-43/2,1/2,0,A5,101888836
x^5 - 4*x^4 + 15*x^3 - 16*x^2 + 14*x + 1,236,-897/2,129,-113,63/2,30,-43/2,1/2,0,A5,155426089
x^5 - 4*x^4 + 25*x^3 - 14*x^2 + 2*x + 1,39,-459/2,279,-669,1647/2,-45,-93/2,3/2,0,A5,563255289
x^5 - 4*x^4 + 25*x^3 - 11*x^2 + x + 1,57/2,-204,204,-547,1713/2,-135/2,-93/2,1/2,0,A5,565345729
x^5 - 3*x^4 - 23*x^3 - 10*x^2 + 7*x + 1,74,135/2,873/2,582,1287/2,357/2,133/2,1/2,0,A5,1642275625
x^5 - 3*x^4 - 23*x^3 + 4*x^2 + 9*x + 1,71,453/2,759/2,-20,1353/2,147/2,133/2,1/2,0,A5,2009639241
x^5 - 3*x^4 - 20*x^3 - 3*x^2 + 7*x + 1,113/2,237/2,537/2,242,963/2,225/2,59,1/2,0,A5,646939225
x^5 - 3*x^4 - 14*x^3 + 5*x^2 + 23*x + 1,1033/2,555/2,1131/2,318,-57/2,51/2,44,1/2,0,A5,1427101729
x^5 - 3*x^4 - 14*x^3 + 21*x^2 + 17*x + 1,473/2,1281/2,2127/2,-256,267/2,-189/2,44,1/2,0,A5,3128724225
x^5 - 3*x^4 - 5*x^3 + 17*x^2 - 3*x + 1,-67/2,-39,456,-258,159,-105,43/2,1/2,0,A5,2190400
x^5 - 3*x^4 - 4*x^3 + 16*x^2 - 3*x + 1,-31,-42,411,-216,141,-102,19,1,0,A5,10758400
x^5 - 3*x^4 - 4*x^3 + 16*x^2 + 21*x + 1,401,534,555,288,-219,-102,19,1,0,A5,178489600
x^5 - 3*x^4 + x^3 + 11*x^2 - 3*x + 1,-37/2,-57,231,-66,96,-87,13/2,1/2,0,A5,12673600
x^5 - 3*x^4 + 2*x^3 + x^2 + 3*x + 1,13/2,-21/2,75/2,42,-69/2,-33/2,4,1/2,0,A5,133225
x^5 - 3*x^4 + 4*x^3 + 8*x^2 - 3*x + 1,-11,-66,159,-24,105,-78,-1,1,0,A5,8952064
x^5 - 3*x^4 + 4*x^3 + 12*x^2 - 7*x + 1,19,-156,303,-76,183,-108,-1,1,0,A5,3154176
x^5 - 3*x^4 + 5*x^3 - 13*x^2 + 17*x + 1,643/2,-369,171,202,-276,75,-7/2,1/2,0,A5,69889600
x^5 - 3*x^4 + 5*x^3 + 11*x^2 + x + 1,-53/2,-21,219,106,72,-105,-7/2,1/2,0,A5,31449664
x^5 - 3*x^4 + 8*x^3 - 8*x^2 + 9*x + 1,101,-168,33,36,-75,24,-11,1,0,A5,473344
x^5 - 3*x^4 + 8*x^3 + 4*x^2 - 3*x + 1,-1,-78,105,-24,159,-66,-11,1,0,A5,8952064
x^5 - 3*x^4 + 8*x^3 + 16*x^2 + 9*x + 1,41,156,321,420,33,-156,-11,1,0,A5,28047616
x^5 - 3*x^4 + 10*x^3 - 19*x^2 + 11*x + 1,337/2,-777/2,843/2,-174,-201/2,195/2,-16,1/2,0,A5,3003289
x^5 - 3*x^4 + 10*x^3 + 3*x^2 + 17*x + 1,563/2,3/2,-393/2,392,-183/2,-135/2,-16,1/2,0,A5,1189629081
x^5 - 3*x^4 + 11*x^3 - 7*x^2 + 5*x + 1,85/2,-135,36,-74,75,3,-37/2,1/2,0,A5,14807104
x^5 - 3*x^4 + 11*x^3 + x^2 - 3*x + 1,13/2,-87,96,-66,231,-57,-37/2,1/2,0,A5,12673600
x^5 - 3*x^4 + 12*x^3 - 4*x^2 + 13*x + 1,179,-168,-165,152,3,-24,-21,1,0,A5,293094400
x^5 - 3*x^4 + 13*x^3 - 10*x^2 + 17*x + 1,314,-705/2,-273/2,72,-93/2,33/2,-47/2,1/2,0,A5,274598041
x^5 - 3*x^4 + 16*x^3 - 24*x^2 + 17*x + 1,349,-732,501,-436,21,108,-31,1,0,A5,843321600
x^5 - 3*x^4 + 16*x^3 - 4*x^2 - 3*x + 1,19,-102,141,-216,411,-42,-31,1,0,A5,10758400
x^5 - 3*x^4 + 17*x^3 - 5*x^2 - 3*x + 1,43/2,-105,159,-258,456,-39,-67/2,1/2,0,A5,2190400
x^5 - 3*x^4 + 22*x^3 - 14*x^2 + 9*x + 1,116,-354,42,-452,528,6,-46,2,0,A5,2230861824
x^5 - 2*x^4 - 23*x^3 + x^2 + 8*x + 1,123/2,369/2,615/2,41,1353/2,123/2,123/2,41/2,0,A5,1367668324
x^5 - 2*x^4 - 23*x^3 + 19*x^2 + 10*x + 1,105/2,915/2,1833/2,-759,1401/2,-147/2,123/2,3/2,0,A5,414448164
x^5 - 2*x^4 - 21*x^3 - 11*x^2 + 6*x + 1,127/2,117/2,801/2,521,1077/2,291/2,113/2,1/2,0,A5,902041156
x^5 - 2*x^4 - 19*x^3 - 5*x^2 + 6*x + 1,97/2,195/2,477/2,249,873/2,189/2,103/2,1/2,0,A5,382046116
x^5 - 2*x^4 - 12*x^3 + x^2 + 14*x + 1,387/2,111,567/2,147,9,57/2,34,1/2,0,A5,229552801
x^5 - 2*x^4 - 10*x^3 + 9*x^2 + 9*x + 1,117/2,393/2,573/2,-79,42,-75/2,29,1/2,0,A5,49084036
x^5 - 2*x^4 - 5*x^3 + 13*x^2 + 4*x + 1,-33/2,231/2,627/2,-99,33/2,-165/2,33/2,33/2,0,A5,18974736
x^5 - 2*x^4 - 3*x^3 + 9*x^2 - 4*x + 1,-13/2,-63/2,267/2,-135,201/2,-117/2,23/2,1/2,0,A5,195364
x^5 - 2*x^4 - 2*x^3 + 11*x^2 - 2*x + 1,-47/2,-18,411/2,-97,69,-153/2,9,1/2,0,A5,8862529
x^5 - 2*x^4 + x^3 + 13*x^2 + 4*x + 1,-33/2,141/2,555/2,57,-39/2,-201/2,3/2,3/2,0,A5,25220484
x^5 - 2*x^4 + 7*x^3 + x^2 + 4*x + 1,27/2,-93/2,-21/2,45,33/2,-57/2,-27/2,3/2,0,A5,2862864
x^5 - 2*x^4 + 8*x^3 - 7*x^2 + 2*x + 1,43/2,-81,159/2,-109,45,57/2,-16,1/2,0,A5,1656369
x^5 - 2*x^4 + 8*x^3 + x^2 + 4*x + 1,27/2,-54,-33/2,47,39,-63/2,-16,1/2,0,A5,5058001
x^5 - 2*x^4 + 9*x^3 + x^2 + 21*x + 1,877/2,-36,-252,287,-381/2,-69/2,-37/2,1/2,0,A5,964040401
x^5 - 2*x^4 + 10*x^3 + 19*x^2 + 8*x + 1,33/2,153,903/2,467,87,-345/2,-21,1/2,0,A5,889249
x^5 - 2*x^4 + 11*x^3 - 2*x^2 - 2*x + 1,9,-153/2,69,-97,411/2,-18,-47/2,1/2,0,A5,8862529
x^5 - 2*x^4 + 12*x^3 + x^2 - 4*x + 1,27/2,-96,207/2,-57,279,-87/2,-26,1/2,0,A5,11909401
x^5 - 2*x^4 + 15*x^3 + 4*x^2 + 20*x + 1,390,15/2,-396,375,99/2,-75,-67/2,1/2,0,A5,4791823729
x^5 - 2*x^4 + 18*x^3 + x^2 + 8*x + 1,123/2,-123,-369/2,123,369,-123/2,-41,41/2,0,A5,816644929
x^5 - 2*x^4 + 22*x^3 + 13*x^2 - 8*x + 1,63/2,-321,1095/2,435,885,-327/2,-51,3/2,0,A5,422179209
x^5 - 2*x^4 + 25*x^3 - 23*x^2 + 4*x + 1,147/2,-651/2,1347/2,-1119,1617/2,195/2,-117/2,3/2,0,A5,254913156
x^5 - x^4 - 23*x^3 - 2*x^2 + 7*x + 1,54,303/2,525/2,116,1371/2,99/2,117/2,1/2,0,A5,1019333329
x^5 - x^4 - 19*x^3 - 12*x^2 + 5*x + 1,55,105/2,747/2,466,897/2,237/2,97/2,1/2,0,A5,514155625
x^5 - x^4 - 18*x^3 - 7*x^2 + 5*x + 1,85/2,165/2,447/2,262,801/2,159/2,46,1/2,0,A5,247527289
x^5 - x^4 - 4*x^3 + x^2 + 9*x + 1,157/2,87/2,141/2,30,-219/2,-3/2,11,1/2,0,A5,2706025
x^5 - x^4 + 2*x^3 - 3*x^2 + 5*x + 1,65/2,-75/2,27/2,-2,-147/2,39/2,-4,1/2,0,A5,1006009
x^5 - x^4 + 3*x^3 - 8*x^2 + 15*x + 1,245,-405/2,87/2,32,-447/2,111/2,-13/2,1/2,0,A5,169754841
x^5 - x^4 + 5*x^3 - x^2 + 6*x + 1,77/2,-93/2,-57/2,7,-54,0,-23/2,1/2,1,A5,198025
x^5 - x^4 + 5*x^3 + 9*x^2 + 11*x + 1,197/2,111,54,142,-114,-75,-23/2,1/2,0,A5,69222400
x^5 - x^4 + 6*x^3 + 11*x^2 - x + 1,-53/2,-123/2,411/2,100,171/2,-183/2,-14,1/2,0,A5,41538025
x^5 - x^4 + 6*x^3 + 15*x^2 + 9*x + 1,87/2,315/2,543/2,218,-117/2,-243/2,-14,1/2,0,A5,4338889
x^5 - x^4 + 7*x^3 + 4*x^2 + 5*x + 1,15,-45/2,-27/2,66,9/2,-81/2,-33/2,3/2,0,A5,3470769
x^5 - x^4 + 8*x^3 - 5*x^2 + 15*x + 1,475/2,-345/2,-255/2,0,-273/2,51/2,-19,1/2,1,A5,6661561
x^5 - x^4 + 9*x^3 + 22*x + 1,484,-135/2,-282,129,-417/2,-27/2,-43/2,1/2,0,A5,253510084
x^5 - x^4 + 11*x^3 + 6*x^2 - x + 1,-14,-183/2,171/2,100,411/2,-123/2,-53/2,1/2,0,A5,41538025
x^5 - x^4 + 11*x^3 + 10*x^2 - 6*x + 1,11,-345/2,264,153,573/2,-183/2,-53/2,1/2,0,A5,72046144
x^5 - x^4 + 15*x^3 - 6*x^2 + x + 1,16,-243/2,93/2,-198,627/2,45/2,-73/2,1/2,0,A5,81090025
x^5 - x^4 + 16*x^3 + 13*x^2 + 5*x + 1,-15/2,-45/2,297/2,426,657/2,-243/2,-39,3/2,0,A5,19847025
x^5 - x^4 + 19*x^3 - 5*x + 1,25,-285/2,315/2,-60,1233/2,-57/2,-93/2,1/2,0,A5,4214809
x^5 - 25*x^3 - 11*x^2 + 7*x + 1,153/2,72,444,525,1665/2,165/2,125/2,1/2,0,A5,3413948041
x^5 - 23*x^3 - 23*x^2 + 6*x + 1,187/2,-69/2,2001/2,1033,1407/2,345/2,115/2,1/2,0,A5,3921514884
x^5 - 23*x^3 - 5*x^2 + 6*x + 1,97/2,255/2,489/2,205,1407/2,75/2,115/2,1/2,0,A5,852406416
x^5 - 18*x^3 + 3*x^2 + 14*x + 1,377/2,198,783/2,-133,276,-45/2,45,1/2,0,A5,2773180921
x^5 - 17*x^3 - 9*x^2 + 4*x + 1,77/2,147/2,447/2,281,747/2,135/2,85/2,1/2,0,A5,183331600
x^5 - 16*x^3 + 11*x^2 + 20*x + 1,745/2,450,1323/2,-377,84,-165/2,40,1/2,0,A5,1999252369
x^5 - 11*x^3 + 23*x^2 - 9*x + 1,47/2,-228,645,-531,633/2,-345/2,55/2,1/2,0,A5,990025
x^5 - 7*x^3 + 14*x^2 + 4*x + 1,-19,273/2,336,-221,27/2,-105,35/2,1/2,0,A5,71893441
x^5 - 3*x^3 - 7*x^2 + 19*x + 1,757/2,-177,159,17,-543/2,105/2,15/2,1/2,0,A5,377486041
x^5 - x^3 + 6*x^2 + 16*x + 1,241,303/2,78,-37,-477/2,-45,5/2,1/2,0,A5,195356529
x^5 + 2*x^3 + 5*x^2 + 2*x + 1,-17/2,0,63/2,-5,-24,-75/2,-5,1/2,1,A5,162409
x^5 + 3*x^3 + 6*x^2 + 2*x + 1,-11,-9/2,45,11,-33/2,-45,-15/2,1/2,0,A5,426409
x^5 + 3*x^3 + 17*x^2 + 7*x + 1,13/2,156,402,77,-183/2,-255/2,-15/2,1/2,0,A5,24078649
x^5 + 5*x^3 + 10*x^2 + 1,-25,-75/2,150,75,75/2,-75,-25/2,25/2,0,A5,15015625
x^5 + 5*x^3 + 19*x^2 + 6*x + 1,-23/2,267/2,993/2,165,-105/2,-285/2,-25/2,1/2,0,A5,84345856
x^5 + 7*x^3 + 5*x^2 + 12*x + 1,263/2,75/2,-177/2,45,-213/2,-75/2,-35/2,1/2,0,A5,27857284
x^5 + 8*x^3 + 5*x^2 - 4*x + 1,7/2,-90,171/2,55,156,-75/2,-20,1/2,0,A5,10259209
x^5 + 10*x^3 - x^2 + 21*x + 1,887/2,-213/2,-627/2,-45,-165,15/2,-25,1/2,0,A5,55741156
x^5 + 10*x^3 - x^2 + 24*x + 1,1157/2,-111,-717/2,-45,-210,15/2,-25,1/2,0,A5,29300569
x^5 + 10*x^3 + 5*x^2 + 1,-25/2,-75,75/2,75,150,-75/2,-25,25/2,0,A5,15015625
x^5 + 13*x^3 + 13*x^2 + 6*x + 1,7/2,39/2,273/2,313,327/2,-195/2,-65/2,1/2,0,A5,2924100
x^5 + 15*x^3 + 15*x^2 + 5*x + 1,-25/2,0,225,425,525/2,-225/2,-75/2,25/2,1,A5,21390625
x^5 + x^4 - 23*x^3 - 25*x^2 + 22*x + 1,1093/2,-1305/2,3363/2,971,501,153,117/2,1/2,0,A5,44102940049
x^5 + x^4 - 23*x^3 - 8*x^2 + 5*x + 1,45,225/2,507/2,308,1461/2,51/2,117/2,1/2,0,A5,814360369
x^5 + x^4 - 23*x^3 + 3*x^2 + 22*x + 1,953/2,543/2,1515/2,-317,459,-57,117/2,1/2,0,A5,29742106681
x^5 + x^4 - 20*x^3 - 23*x^2 + 5*x + 1,165/2,-45/2,1857/2,860,1119/2,285/2,51,1/2,0,A5,2414837881
x^5 + x^4 - 19*x^3 + 17*x^2 + 10*x + 1,115/2,795/2,1407/2,-741,366,-156,97/2,1/2,0,A5,115412049
x^5 + x^4 - 18*x^3 + 22*x^2 + 9*x + 1,26,432,954,-880,318,-192,46,2,0,A5,75759616
x^5 + x^4 - 16*x^3 - 11*x^2 + 3*x + 1,73/2,141/2,477/2,306,711/2,117/2,41,1/2,0,A5,160757041
x^5 + x^4 - 15*x^3 + 19*x^2 + 3*x + 1,-77/2,198,594,-616,264,-165,77/2,11/2,0,A5,146410000
x^5 + x^4 - 12*x^3 - 12*x^2 + 17*x + 1,319,-216,507,144,-21,72,31,1,0,A5,299705344
x^5 + x^4 - 11*x^3 + 25*x^2 - 4*x + 1,-93/2,-135/2,1713/2,-547,204,-204,57/2,1/2,0,A5,565345729
x^5 + x^4 - 8*x^3 + 8*x^2 + x + 1,-19,72,93,-160,69,-72,21,1,0,A5,6390784
