polynomial,term_0,term_1,term_2,term_3,term_4,term_5,term_6,gcd,zero_terms,galois_group,discriminant
x^5 + x^4 - 24*x^3 - 23*x^2 + 3*x + 1,61,273/2,1707/2,1058,1773/2,153/2,133/2,1/2,0,D(5),3471684241
x^5 + x^4 - 23*x^3 - 22*x^2 + 3*x + 1,117/2,261/2,1563/2,966,1629/2,147/2,64,1/2,0,D(5),2699114209
x^5 + x^4 - 23*x^3 + 19*x^2 + 14*x + 1,117/2,-177,555,-997,2019/2,1143/2,297/2,1/2,0,D(5),3333099289
x^5 + x^4 - 22*x^3 - 21*x^2 + 3*x + 1,56,249/2,1425/2,878,1491/2,141/2,123/2,1/2,0,D(5),2075075809
x^5 + x^4 - 21*x^3 - 20*x^2 + 3*x + 1,107/2,237/2,1293/2,794,1359/2,135/2,59,1/2,0,D(5),1575851809
x^5 + x^4 - 20*x^3 - 19*x^2 + 3*x + 1,51,225/2,1167/2,714,1233/2,129/2,113/2,1/2,0,D(5),1180678321
x^5 + x^4 - 19*x^3 - 18*x^2 + 3*x + 1,97/2,213/2,1047/2,638,1113/2,123/2,54,1/2,0,D(5),871489441
x^5 + x^4 - 18*x^3 - 17*x^2 + 3*x + 1,46,201/2,933/2,566,999/2,117/2,103/2,1/2,0,D(5),632673409
x^5 + x^4 - 17*x^3 - 16*x^2 + 3*x + 1,87/2,189/2,825/2,498,891/2,111/2,49,1/2,0,D(5),450840289
x^5 + x^4 - 16*x^3 - 15*x^2 + 3*x + 1,41,177/2,723/2,434,789/2,105/2,93/2,1/2,0,D(5),314601169
x^5 + x^4 - 14*x^3 - 13*x^2 + 3*x + 1,36,153/2,537/2,318,603/2,93/2,83/2,1/2,0,D(5),142110241
x^5 + x^4 - 13*x^3 - 12*x^2 + 3*x + 1,67/2,141/2,453/2,266,519/2,87/2,39,1/2,0,D(5),91259809
x^5 + x^4 - 12*x^3 - 11*x^2 + 3*x + 1,31,129/2,375/2,218,441/2,81/2,73/2,1/2,0,D(5),56445169
x^5 + x^4 - 11*x^3 - 10*x^2 + 3*x + 1,57/2,117/2,303/2,174,369/2,75/2,34,1/2,0,D(5),33373729
x^5 + x^4 - 10*x^3 - 9*x^2 + 3*x + 1,26,105/2,237/2,134,303/2,69/2,63/2,1/2,0,D(5),18671041
x^5 + x^4 - 9*x^3 - 8*x^2 + 3*x + 1,47/2,93/2,177/2,98,243/2,63/2,29,1/2,0,D(5),9740641
x^5 + x^4 - 8*x^3 - 7*x^2 + 3*x + 1,21,81/2,123/2,66,189/2,57/2,53/2,1/2,0,D(5),4635409
x^5 + x^4 - 7*x^3 - 6*x^2 + 3*x + 1,37/2,69/2,75/2,38,141/2,51/2,24,1/2,0,D(5),1940449
x^5 + x^4 - 6*x^3 - 5*x^2 + 3*x + 1,16,57/2,33/2,14,99/2,45/2,43/2,1/2,0,D(5),667489
x^5 + x^4 - 5*x^3 - 5*x^2 + 10*x + 1,27/2,30,-105,-45,195/2,-75/2,225/2,3/2,0,D(5),826281
x^5 + x^4 - 5*x^3 - 4*x^2 + 3*x + 1,27/2,45/2,-3/2,-6,63/2,39/2,19,1/2,0,D(5),160801
x^5 + x^4 - 3*x^3 - 2*x^2 + 3*x + 1,17/2,21/2,-57/2,-34,9/2,27/2,14,1/2,0,D(5),2209
x^5 + x^4 - 3*x^3 + 3*x^2 - 2*x + 1,17/2,-27,39,-29,-21/2,27/2,-7/2,1/2,0,D(5),10609
x^5 + x^4 - 2*x^3 - x^2 + 3*x + 1,6,9/2,-75/2,-42,-9/2,21/2,23/2,1/2,0,D(5),16129
x^5 + x^4 - x^3 + 3*x + 1,7/2,-3/2,-87/2,-46,-21/2,15/2,9,1/2,0,D(5),20449
x^5 + x^4 - x^3 + 11*x^2 - 6*x + 1,7/2,-84,75,-5,315/2,-183/2,17/2,1/2,0,D(5),2798929
x^5 + x^4 + x^2 + 3*x + 1,1,-15/2,-93/2,-46,-27/2,9/2,13/2,1,0,D(5),14161
x^5 + x^4 + 7*x^2 - 5*x + 1,1,-105/2,129/2,10,117/2,-105/2,15/2,1,0,D(5),373321
x^5 + x^4 + 9*x^2 + 13*x + 1,1,-135/2,-417/2,-116,213/2,351/2,293/2,1,0,D(5),4305625
x^5 + x^4 + x^3 + 2*x^2 + 3*x + 1,-3/2,-27/2,-93/2,-42,-27/2,3/2,4,1/2,0,D(5),6241
x^5 + x^4 + x^3 + 5*x^2 + 4*x + 1,-3/2,-36,-66,-43,33/2,45/2,7/2,1/2,0,D(5),20449
x^5 + x^4 + 2*x^3 + 3*x^2 + 3*x + 1,-4,-39/2,-87/2,-34,-21/2,-3/2,3/2,1/2,0,D(5),2209
x^5 + x^4 + 2*x^3 + 17*x^2 + 5*x + 1,-4,-249/2,-189/2,8,807/2,225/2,-35/2,1/2,0,D(5),74183769
x^5 + x^4 + 3*x^3 + 4*x^2 + 3*x + 1,-13/2,-51/2,-75/2,-22,-9/2,-9/2,-1,1,0,D(5),2209
x^5 + x^4 + 3*x^3 + 13*x^2 + 1,-13/2,-93,-6,53,477/2,-45/2,-65/2,1/2,0,D(5),34515625
x^5 + x^4 + 4*x^3 + 3*x^2 + 7*x + 1,-9,-33/2,-171/2,-50,-87/2,3/2,83/2,1/2,0,D(5),693889
x^5 + x^4 + 4*x^3 + 5*x^2 + 3*x + 1,-9,-63/2,-57/2,-6,9/2,-15/2,-7/2,1/2,0,D(5),10609
x^5 + x^4 + 5*x^3 + 5*x^2 + 6*x + 1,-23/2,-30,-60,-17,-45/2,15/2,47/2,1/2,0,D(5),267289
x^5 + x^4 + 5*x^3 + 6*x^2 + 3*x + 1,-23/2,-75/2,-33/2,14,33/2,-21/2,-6,1/2,0,D(5),57121
x^5 + x^4 + 6*x^3 + 7*x^2 + 3*x + 1,-14,-87/2,-3/2,38,63/2,-27/2,-17/2,1/2,0,D(5),229441
x^5 + x^4 + 7*x^3 + 8*x^2 + 3*x + 1,-33/2,-99/2,33/2,66,99/2,-33/2,-11,11/2,0,D(5),717409
x^5 + x^4 + 7*x^3 + 10*x^2 + 5*x + 1,-33/2,-129/2,-33/2,80,165/2,45/2,0,1/2,1,D(5),55225
x^5 + x^4 + 7*x^3 + 15*x^2 + 7*x + 1,-33/2,-102,-54,136,249,105,23/2,1/2,0,D(5),824464
x^5 + x^4 + 8*x^3 + 9*x^2 + 3*x + 1,-19,-111/2,75/2,98,141/2,-39/2,-27/2,1/2,0,D(5),1868689
x^5 + x^4 + 9*x^3 + 19*x + 1,-43/2,27/2,-327/2,-158,-543/2,-135/2,361,1/2,0,D(5),165765625
x^5 + x^4 + 9*x^3 + 10*x^2 + 3*x + 1,-43/2,-123/2,123/2,134,189/2,-45/2,-16,1/2,0,D(5),4255969
x^5 + x^4 + 10*x^3 + 11*x^2 + 3*x + 1,-24,-135/2,177/2,174,243/2,-51/2,-37/2,1/2,0,D(5),8755681
x^5 + x^4 + 11*x^3 - x^2 + 14*x + 1,-53/2,24,-27,-145,-489/2,-207/2,397/2,1/2,0,D(5),293951025
x^5 + x^4 + 11*x^3 + 8*x^2 + 5*x + 1,-53/2,-87/2,189/2,116,-3/2,-45/2,5,1/2,0,D(5),4549689
x^5 + x^4 + 11*x^3 + 12*x^2 + 3*x + 1,-53/2,-147/2,237/2,218,303/2,-57/2,-21,1/2,0,D(5),16638241
x^5 + x^4 + 12*x^3 + 13*x^2 + 3*x + 1,-29,-159/2,303/2,266,369/2,-63/2,-47/2,1/2,0,D(5),29669809
x^5 + x^4 + 13*x^3 + 14*x^2 + 3*x + 1,-63/2,-171/2,375/2,318,441/2,-69/2,-26,1/2,0,D(5),50225569
x^5 + x^4 + 14*x^3 + 15*x^2 + 3*x + 1,-34,-183/2,453/2,374,519/2,-75/2,-57/2,1/2,0,D(5),81414529
x^5 + x^4 + 15*x^3 + 16*x^2 + 3*x + 1,-73/2,-195/2,537/2,434,603/2,-81/2,-31,1/2,0,D(5),127215841
x^5 + x^4 + 16*x^3 + 17*x^2 + 3*x + 1,-39,-207/2,627/2,498,693/2,-87/2,-67/2,1/2,0,D(5),192626641
x^5 + x^4 + 17*x^3 + 18*x^2 + 3*x + 1,-83/2,-219/2,723/2,566,789/2,-93/2,-36,1/2,0,D(5),283821409
x^5 + x^4 + 18*x^3 + 19*x^2 + 3*x + 1,-44,-231/2,825/2,638,891/2,-99/2,-77/2,11/2,0,D(5),408322849
x^5 + x^4 + 19*x^3 + 20*x^2 + 3*x + 1,-93/2,-243/2,933/2,714,999/2,-105/2,-41,1/2,0,D(5),575184289
x^5 + x^4 + 20*x^3 + 21*x^2 + 3*x + 1,-49,-255/2,1047/2,794,1113/2,-111/2,-87/2,1/2,0,D(5),795183601
x^5 + x^4 + 21*x^3 + 22*x^2 + 3*x + 1,-103/2,-267/2,1167/2,878,1233/2,-117/2,-46,1/2,0,D(5),1081028641
x^5 + x^4 + 22*x^3 + 23*x^2 + 3*x + 1,-54,-279/2,1293/2,966,1359/2,-123/2,-97/2,1/2,0,D(5),1447574209
x^5 + x^4 + 23*x^3 + 24*x^2 + 3*x + 1,-113/2,-291/2,1425/2,1058,1491/2,-129/2,-51,1/2,0,D(5),1912050529
x^5 + x^4 + 24*x^3 + 25*x^2 + 3*x + 1,-59,-303/2,1563/2,1154,1629/2,-135/2,-107/2,1/2,0,D(5),2494303249
x^5 + 2*x^4 - 17*x^3 + 7*x^2 + 13*x + 1,93/2,-207/2,435/2,-445,375,264,303/2,1/2,0,D(5),635392849
x^5 + 2*x^4 - 15*x^3 + 6*x^2 + 14*x + 1,83/2,-90,219/2,-401,339,477/2,181,1/2,0,D(5),117223929
x^5 + 2*x^4 - 10*x^3 + 13*x^2 - 6*x + 1,29,-255/2,201,-201,267/2,-42,7/2,1/2,0,D(5),55225
x^5 + 2*x^4 - 7*x^3 - 6*x^2 + 12*x + 1,43/2,24,-177/2,-109,150,-111/2,159,1/2,0,D(5),1447209
x^5 + 2*x^4 - 7*x^3 + 16*x^2 + 1,43/2,-141,51/2,-249,354,105/2,-40,1/2,0,D(5),167055625
x^5 + 2*x^4 - 5*x^3 + 4*x^2 - 2*x + 1,33/2,-45,111/2,-37,-21,51/2,-6,1/2,0,D(5),57121
x^5 + 2*x^4 - 3*x^3 + 1,23/2,-9,27/2,-25,-30,45/2,0,1/2,1,D(5),55225
x^5 + 2*x^4 - 2*x^3 + 19*x^2 - 8*x + 1,9,-297/2,69,11,975/2,-213,33/2,1/2,0,D(5),38775529
x^5 + 2*x^4 - x^3 + 3*x^2 - 3*x + 1,13/2,-51/2,75/2,11,-21,-6,3/2,1/2,0,D(5),56169
x^5 + 2*x^4 + x^3 - 8*x^2 + 20*x + 1,3/2,63,-549/2,-321,36,-495/2,420,3/2,0,D(5),1492817769
x^5 + 2*x^4 + 3*x^3 - x^2 - x + 1,-7/2,33/2,63/2,-17,-24,-21,7/2,1/2,0,D(5),55225
x^5 + 2*x^4 + 3*x^3 + 6*x^2 + 4*x + 1,-7/2,-36,-129/2,-45,6,27/2,1,1,0,D(5),14161
x^5 + 2*x^4 + 5*x^3 + x^2 + 6*x + 1,-17/2,15/2,-111/2,-99,-147/2,-57/2,67/2,1/2,0,D(5),2050624
x^5 + 2*x^4 + 9*x^3 + 10*x^2 + 6*x + 1,-37/2,-48,3/2,71,39,45/2,11,1/2,0,D(5),505521
x^5 + 2*x^4 + 9*x^3 + 24*x^2 + 8*x + 1,-37/2,-153,-141/2,295,726,441/2,4,1/2,0,D(5),76790169
x^5 + 2*x^4 + 15*x^3 - 9*x^2 - x + 1,-67/2,225/2,759/2,-281,114,-99,47/2,1/2,0,D(5),24770529
x^5 + 2*x^4 + 20*x^3 + 3*x^2 - 6*x + 1,-46,75/2,681,179,327/2,-177,57/2,1/2,0,D(5),3629025
x^5 + 3*x^4 - 24*x^3 - 25*x^2 + x + 1,69,159/2,1923/2,1154,1857/2,285/2,127/2,1/2,0,D(5),4419723361
x^5 + 3*x^4 - 23*x^3 - 24*x^2 + x + 1,133/2,153/2,1773/2,1058,1707/2,273/2,61,1/2,0,D(5),3471684241
x^5 + 3*x^4 - 22*x^3 - 23*x^2 + x + 1,64,147/2,1629/2,966,1563/2,261/2,117/2,1/2,0,D(5),2699114209
x^5 + 3*x^4 - 21*x^3 - 22*x^2 + x + 1,123/2,141/2,1491/2,878,1425/2,249/2,56,1/2,0,D(5),2075075809
x^5 + 3*x^4 - 20*x^3 - 21*x^2 + x + 1,59,135/2,1359/2,794,1293/2,237/2,107/2,1/2,0,D(5),1575851809
x^5 + 3*x^4 - 19*x^3 - 20*x^2 + x + 1,113/2,129/2,1233/2,714,1167/2,225/2,51,1/2,0,D(5),1180678321
x^5 + 3*x^4 - 18*x^3 - 19*x^2 + x + 1,54,123/2,1113/2,638,1047/2,213/2,97/2,1/2,0,D(5),871489441
x^5 + 3*x^4 - 17*x^3 - 18*x^2 + x + 1,103/2,117/2,999/2,566,933/2,201/2,46,1/2,0,D(5),632673409
x^5 + 3*x^4 - 16*x^3 - 17*x^2 + x + 1,49,111/2,891/2,498,825/2,189/2,87/2,1/2,0,D(5),450840289
x^5 + 3*x^4 - 15*x^3 - 16*x^2 + x + 1,93/2,105/2,789/2,434,723/2,177/2,41,1/2,0,D(5),314601169
x^5 + 3*x^4 - 13*x^3 - 14*x^2 + x + 1,83/2,93/2,603/2,318,537/2,153/2,36,1/2,0,D(5),142110241
x^5 + 3*x^4 - 13*x^3 - x^2 + 5*x + 1,83/2,-51,183,-104,54,90,55/2,1/2,0,D(5),19114384
x^5 + 3*x^4 - 12*x^3 - 13*x^2 + x + 1,39,87/2,519/2,266,453/2,141/2,67/2,1/2,0,D(5),91259809
x^5 + 3*x^4 - 11*x^3 - 12*x^2 + x + 1,73/2,81/2,441/2,218,375/2,129/2,31,1/2,0,D(5),56445169
x^5 + 3*x^4 - 10*x^3 - 11*x^2 + x + 1,34,75/2,369/2,174,303/2,117/2,57/2,1/2,0,D(5),33373729
x^5 + 3*x^4 - 9*x^3 - 10*x^2 + x + 1,63/2,69/2,303/2,134,237/2,105/2,26,1/2,0,D(5),18671041
x^5 + 3*x^4 - 9*x^3 - 7*x^2 + 14*x + 1,63/2,12,-57,-193,435/2,-159/2,427/2,1/2,0,D(5),38975049
x^5 + 3*x^4 - 8*x^3 - 9*x^2 + x + 1,29,63/2,243/2,98,177/2,93/2,47/2,1/2,0,D(5),9740641
x^5 + 3*x^4 - 7*x^3 - 8*x^2 + x + 1,53/2,57/2,189/2,66,123/2,81/2,21,1/2,0,D(5),4635409
x^5 + 3*x^4 - 7*x^3 + 5*x^2 - 2*x + 1,53/2,-69,81,-53,-57/2,75/2,-17/2,1/2,0,D(5),229441
x^5 + 3*x^4 - 6*x^3 - 7*x^2 + x + 1,24,51/2,141/2,38,75/2,69/2,37/2,1/2,0,D(5),1940449
x^5 + 3*x^4 - 5*x^3 - 6*x^2 + x + 1,43/2,45/2,99/2,14,33/2,57/2,16,1/2,0,D(5),667489
x^5 + 3*x^4 - 5*x^3 + 9*x^2 - 4*x + 1,43/2,-90,57,-31,93/2,-33/2,-13/2,1/2,0,D(5),1306449
x^5 + 3*x^4 - 4*x^3 - 5*x^2 + x + 1,19,39/2,63/2,-6,-3/2,45/2,27/2,1/2,0,D(5),160801
x^5 + 3*x^4 - 2*x^3 - 3*x^2 + x + 1,14,27/2,9/2,-34,-57/2,21/2,17/2,1/2,0,D(5),2209
x^5 + 3*x^4 - x^3 - 2*x^2 + x + 1,23/2,21/2,-9/2,-42,-75/2,9/2,6,1/2,0,D(5),16129
x^5 + 3*x^4 - x^3 + 4*x^2 - 3*x + 1,23/2,-69/2,57/2,30,-51/2,-21/2,-1,1,0,D(5),267289
x^5 + 3*x^4 - x^2 + x + 1,9,15/2,-21/2,-46,-87/2,-3/2,7/2,1/2,0,D(5),20449
x^5 + 3*x^4 + x^3 + x + 1,13/2,9/2,-27/2,-46,-93/2,-15/2,1,1,0,D(5),14161
x^5 + 3*x^4 + 2*x^3 - 11*x^2 + 15*x + 1,4,183/2,-339/2,-384,183/2,-525/2,505/2,1/2,0,D(5),670654609
x^5 + 3*x^4 + 2*x^3 + x^2 + x + 1,4,3/2,-27/2,-42,-93/2,-27/2,-3/2,1/2,0,D(5),6241
x^5 + 3*x^4 + 3*x^3 + 2*x^2 + x + 1,3/2,-3/2,-21/2,-34,-87/2,-39/2,-4,1/2,0,D(5),2209
x^5 + 3*x^4 + 4*x^3 + 3*x^2 + x + 1,-1,-9/2,-9/2,-22,-75/2,-51/2,-13/2,1,0,D(5),2209
x^5 + 3*x^4 + 5*x^3 + 4*x^2 + x + 1,-7/2,-15/2,9/2,-6,-57/2,-63/2,-9,1/2,0,D(5),10609
x^5 + 3*x^4 + 5*x^3 + 7*x^2 + 4*x + 1,-7/2,-30,-54,-39,-3/2,9/2,-3/2,1/2,0,D(5),6241
x^5 + 3*x^4 + 5*x^3 + 8*x^2 + 7*x + 1,-7/2,-75/2,-207/2,-92,-3/2,93/2,29,1/2,0,D(5),55225
x^5 + 3*x^4 + 5*x^3 + 14*x^2 + 3*x + 1,-7/2,-165/2,-141/2,52,453/2,51/2,-26,1/2,0,D(5),18429849
x^5 + 3*x^4 + 6*x^3 + 5*x^2 + x + 1,-6,-21/2,33/2,14,-33/2,-75/2,-23/2,1/2,0,D(5),57121
x^5 + 3*x^4 + 7*x^3 - 17*x^2 + 6*x + 1,-17/2,159,60,-389,651/2,-411/2,157/2,1/2,0,D(5),4549689
x^5 + 3*x^4 + 7*x^3 - x^2 - 3*x + 1,-17/2,39,123,24,-12,-48,23/2,1/2,0,D(5),512656
x^5 + 3*x^4 + 7*x^3 + 6*x^2 + x + 1,-17/2,-27/2,63/2,38,-3/2,-87/2,-14,1/2,0,D(5),229441
x^5 + 3*x^4 + 7*x^3 + 8*x^2 + 9*x + 1,-17/2,-57/2,-195/2,-102,-87/2,111/2,61,1/2,0,D(5),511225
x^5 + 3*x^4 + 8*x^3 - 4*x^2 + 23*x + 1,-11,66,-231,-572,-297,-198,539,11,0,D(5),3838050304
x^5 + 3*x^4 + 8*x^3 + 7*x^2 + x + 1,-11,-33/2,99/2,66,33/2,-99/2,-33/2,11/2,0,D(5),717409
x^5 + 3*x^4 + 9*x^3 + 8*x^2 + x + 1,-27/2,-39/2,141/2,98,75/2,-111/2,-19,1/2,0,D(5),1868689
x^5 + 3*x^4 + 10*x^3 + 9*x^2 + x + 1,-16,-45/2,189/2,134,123/2,-123/2,-43/2,1/2,0,D(5),4255969
x^5 + 3*x^4 + 11*x^3 + 10*x^2 + x + 1,-37/2,-51/2,243/2,174,177/2,-135/2,-24,1/2,0,D(5),8755681
x^5 + 3*x^4 + 11*x^3 + 11*x^2 - 2*x + 1,-37/2,-33,162,259,339/2,-231/2,-47/2,1/2,0,D(5),29214025
x^5 + 3*x^4 + 11*x^3 + 13*x^2 + 18*x + 1,-37/2,-48,-147,-117,-177/2,537/2,583/2,1/2,0,D(5),1857769
x^5 + 3*x^4 + 12*x^3 + 11*x^2 + x + 1,-21,-57/2,303/2,218,237/2,-147/2,-53/2,1/2,0,D(5),16638241
x^5 + 3*x^4 + 13*x^3 + 12*x^2 + x + 1,-47/2,-63/2,369/2,266,303/2,-159/2,-29,1/2,0,D(5),29669809
x^5 + 3*x^4 + 14*x^3 + 5*x^2 + 3*x + 1,-26,51/2,453/2,52,-141/2,-165/2,-7/2,1/2,0,D(5),18429849
x^5 + 3*x^4 + 14*x^3 + 13*x^2 + x + 1,-26,-69/2,441/2,318,375/2,-171/2,-63/2,1/2,0,D(5),50225569
x^5 + 3*x^4 + 15*x^3 + 14*x^2 + x + 1,-57/2,-75/2,519/2,374,453/2,-183/2,-34,1/2,0,D(5),81414529
x^5 + 3*x^4 + 16*x^3 + 15*x^2 + x + 1,-31,-81/2,603/2,434,537/2,-195/2,-73/2,1/2,0,D(5),127215841
x^5 + 3*x^4 + 17*x^3 + 16*x^2 + x + 1,-67/2,-87/2,693/2,498,627/2,-207/2,-39,1/2,0,D(5),192626641
x^5 + 3*x^4 + 17*x^3 + 17*x^2 + 19*x + 1,-67/2,-51,72,154,-96,357,637/2,1/2,0,D(5),1269639424
x^5 + 3*x^4 + 18*x^3 + 17*x^2 + x + 1,-36,-93/2,789/2,566,723/2,-219/2,-83/2,1/2,0,D(5),283821409
x^5 + 3*x^4 + 19*x^3 + 5*x^2 - 4*x + 1,-77/2,48,579,249,213/2,-345/2,7/2,1/2,0,D(5),253605625
x^5 + 3*x^4 + 19*x^3 + 18*x^2 + x + 1,-77/2,-99/2,891/2,638,825/2,-231/2,-44,11/2,0,D(5),408322849
x^5 + 3*x^4 + 20*x^3 + 19*x^2 + x + 1,-41,-105/2,999/2,714,933/2,-243/2,-93/2,1/2,0,D(5),575184289
x^5 + 3*x^4 + 21*x^3 + 20*x^2 + x + 1,-87/2,-111/2,1113/2,794,1047/2,-255/2,-49,1/2,0,D(5),795183601
x^5 + 3*x^4 + 22*x^3 + 21*x^2 + x + 1,-46,-117/2,1233/2,878,1167/2,-267/2,-103/2,1/2,0,D(5),1081028641
x^5 + 3*x^4 + 23*x^3 + 22*x^2 + x + 1,-97/2,-123/2,1359/2,966,1293/2,-279/2,-54,1/2,0,D(5),1447574209
x^5 + 3*x^4 + 24*x^3 + 23*x^2 + x + 1,-51,-129/2,1491/2,1058,1425/2,-291/2,-113/2,1/2,0,D(5),1912050529
x^5 + 3*x^4 + 25*x^3 + 9*x^2 - 5*x + 1,-107/2,45,972,530,264,-255,5/2,1/2,0,D(5),1269639424
x^5 + 3*x^4 + 25*x^3 + 24*x^2 + x + 1,-107/2,-135/2,1629/2,1154,1563/2,-303/2,-59,1/2,0,D(5),2494303249
x^5 + 4*x^4 - 24*x^3 + 9*x^2 + 16*x + 1,76,-423/2,570,-905,1275/2,396,467/2,1/2,0,D(5),6280087009
x^5 + 4*x^4 - 11*x^3 - 17*x^2 + 17*x + 1,87/2,123/2,57/2,-127,654,-351,663/2,1/2,0,D(5),2820141025
x^5 + 4*x^4 - 11*x^3 - 8*x^2 + 16*x + 1,87/2,-6,-21/2,-297,300,-219/2,276,3/2,0,D(5),247212729
x^5 + 4*x^4 - 9*x^3 + 6*x^2 - 2*x + 1,77/2,-99,231/2,-77,-33,99/2,-11,11/2,0,D(5),717409
x^5 + 4*x^4 - 8*x^3 - 25*x^2 - 12*x + 1,36,279/2,426,711,1467/2,510,413/2,1/2,0,D(5),142110241
x^5 + 4*x^4 - 8*x^3 - 13*x^2 + 18*x + 1,36,99/2,-96,-321,819/2,-291,713/2,1/2,0,D(5),46471489
x^5 + 4*x^4 - 7*x^3 - 23*x^2 - 11*x + 1,67/2,261/2,753/2,605,618,432,357/2,1/2,0,D(5),91259809
x^5 + 4*x^4 - 6*x^3 - 21*x^2 - 10*x + 1,31,243/2,330,507,1023/2,360,305/2,1/2,0,D(5),56445169
x^5 + 4*x^4 - 5*x^3 - 19*x^2 - 9*x + 1,57/2,225/2,573/2,417,414,294,257/2,1/2,0,D(5),33373729
x^5 + 4*x^4 - 4*x^3 - 17*x^2 - 8*x + 1,26,207/2,246,335,651/2,234,213/2,1/2,0,D(5),18671041
x^5 + 4*x^4 - 3*x^3 - 17*x^2 + 22*x + 1,47/2,219/2,-429/2,-539,945/2,-1077/2,1053/2,1/2,0,D(5),615436864
x^5 + 4*x^4 - 3*x^3 - 15*x^2 - 7*x + 1,47/2,189/2,417/2,261,246,180,173/2,1/2,0,D(5),9740641
x^5 + 4*x^4 - 3*x^3 + 7*x^2 - 2*x + 1,47/2,-141/2,3/2,-11,9/2,3/2,-27/2,1/2,0,D(5),1098304
x^5 + 4*x^4 - 2*x^3 - 13*x^2 - 6*x + 1,21,171/2,174,195,351/2,132,137/2,1/2,0,D(5),4635409
x^5 + 4*x^4 - 2*x^3 + x^2 - 2*x + 1,21,-39/2,30,27,-129/2,12,3/2,3/2,0,D(5),227529
x^5 + 4*x^4 - x^3 - 11*x^2 - 5*x + 1,37/2,153/2,285/2,137,114,90,105/2,1/2,0,D(5),1940449
x^5 + 4*x^4 - 9*x^2 - 4*x + 1,16,135/2,114,87,123/2,54,77/2,1/2,0,D(5),667489
x^5 + 4*x^4 + 7*x^2 - 2*x + 1,16,-105/2,-12,31,27/2,-21,-27/2,1/2,0,D(5),2474329
x^5 + 4*x^4 + x^3 - 7*x^2 - 3*x + 1,27/2,117/2,177/2,45,18,24,53/2,1/2,0,D(5),160801
x^5 + 4*x^4 + x^3 + 4*x^2 - 4*x + 1,27/2,-24,75/2,95,-30,-63/2,6,1/2,0,D(5),693889
x^5 + 4*x^4 + 3*x^3 - 3*x^2 - x + 1,17/2,81/2,93/2,-15,-42,-18,17/2,1/2,0,D(5),2209
x^5 + 4*x^4 + 4*x^3 - x^2 + 1,6,63/2,30,-33,-117/2,-30,5/2,1/2,0,D(5),16129
x^5 + 4*x^4 + 4*x^3 + 5*x^2 + 12*x + 1,6,-27/2,-186,-321,-189/2,60,263/2,1/2,0,D(5),1803649
x^5 + 4*x^4 + 5*x^3 - 6*x^2 + 6*x + 1,7/2,75,-33/2,-253,-51,-183/2,51,1/2,0,D(5),34515625
x^5 + 4*x^4 + 5*x^3 + x^2 + x + 1,7/2,45/2,33/2,-43,-66,-36,-3/2,1/2,0,D(5),20449
x^5 + 4*x^4 + 6*x^3 + 3*x^2 + 2*x + 1,1,27/2,6,-45,-129/2,-36,-7/2,1,0,D(5),14161
x^5 + 4*x^4 + 7*x^3 + 5*x^2 + 3*x + 1,-3/2,9/2,-3/2,-39,-54,-30,-7/2,1/2,0,D(5),6241
x^5 + 4*x^4 + 7*x^3 + 8*x^2 + 4*x + 1,-3/2,-18,-69/2,-25,-6,-9/2,-4,1/2,0,D(5),2209
x^5 + 4*x^4 + 8*x^3 + 5*x^2 - 2*x + 1,-4,21/2,96,111,3/2,-75,-17/2,1/2,0,D(5),505521
x^5 + 4*x^4 + 8*x^3 + 7*x^2 + 4*x + 1,-4,-9/2,-6,-25,-69/2,-18,-3/2,1/2,0,D(5),2209
x^5 + 4*x^4 + 9*x^3 + 9*x^2 + 5*x + 1,-13/2,-27/2,-15/2,-3,-6,0,5/2,1/2,1,D(5),2209
x^5 + 4*x^4 + 9*x^3 + 16*x^2 + 18*x + 1,-13/2,-66,-489/2,-241,81,729/2,284,1/2,0,D(5),34000561
x^5 + 4*x^4 + 10*x^3 + 11*x^2 + 6*x + 1,-9,-45/2,-6,27,63/2,24,17/2,1/2,0,D(5),10609
x^5 + 4*x^4 + 10*x^3 + 19*x^2 + 8*x + 1,-9,-165/2,-84,131,723/2,153,33/2,1/2,0,D(5),797449
x^5 + 4*x^4 + 11*x^3 + 13*x^2 + 7*x + 1,-23/2,-63/2,-3/2,65,78,54,33/2,1/2,0,D(5),57121
x^5 + 4*x^4 + 12*x^3 + 15*x^2 + 8*x + 1,-14,-81/2,6,111,267/2,90,53/2,1/2,0,D(5),229441
x^5 + 4*x^4 + 13*x^3 + 15*x^2 + 7*x + 1,-33/2,-69/2,117/2,169,141,60,23/2,1/2,0,D(5),55225
x^5 + 4*x^4 + 13*x^3 + 17*x^2 + 9*x + 1,-33/2,-99/2,33/2,165,198,132,77/2,11/2,0,D(5),717409
x^5 + 4*x^4 + 13*x^3 + 23*x^2 + 22*x + 1,-33/2,-189/2,-429/2,-43,609/2,1323/2,853/2,1/2,0,D(5),70291456
x^5 + 4*x^4 + 14*x^3 + 19*x^2 + 10*x + 1,-19,-117/2,30,227,543/2,180,105/2,1/2,0,D(5),1868689
x^5 + 4*x^4 + 14*x^3 + 21*x^2 + 24*x + 1,-19,-147/2,-192,-109,195/2,651,1047/2,1/2,0,D(5),12780625
x^5 + 4*x^4 + 15*x^3 + 21*x^2 + 11*x + 1,-43/2,-135/2,93/2,297,354,234,137/2,1/2,0,D(5),4255969
