polynomial,term_0,term_1,term_2,term_3,term_4,term_5,term_6,gcd,zero_terms,galois_group,discriminant
x^5 + 4*x^4 + 16*x^3 - 7*x^2 - 2*x + 1,-24,297/2,456,-193,123/2,-99,43/2,1/2,0,D(5),34000561
x^5 + 4*x^4 + 16*x^3 + 23*x^2 + 12*x + 1,-24,-153/2,66,375,891/2,294,173/2,1/2,0,D(5),8755681
x^5 + 4*x^4 + 17*x^3 + 25*x^2 + 13*x + 1,-53/2,-171/2,177/2,461,546,360,213/2,1/2,0,D(5),16638241
x^5 + 4*x^4 + 18*x^3 - 11*x^2 + 1,-29,381/2,552,-421,243/2,-135,55/2,1/2,0,D(5),167055625
x^5 + 5*x^4 - 15*x^3 + 17*x^2 - 7*x + 1,125/2,-240,315,-290,201,-66,13/2,1/2,0,D(5),512656
x^5 + 5*x^4 - 13*x^3 - 9*x^2 + 18*x + 1,115/2,-30,51,-421,795/2,-291/2,693/2,1/2,0,D(5),988662249
x^5 + 5*x^4 - 11*x^3 + 7*x^2 - 2*x + 1,105/2,-135,159,-109,-69/2,123/2,-27/2,1/2,0,D(5),1868689
x^5 + 5*x^4 - 7*x^3 + 8*x^2 - 3*x + 1,85/2,-225/2,117/2,-32,-21/2,33/2,-11,1/2,0,D(5),373321
x^5 + 5*x^4 - 3*x^3 - 11*x^2 + 6*x + 1,65/2,60,6,-169,267/2,-153/2,127/2,1/2,0,D(5),13024881
x^5 + 5*x^4 - x^3 - 13*x^2 + 3*x + 1,55/2,90,54,-104,183,-51,83/2,1/2,0,D(5),19114384
x^5 + 5*x^4 - 23*x^2 - 15*x + 1,25,345/2,795/2,500,1437/2,1035/2,565/2,1/2,0,D(5),13024881
x^5 + 5*x^4 + 3*x^2 - x + 1,25,-45/2,-15/2,10,-123/2,-9/2,-13/2,1/2,0,D(5),505521
x^5 + 5*x^4 + 3*x^3 - x^2 - x + 1,35/2,30,36,4,-69,-21,7/2,1/2,0,D(5),274576
x^5 + 5*x^4 + 5*x^3 + 7*x^2 + 1,25/2,-15,-15,45,-3/2,-75/2,-35/2,1/2,0,D(5),1713481
x^5 + 5*x^4 + 8*x^3 + 11*x^2 + x + 1,5,-45/2,-3/2,116,189/2,-87/2,-53/2,1/2,0,D(5),4549689
x^5 + 5*x^4 + 9*x^3 + 9*x^2 + 4*x + 1,5/2,0,-6,-3,-15/2,-27/2,-13/2,1/2,1,D(5),2209
x^5 + 5*x^4 + 9*x^3 + 9*x^2 + 9*x + 1,5/2,0,-81,-178,-75,54,117/2,1/2,1,D(5),824464
x^5 + 5*x^4 + 10*x^3 + 7*x^2 + x + 1,0,45/2,165/2,80,-33/2,-129/2,-33/2,1/2,1,D(5),55225
x^5 + 5*x^4 + 12*x^3 + 15*x^2 + 11*x + 1,-5,-45/2,-123/2,-50,129/2,315/2,167/2,1/2,0,D(5),145161
x^5 + 5*x^4 + 17*x^3 + 2*x^2 + x + 1,-35/2,225/2,807/2,8,-189/2,-249/2,-4,1/2,0,D(5),74183769
x^5 + 6*x^4 - 24*x^3 + 9*x^2 + 14*x + 1,96,-567/2,573,-1045,1071/2,369,347/2,1/2,0,D(5),817674025
x^5 + 6*x^4 - 17*x^3 + 7*x^2 + 3*x + 1,157/2,-411/2,651/2,-389,60,159,-17/2,1/2,0,D(5),4549689
x^5 + 6*x^4 - 15*x^3 - 10*x^2 + 20*x + 1,147/2,-60,255/2,-565,510,-375/2,425,1/2,0,D(5),3079251081
x^5 + 6*x^4 - 13*x^3 + 8*x^2 - 2*x + 1,137/2,-177,423/2,-149,-33,147/2,-16,1/2,0,D(5),4255969
x^5 + 6*x^4 - 11*x^3 - 3*x^2 + 5*x + 1,127/2,-153/2,267/2,-169,6,60,65/2,1/2,0,D(5),13024881
x^5 + 6*x^4 - 6*x^3 + 5*x^2 + 4*x + 1,51,-183/2,-51,-253,-33/2,75,7/2,1/2,0,D(5),34515625
x^5 + 6*x^4 - 3*x^3 - x^2 - x + 1,87/2,-39/2,75/2,23,-93,24,7/2,1/2,0,D(5),915849
x^5 + 6*x^4 + x^3 + 5*x^2 + 2*x + 1,67/2,-57/2,-147/2,-99,-111/2,15/2,-17/2,1/2,0,D(5),2050624
x^5 + 6*x^4 + 5*x^3 + 5*x^2 - 5*x + 1,47/2,15/2,135/2,235,-15,-75,25/2,1/2,0,D(5),3455881
x^5 + 6*x^4 + 5*x^3 + 5*x^2 + x + 1,47/2,15/2,-45/2,-17,-60,-30,-23/2,1/2,0,D(5),267289
x^5 + 6*x^4 + 8*x^3 - x^2 + 8*x + 1,16,159/2,-15,-377,-369/2,-72,133/2,1/2,0,D(5),2122849
x^5 + 6*x^4 + 10*x^3 + 9*x^2 + 2*x + 1,11,45/2,39,71,3/2,-48,-37/2,1/2,0,D(5),505521
x^5 + 6*x^4 + 11*x^3 - 11*x^2 + 1,17/2,363/2,561/2,-267,183/2,-165/2,55/2,1/2,0,D(5),1098304
x^5 + 6*x^4 + 11*x^3 + 5*x^2 - x + 1,17/2,123/2,303/2,127,-36,-90,-23/2,1/2,0,D(5),2209
x^5 + 6*x^4 + 11*x^3 + 10*x^2 + 4*x + 1,17/2,24,63/2,27,-6,-45/2,-9,1/2,0,D(5),10609
x^5 + 6*x^4 + 15*x^3 + 15*x^2 - x + 1,-3/2,45/2,435/2,467,270,-135,-73/2,1/2,0,D(5),4092529
x^5 + 6*x^4 + 19*x^3 - x^2 - x + 1,-23/2,357/2,1131/2,-21,-60,-141,7/2,1/2,0,D(5),147744025
x^5 + 6*x^4 + 19*x^3 + 20*x^2 + 8*x + 1,-23/2,21,483/2,399,282,195/2,14,1/2,0,D(5),2209
x^5 + 6*x^4 + 25*x^3 - 8*x^2 + 1,-53/2,285,2019/2,-425,6,-375/2,20,1/2,0,D(5),935809281
x^5 + 7*x^4 - 17*x^3 - 11*x^2 + 22*x + 1,183/2,-96,219,-729,1275/2,-471/2,1023/2,3/2,0,D(5),8143799049
x^5 + 7*x^4 - 15*x^3 + 9*x^2 - 2*x + 1,173/2,-225,273,-197,-57/2,171/2,-37/2,1/2,0,D(5),8755681
x^5 + 7*x^4 - 7*x^3 - 23*x^2 + 19*x + 1,133/2,99,30,-634,888,-603,837/2,1/2,0,D(5),4089858304
x^5 + 7*x^4 - x^3 - x^2 - 2*x + 1,103/2,-3,42,75,-213/2,21/2,13/2,1/2,0,D(5),859329
x^5 + 7*x^4 - x^3 + 19*x^2 - 2*x + 1,103/2,-153,-168,35,867/2,-99/2,-87/2,1/2,0,D(5),824666089
x^5 + 7*x^4 + 3*x^3 - 3*x^2 - 2*x + 1,83/2,54,75,55,-165/2,-27/2,23/2,1/2,0,D(5),305809
x^5 + 7*x^4 + 3*x^3 + 4*x^2 + x + 1,83/2,3/2,-87/2,-50,-171/2,-33/2,-9,1/2,0,D(5),693889
x^5 + 7*x^4 + 7*x^3 - 25*x^2 + 12*x + 1,63/2,261,156,-963,1413/2,-1005/2,413/2,1/2,0,D(5),165765625
x^5 + 7*x^4 + 8*x^3 + 5*x^2 + 3*x + 1,29,93/2,-3/2,-92,-207/2,-75/2,-7/2,1/2,0,D(5),55225
x^5 + 7*x^4 + 9*x^3 - 11*x^2 - 8*x + 1,53/2,177,357,169,369/2,129/2,183/2,1/2,0,D(5),32706961
x^5 + 7*x^4 + 11*x^3 + 8*x^2 - x + 1,43/2,111/2,225/2,200,15/2,-189/2,-19,1/2,0,D(5),7733961
x^5 + 7*x^4 + 13*x^3 + 11*x^2 + 4*x + 1,33/2,54,78,65,-3/2,-63/2,-23/2,1/2,0,D(5),57121
x^5 + 7*x^4 + 15*x^3 + 6*x^2 - 5*x + 1,23/2,225/2,699/2,400,123/2,-315/2,10,1/2,0,D(5),265225
x^5 + 7*x^4 + 15*x^3 + 7*x^2 + x + 1,23/2,105,249,136,-54,-102,-33/2,1/2,0,D(5),824464
x^5 + 7*x^4 + 15*x^3 + 13*x^2 + 4*x + 1,23/2,60,141,169,117/2,-69/2,-33/2,1/2,0,D(5),55225
x^5 + 7*x^4 + 19*x^3 + 24*x^2 + 13*x + 1,3/2,39/2,189/2,250,777/2,651/2,109,1/2,0,D(5),2209
x^5 + 7*x^4 + 20*x^3 - x^2 - x + 1,-1,435/2,1251/2,-16,-147/2,-297/2,7/2,1,0,D(5),140493609
x^5 + 8*x^4 - 21*x^3 - 21*x^2 + 16*x + 1,233/2,-189/2,1347/2,-39,2091/2,-693/2,617/2,1/2,0,D(5),69135340096
x^5 + 8*x^4 - 19*x^3 - 12*x^2 + 24*x + 1,223/2,-138,651/2,-913,780,-579/2,606,1/2,0,D(5),19144319769
x^5 + 8*x^4 - 18*x^3 + 15*x^2 - 6*x + 1,109,-657/2,396,-229,111/2,0,-3/2,1/2,1,D(5),2209
x^5 + 8*x^4 - 17*x^3 + 10*x^2 - 2*x + 1,213/2,-279,687/2,-253,-21,195/2,-21,1/2,0,D(5),16638241
x^5 + 8*x^4 - 16*x^3 + 15*x^2 - 6*x + 1,104,-609/2,294,-169,147/2,-15,-3/2,1/2,0,D(5),859329
x^5 + 8*x^4 - 13*x^3 - 13*x^2 + 1,193/2,-117/2,819/2,313,267/2,195/2,65/2,1/2,0,D(5),76457536
x^5 + 8*x^4 - 7*x^3 - 22*x^2 - 8*x + 1,163/2,81,915/2,731,522,633/2,119,1/2,0,D(5),117223929
x^5 + 8*x^4 - 4*x^3 - 3*x^2 + 1,74,-51/2,60,-1,-213/2,30,15/2,1,0,D(5),1734489
x^5 + 8*x^4 - x^3 + 8*x^2 + 6*x + 1,133/2,-72,-369/2,-377,-15,159/2,16,1/2,0,D(5),2122849
x^5 + 8*x^4 + 11*x^3 + 6*x^2 - 6*x + 1,73/2,87,399/2,443,33,-273/2,21,1/2,0,D(5),7112889
x^5 + 8*x^4 + 15*x^3 + 12*x^2 + 4*x + 1,53/2,90,267/2,111,6,-81/2,-14,1/2,0,D(5),229441
x^5 + 8*x^4 + 19*x^3 + 10*x^2 + 4*x + 1,33/2,153,723/2,131,-84,-165/2,-9,1/2,0,D(5),797449
x^5 + 8*x^4 + 20*x^3 + 19*x^2 + 6*x + 1,14,195/2,282,399,483/2,21,-23/2,1/2,0,D(5),2209
x^5 + 8*x^4 + 23*x^3 + 21*x^2 - 7*x + 1,13/2,237/2,1293/2,1333,783,-393,-7/2,1/2,0,D(5),3713329
x^5 + 8*x^4 + 24*x^3 + 9*x^2 + 2*x + 1,4,441/2,726,295,-141/2,-153,-37/2,1/2,0,D(5),76790169
x^5 + 9*x^4 - 19*x^3 + 11*x^2 - 2*x + 1,257/2,-339,423,-317,-21/2,219/2,-47/2,1/2,0,D(5),29669809
x^5 + 9*x^4 + 8*x^3 + 7*x^2 + 3*x + 1,61,111/2,-87/2,-102,-195/2,-57/2,-17/2,1/2,0,D(5),511225
x^5 + 9*x^4 + 9*x^3 + 9*x^2 + 5*x + 1,117/2,54,-75,-178,-81,0,5/2,1/2,1,D(5),824464
x^5 + 9*x^4 + 14*x^3 + 5*x^2 - 3*x + 1,46,303/2,543/2,304,-69/2,-255/2,-7/2,1/2,0,D(5),18429849
x^5 + 9*x^4 + 17*x^3 + 13*x^2 + 4*x + 1,77/2,132,198,165,33/2,-99/2,-33/2,11/2,0,D(5),717409
x^5 + 9*x^4 + 23*x^3 - 4*x^2 - 3*x + 1,47/2,681/2,1785/2,-20,-15/2,-309/2,19,1/2,0,D(5),66928761
x^5 + 9*x^4 + 25*x^3 + 17*x^2 - 7*x + 1,37/2,210,813,1266,561,-366,13/2,1/2,0,D(5),1926544
x^5 + 10*x^4 - 21*x^3 + 12*x^2 - 2*x + 1,305/2,-405,1023/2,-389,3,243/2,-26,1/2,0,D(5),50225569
x^5 + 10*x^4 - 11*x^3 + 17*x^2 - 2*x + 1,255/2,-585/2,-87/2,-259,501/2,63/2,-77/2,1/2,0,D(5),953080384
x^5 + 10*x^4 - 7*x^3 - 25*x^2 + x + 1,235/2,165/2,867/2,255,798,15,127/2,1/2,0,D(5),6890162049
x^5 + 10*x^4 - 5*x^3 - 5*x^2 + x + 1,225/2,-75/2,195/2,-45,-105,30,27/2,3/2,0,D(5),826281
x^5 + 10*x^4 + 9*x^3 + 4*x^2 + 1,155/2,105,123/2,47,-126,-135/2,-10,1/2,0,D(5),19936225
x^5 + 10*x^4 + 12*x^3 - 9*x^2 - 2*x + 1,70,495/2,381,-101,15/2,-63,53/2,1/2,0,D(5),27175369
x^5 + 10*x^4 + 19*x^3 + 7*x^2 - 7*x + 1,105/2,465/2,1083/2,731,123,-216,63/2,1/2,0,D(5),2122849
x^5 + 10*x^4 + 19*x^3 + 14*x^2 + 4*x + 1,105/2,180,543/2,227,30,-117/2,-19,1/2,0,D(5),1868689
x^5 + 11*x^4 - 23*x^3 + 13*x^2 - 2*x + 1,357/2,-477,609,-469,39/2,267/2,-57/2,1/2,0,D(5),81414529
x^5 + 11*x^4 + 6*x^3 + 3*x^2 - 5*x + 1,106,153/2,159/2,396,-213/2,-135/2,35/2,1/2,0,D(5),7491169
x^5 + 11*x^4 + 15*x^3 + 12*x^2 + 5*x + 1,167/2,315/2,129/2,-50,-123/2,-45/2,-5,1/2,0,D(5),145161
x^5 + 11*x^4 + 17*x^3 + 2*x^2 - 5*x + 1,157/2,531/2,951/2,428,-63/2,-285/2,20,1/2,0,D(5),4549689
x^5 + 11*x^4 + 21*x^3 + 15*x^2 + 4*x + 1,137/2,234,354,297,93/2,-135/2,-43/2,1/2,0,D(5),4255969
x^5 + 11*x^4 + 25*x^3 + 4*x^2 - 17*x + 1,117/2,765/2,2253/2,1484,993/2,-579/2,279,1/2,0,D(5),672105625
x^5 + 12*x^4 - 25*x^3 + 7*x^2 + 7*x + 1,413/2,-1005/2,1413/2,-963,156,261,63/2,1/2,0,D(5),165765625
x^5 + 12*x^4 - 25*x^3 + 14*x^2 - 2*x + 1,413/2,-555,1431/2,-557,39,291/2,-31,1/2,0,D(5),127215841
x^5 + 12*x^4 - 16*x^3 + 7*x^2 + 1,184,-681/2,258,-249,-213/2,120,-35/2,1/2,0,D(5),253605625
x^5 + 12*x^4 - 6*x^3 - 7*x^2 + 2*x + 1,159,-111/2,150,-109,-177/2,24,43/2,1/2,0,D(5),1447209
x^5 + 12*x^4 + 9*x^2 - 4*x + 1,144,-135/2,-102,311,-117/2,-54,-13/2,1/2,0,D(5),233325625
x^5 + 12*x^4 + 5*x^3 + 4*x^2 + 4*x + 1,263/2,60,-189/2,-321,-186,-27/2,6,1/2,0,D(5),1803649
x^5 + 12*x^4 + 13*x^3 + 5*x^2 - 3*x + 1,223/2,393/2,417/2,357,-84,-120,-7/2,1/2,0,D(5),200533921
x^5 + 12*x^4 + 23*x^3 + 16*x^2 + 4*x + 1,173/2,294,891/2,375,66,-153/2,-24,1/2,0,D(5),8755681
x^5 + 13*x^4 - 23*x^3 + 17*x^2 - 6*x + 1,453/2,-576,552,-261,63/2,39/2,-13/2,1/2,0,D(5),305809
x^5 + 13*x^4 + 7*x^3 - 17*x^2 + 2*x + 1,303/2,264,375,-445,435/2,-207/2,93/2,1/2,0,D(5),635392849
x^5 + 13*x^4 + 7*x^3 + 10*x^2 - x + 1,303/2,123/2,-213/2,206,-69/2,-135/2,-24,1/2,0,D(5),299393809
x^5 + 13*x^4 + 9*x^3 + x + 1,293/2,351/2,213/2,-116,-417/2,-135/2,1,1,0,D(5),4305625
x^5 + 13*x^4 + 20*x^3 - x^2 - 7*x + 1,119,795/2,1449/2,572,33/2,-279/2,103/2,1/2,0,D(5),117223929
x^5 + 13*x^4 + 24*x^3 + 19*x^2 + 7*x + 1,109,651/2,777/2,250,189/2,39/2,3/2,1/2,0,D(5),2209
x^5 + 13*x^4 + 25*x^3 - 17*x^2 - 2*x + 1,213/2,615,1299,-693,627/2,-273/2,93/2,3/2,0,D(5),1187560521
x^5 + 13*x^4 + 25*x^3 + 17*x^2 + 4*x + 1,213/2,360,546,461,177/2,-171/2,-53/2,1/2,0,D(5),16638241
x^5 + 14*x^4 - 7*x^3 - 9*x^2 + 3*x + 1,427/2,-159/2,435/2,-193,-57,12,63/2,1/2,0,D(5),38975049
x^5 + 14*x^4 - x^3 + 11*x^2 + x + 1,397/2,-207/2,-489/2,-145,-27,24,-53/2,1/2,0,D(5),293951025
x^5 + 14*x^4 + 5*x^3 - 4*x + 1,367/2,105,195/2,367,-180,-75/2,16,1/2,0,D(5),16507969
x^5 + 14*x^4 + 6*x^3 - 15*x^2 + 2*x + 1,181,477/2,339,-401,219/2,-90,83/2,1/2,0,D(5),117223929
x^5 + 14*x^4 + 9*x^3 - 24*x^2 + 6*x + 1,347/2,369,1071/2,-1045,573,-567/2,96,1/2,0,D(5),817674025
x^5 + 14*x^4 + 9*x^3 + 24*x^2 - 4*x + 1,347/2,9,-645/2,799,708,-423/2,-44,1/2,0,D(5),12720456225
x^5 + 14*x^4 + 18*x^3 - 5*x^2 - 6*x + 1,151,831/2,681,383,-21/2,-90,97/2,1/2,0,D(5),350775441
x^5 + 14*x^4 + 19*x^3 - 23*x^2 + x + 1,297/2,1143/2,2019/2,-997,555,-177,117/2,1/2,0,D(5),3333099289
x^5 + 15*x^4 - 11*x^3 + 2*x^2 + 3*x + 1,505/2,-525/2,183/2,-384,-339/2,183/2,4,1/2,0,D(5),670654609
x^5 + 15*x^4 + x^3 + 15*x^2 - 8*x + 1,445/2,-90,-216,845,249/2,-375/2,53/2,1/2,0,D(5),61858225
x^5 + 15*x^4 + 5*x^3 + 5*x^2 + 1,425/2,75,-75,25,-375/2,-75/2,-25/2,25/2,0,D(5),102515625
x^5 + 15*x^4 + 23*x^3 - 4*x^2 - 9*x + 1,335/2,1095/2,2037/2,736,219/2,-237/2,91,1/2,0,D(5),1963110249
x^5 + 16*x^4 - 22*x^3 + 17*x^2 - 6*x + 1,311,-1311/2,408,-101,-9/2,12,-13/2,1/2,0,D(5),9653449
x^5 + 16*x^4 - 21*x^3 - 21*x^2 + 8*x + 1,617/2,-693/2,2091/2,-39,1347/2,-189/2,233/2,1/2,0,D(5),69135340096
x^5 + 16*x^4 - 8*x^3 - 11*x^2 + 4*x + 1,276,-219/2,300,-297,-21/2,-6,87/2,3/2,0,D(5),247212729
x^5 + 16*x^4 + 9*x^3 - 24*x^2 + 4*x + 1,467/2,396,1275/2,-905,570,-423/2,76,1/2,0,D(5),6280087009
x^5 + 16*x^4 + 25*x^3 + 5*x^2 - 5*x + 1,387/2,1125/2,1785/2,785,-15,-225,25/2,1/2,0,D(5),141395881
x^5 + 17*x^4 - 17*x^3 - 11*x^2 + 4*x + 1,663/2,-351,654,-127,57/2,123/2,87/2,1/2,0,D(5),2820141025
x^5 + 17*x^4 + 24*x^3 - x^2 - 7*x + 1,229,1239/2,1989/2,760,-3/2,-339/2,103/2,1/2,0,D(5),240963529
x^5 + 18*x^4 - 19*x^3 + 7*x^2 - 3*x + 1,743/2,-1131/2,795/2,87,-282,111,-17/2,1/2,0,D(5),1380625
x^5 + 18*x^4 - 13*x^3 - 8*x^2 + 4*x + 1,713/2,-291,819/2,-321,-96,99/2,36,1/2,0,D(5),46471489
x^5 + 18*x^4 - 9*x^3 - 13*x^2 + 5*x + 1,693/2,-291/2,795/2,-421,51,-30,115/2,1/2,0,D(5),988662249
x^5 + 18*x^4 - 5*x^3 + 4*x^2 + 1,673/2,-165,-141/2,-65,-246,75/2,-10,1/2,0,D(5),411156729
x^5 + 18*x^4 + 13*x^3 + 11*x^2 + 3*x + 1,583/2,537/2,-177/2,-117,-147,-48,-37/2,1/2,0,D(5),1857769
x^5 + 18*x^4 + 16*x^3 + 9*x^2 + 4*x + 1,284,729/2,81,-241,-489/2,-66,-13/2,1/2,0,D(5),34000561
x^5 + 19*x^4 - 23*x^3 - 7*x^2 + 7*x + 1,837/2,-603,888,-634,30,99,133/2,1/2,0,D(5),4089858304
x^5 + 19*x^4 + 9*x^2 + x + 1,361,-135/2,-543/2,-158,-327/2,27/2,-43/2,1/2,0,D(5),165765625
x^5 + 19*x^4 + 10*x^3 - 5*x^2 - x + 1,336,645/2,615/2,8,-465/2,-135/2,27/2,1/2,0,D(5),8970025
x^5 + 19*x^4 + 12*x^3 + 21*x^2 - 7*x + 1,331,369/2,-555/2,1410,1005/2,-621/2,-7/2,1/2,0,D(5),21867015625
x^5 + 19*x^4 + 17*x^3 + 17*x^2 + 3*x + 1,637/2,357,-96,154,72,-51,-67/2,1/2,0,D(5),1269639424
x^5 + 20*x^4 - 10*x^3 - 15*x^2 + 6*x + 1,425,-375/2,510,-565,255/2,-60,147/2,1/2,0,D(5),3079251081
x^5 + 20*x^4 - 8*x^3 + x^2 + 2*x + 1,420,-495/2,36,-321,-549/2,63,3/2,3/2,0,D(5),1492817769
x^5 + 21*x^4 + 2*x^3 + 10*x^2 - 3*x + 1,436,-12,-264,456,-156,-60,-16,4,0,D(5),2316304384
x^5 + 21*x^4 + 15*x^3 - 15*x^2 - 4*x + 1,807/2,585,870,113,225/2,-45/2,107/2,1/2,0,D(5),8640260209
x^5 + 22*x^4 - 17*x^3 - 3*x^2 + 4*x + 1,1053/2,-1077/2,945/2,-539,-429/2,219/2,47/2,1/2,0,D(5),615436864
x^5 + 22*x^4 - 11*x^3 - 17*x^2 + 7*x + 1,1023/2,-471/2,1275/2,-729,219,-96,183/2,3/2,0,D(5),8143799049
x^5 + 22*x^4 + 23*x^3 + 13*x^2 + 4*x + 1,853/2,1323/2,609/2,-43,-429/2,-189/2,-33/2,1/2,0,D(5),70291456
x^5 + 23*x^4 - 7*x^3 + 12*x^2 - x + 1,1093/2,-663/2,-651/2,-32,-279/2,69/2,-29,1/2,0,D(5),466862449
x^5 + 23*x^4 - 4*x^3 + 8*x^2 + 3*x + 1,539,-198,-297,-572,-231,66,-11,11,0,D(5),3838050304
x^5 + 23*x^4 + 15*x^3 + 3*x^2 - 6*x + 1,983/2,495,324,1031,-393/2,-279/2,57/2,1/2,0,D(5),192959881
x^5 + 24*x^4 - 12*x^3 - 19*x^2 + 8*x + 1,606,-579/2,780,-913,651/2,-138,223/2,1/2,0,D(5),19144319769
x^5 + 24*x^4 + 21*x^3 + 14*x^2 + 4*x + 1,1047/2,651,195/2,-109,-192,-147/2,-19,1/2,0,D(5),12780625
x^5 + 25*x^4 + 11*x^3 - 10*x^2 - 3*x + 1,1195/2,975/2,1203/2,280,-351/2,-75/2,34,1/2,0,D(5),16687225
