polynomial,polynomial_reconstructed,factors,term_0,term_1,term_2,term_3,term_4,gcd,zero_terms,galois_group,discriminant
x^5 - 11*x^4 + 23*x^3 - 10*x^2 - 5*x + 1,(3577)*x^4 + (-9297)*x^3 + (4745)*x^2 + (1809)*x^1 + (-344),(3577) * (x^4 - 9297/3577*x^3 + 65/49*x^2 + 1809/3577*x - 344/3577),3577,-9297,4745,1809,-344,1,0,D(5),13024881
x^5 - 10*x^4 - 21*x^3 - 6*x^2 + 4*x + 1,(22564)*x^4 + (41007)*x^3 + (11030)*x^2 + (-7571)*x^1 + (-1854),(22564) * (x^4 + 41007/22564*x^3 + 5515/11282*x^2 - 7571/22564*x - 927/11282),22564,41007,11030,-7571,-1854,1,0,D(5),56445169
x^5 - 10*x^4 + 5*x^3 + 15*x^2 - 9*x + 1,(6835)*x^4 + (-5255)*x^3 + (-8970)*x^2 + (5860)*x^1 + (-644),(6835) * (x^4 - 1051/1367*x^3 - 1794/1367*x^2 + 1172/1367*x - 644/6835),6835,-5255,-8970,5860,-644,1,0,D(5),151068681
x^5 - 10*x^4 + 17*x^3 + 6*x^2 - 12*x + 1,(2476)*x^4 + (-5681)*x^3 + (-450)*x^2 + (3007)*x^1 + (-146),(2476) * (x^4 - 5681/2476*x^3 - 225/1238*x^2 + 3007/2476*x - 73/1238),2476,-5681,-450,3007,-146,1,0,D(5),623151369
x^5 - 10*x^4 + 19*x^3 - 8*x^2 - 2*x + 1,(2454)*x^4 + (-5749)*x^3 + (2808)*x^2 + (429)*x^1 + (-276),(2454) * (x^4 - 5749/2454*x^3 + 468/409*x^2 + 143/818*x - 46/409),2454,-5749,2808,429,-276,1,0,D(5),1940449
x^5 - 9*x^4 - 19*x^3 - 5*x^2 + 4*x + 1,(15910)*x^4 + (28619)*x^3 + (7025)*x^2 + (-5818)*x^1 + (-1422),(15910) * (x^4 + 28619/15910*x^3 + 1405/3182*x^2 - 2909/7955*x - 711/7955),15910,28619,7025,-5818,-1422,1,0,D(5),33373729
x^5 - 9*x^4 - 4*x^3 + 23*x^2 + 15*x + 1,(6778)*x^4 + (1445)*x^3 + (-16458)*x^2 + (-10051)*x^1 + (-533),(6778) * (x^4 + 1445/6778*x^3 - 8229/3389*x^2 - 10051/6778*x - 533/6778),6778,1445,-16458,-10051,-533,1,0,D(5),1963110249
x^5 - 9*x^4 + 15*x^3 + 5*x^2 - 10*x + 1,(1266)*x^4 + (-2995)*x^3 + (75)*x^2 + (1284)*x^1 + (-64),(1266) * (x^4 - 2995/1266*x^3 + 25/422*x^2 + 214/211*x - 32/633),1266,-2995,75,1284,-64,1,0,D(5),151068681
x^5 - 9*x^4 + 17*x^3 - 7*x^2 - 2*x + 1,(1240)*x^4 + (-3001)*x^3 + (1523)*x^2 + (194)*x^1 + (-148),(1240) * (x^4 - 3001/1240*x^3 + 1523/1240*x^2 + 97/620*x - 37/310),1240,-3001,1523,194,-148,1,0,D(5),667489
x^5 - 9*x^4 + 17*x^3 + 5*x^2 - 13*x + 1,(757)*x^4 + (-2218)*x^3 + (607)*x^2 + (770)*x^1 + (77),(757) * (x^4 - 2218/757*x^3 + 607/757*x^2 + 770/757*x + 77/757),757,-2218,607,770,77,1,0,D(5),305830144
x^5 - 9*x^4 + 19*x^3 - x^2 - 7*x + 1,(469)*x^4 + (-1468)*x^3 + (623)*x^2 + (202)*x^1 + (-1),(469) * (x^4 - 1468/469*x^3 + 89/67*x^2 + 202/469*x - 1/469),469,-1468,623,202,-1,1,0,D(5),32672656
x^5 - 9*x^4 + 19*x^3 + 8*x^2 - 3*x + 1,(-77)*x^4 + (107)*x^3 + (537)*x^2 + (-257)*x^1 + (4),(-77) * (x^4 - 107/77*x^3 - 537/77*x^2 + 257/77*x - 4/77),-77,107,537,-257,4,1,0,D(5),16507969
x^5 - 8*x^4 - 22*x^3 - 7*x^2 + 8*x + 1,(13288)*x^4 + (29471)*x^3 + (8385)*x^2 + (-10186)*x^1 + (-1187),(13288) * (x^4 + 29471/13288*x^3 + 8385/13288*x^2 - 463/604*x - 1187/13288),13288,29471,8385,-10186,-1187,1,0,D(5),117223929
x^5 - 8*x^4 - 17*x^3 - 4*x^2 + 4*x + 1,(10824)*x^4 + (19223)*x^3 + (4164)*x^2 + (-4347)*x^1 + (-1060),(10824) * (x^4 + 19223/10824*x^3 + 347/902*x^2 - 1449/3608*x - 265/2706),10824,19223,4164,-4347,-1060,1,0,D(5),18671041
x^5 - 8*x^4 - 11*x^3 + 9*x^2 + 7*x + 1,(7563)*x^4 + (8107)*x^3 + (-7452)*x^2 + (-5490)*x^1 + (-770),(7563) * (x^4 + 8107/7563*x^3 - 2484/2521*x^2 - 1830/2521*x - 770/7563),7563,8107,-7452,-5490,-770,1,0,D(5),32706961
x^5 - 8*x^4 + 4*x^3 + 13*x^2 - 8*x + 1,(2376)*x^4 + (-2217)*x^3 + (-2871)*x^2 + (2052)*x^1 + (-255),(2376) * (x^4 - 739/792*x^3 - 29/24*x^2 + 19/22*x - 85/792),2376,-2217,-2871,2052,-255,3,0,D(5),24235929
x^5 - 8*x^4 + 13*x^3 + 4*x^2 - 8*x + 1,(540)*x^4 + (-1353)*x^3 + (288)*x^2 + (351)*x^1 + (-12),(540) * (x^4 - 451/180*x^3 + 8/15*x^2 + 13/20*x - 1/45),540,-1353,288,351,-12,3,0,D(5),24235929
x^5 - 8*x^4 + 15*x^3 - 6*x^2 - 2*x + 1,(514)*x^4 + (-1313)*x^3 + (734)*x^2 + (33)*x^1 + (-58),(514) * (x^4 - 1313/514*x^3 + 367/257*x^2 + 33/514*x - 29/257),514,-1313,734,33,-58,1,0,D(5),160801
x^5 - 8*x^4 + 15*x^3 + x^2 + 15*x + 1,(-77)*x^4 + (451)*x^3 + (-638)*x^2 + (-484)*x^1 + (198),(-77) * (x^4 - 41/7*x^3 + 58/7*x^2 + 44/7*x - 18/7),-77,451,-638,-484,198,11,0,D(5),61858225
x^5 - 8*x^4 + 18*x^3 - 3*x^2 - 2*x + 1,(-194)*x^4 + (559)*x^3 + (101)*x^2 + (-228)*x^1 + (53),(-194) * (x^4 - 559/194*x^3 - 101/194*x^2 + 114/97*x - 53/194),-194,559,101,-228,53,1,0,D(5),4986289
x^5 - 8*x^4 + 19*x^3 - 2*x^2 + 2*x + 1,(-474)*x^4 + (1583)*x^3 + (-126)*x^2 + (-3)*x^1 + (90),(-474) * (x^4 - 1583/474*x^3 + 21/79*x^2 + 1/158*x - 15/79),-474,1583,-126,-3,90,1,0,D(5),38775529
x^5 - 7*x^4 - 15*x^3 - 3*x^2 + 4*x + 1,(7042)*x^4 + (12303)*x^3 + (2219)*x^2 + (-3134)*x^1 + (-762),(7042) * (x^4 + 12303/7042*x^3 + 317/1006*x^2 - 1567/3521*x - 381/3521),7042,12303,2219,-3134,-762,1,0,D(5),9740641
x^5 - 7*x^4 - x^3 + 19*x^2 - 9*x + 1,(1987)*x^4 + (-1254)*x^3 + (-3245)*x^2 + (1756)*x^1 + (-195),(1987) * (x^4 - 1254/1987*x^3 - 3245/1987*x^2 + 1756/1987*x - 195/1987),1987,-1254,-3245,1756,-195,1,0,D(5),32672656
x^5 - 7*x^4 - x^3 + 20*x^2 + 13*x + 1,(1615)*x^4 + (-237)*x^3 + (-4365)*x^2 + (-2527)*x^1 + (-102),(1615) * (x^4 - 237/1615*x^3 - 873/323*x^2 - 133/85*x - 6/95),1615,-237,-4365,-2527,-102,1,0,D(5),117223929
x^5 - 7*x^4 - x^3 + 24*x^2 + 17*x + 1,(1387)*x^4 + (-285)*x^3 + (-4465)*x^2 + (-2679)*x^1 + (38),(1387) * (x^4 - 15/73*x^3 - 235/73*x^2 - 141/73*x + 2/73),1387,-285,-4465,-2679,38,19,0,D(5),240963529
x^5 - 7*x^4 + 7*x^3 + 19*x^2 + 10*x + 1,(-66)*x^4 + (101)*x^3 + (141)*x^2 + (156)*x^1 + (48),(-66) * (x^4 - 101/66*x^3 - 47/22*x^2 - 26/11*x - 8/11),-66,101,141,156,48,1,0,D(5),2122849
x^5 - 7*x^4 + 11*x^3 + 3*x^2 - 6*x + 1,(154)*x^4 + (-455)*x^3 + (309)*x^2 + (-56)*x^1 + (16),(154) * (x^4 - 65/22*x^3 + 309/154*x^2 - 4/11*x + 8/77),154,-455,309,-56,16,1,0,D(5),1447209
x^5 - 7*x^4 + 12*x^3 + 3*x^2 - x + 1,(-74)*x^4 + (127)*x^3 + (202)*x^2 + (-129)*x^1 + (9),(-74) * (x^4 - 127/74*x^3 - 101/37*x^2 + 129/74*x - 9/74),-74,127,202,-129,9,1,0,D(5),2387025
x^5 - 7*x^4 + 17*x^3 - 15*x^2 + 5*x + 1,(-53)*x^4 + (156)*x^3 + (-25)*x^2 + (-144)*x^1 + (83),(-53) * (x^4 - 156/53*x^3 + 25/53*x^2 + 144/53*x - 83/53),-53,156,-25,-144,83,1,0,D(5),512656
x^5 - 7*x^4 + 17*x^3 + 25*x^2 + 9*x + 1,(-1793)*x^4 + (6552)*x^3 + (8767)*x^2 + (3088)*x^1 + (339),(-1793) * (x^4 - 6552/1793*x^3 - 797/163*x^2 - 3088/1793*x - 339/1793),-1793,6552,8767,3088,339,1,0,D(5),1926544
x^5 - 7*x^4 + 21*x^3 + 12*x^2 + 19*x + 1,(-1769)*x^4 + (8487)*x^3 + (3809)*x^2 + (6553)*x^1 + (666),(-1769) * (x^4 - 8487/1769*x^3 - 3809/1769*x^2 - 6553/1769*x - 666/1769),-1769,8487,3809,6553,666,1,0,D(5),21867015625
x^5 - 7*x^4 + 21*x^3 + 23*x^2 + 8*x + 1,(-2066)*x^4 + (10181)*x^3 + (10277)*x^2 + (3462)*x^1 + (424),(-2066) * (x^4 - 10181/2066*x^3 - 10277/2066*x^2 - 1731/1033*x - 212/1033),-2066,10181,10277,3462,424,1,0,D(5),3713329
x^5 - 6*x^4 - 13*x^3 - 2*x^2 + 4*x + 1,(4324)*x^4 + (7391)*x^3 + (986)*x^2 + (-2155)*x^1 + (-522),(4324) * (x^4 + 7391/4324*x^3 + 493/2162*x^2 - 2155/4324*x - 261/2162),4324,7391,986,-2155,-522,1,0,D(5),4635409
x^5 - 6*x^4 - 5*x^3 + 18*x^2 + 14*x + 1,(1438)*x^4 + (515)*x^3 + (-3616)*x^2 + (-2447)*x^1 + (-50),(1438) * (x^4 + 515/1438*x^3 - 1808/719*x^2 - 2447/1438*x - 25/719),1438,515,-3616,-2447,-50,1,0,D(5),350775441
x^5 - 6*x^4 + 3*x^3 + 11*x^2 - 7*x + 1,(501)*x^4 + (-751)*x^3 + (-174)*x^2 + (264)*x^1 + (-40),(501) * (x^4 - 751/501*x^3 - 58/167*x^2 + 88/167*x - 40/501),501,-751,-174,264,-40,1,0,D(5),1447209
x^5 - 6*x^4 + 3*x^3 + 15*x^2 + 23*x + 1,(-93)*x^4 + (509)*x^3 + (-804)*x^2 + (-258)*x^1 + (460),(-93) * (x^4 - 509/93*x^3 + 268/31*x^2 + 86/31*x - 460/93),-93,509,-804,-258,460,1,0,D(5),192959881
x^5 - 6*x^4 + 3*x^3 + 20*x^2 + 2*x + 1,(42)*x^4 + (-373)*x^3 + (744)*x^2 + (21)*x^1 + (-40),(42) * (x^4 - 373/42*x^3 + 124/7*x^2 + 1/2*x - 20/21),42,-373,744,21,-40,1,0,D(5),3629025
x^5 - 6*x^4 + 5*x^3 + 14*x^2 - 2*x + 1,(22)*x^4 + (-253)*x^3 + (572)*x^2 + (-121)*x^1 + (-22),(22) * (x^4 - 23/2*x^3 + 26*x^2 - 11/2*x - 1),22,-253,572,-121,-22,11,0,D(5),2474329
x^5 - 6*x^4 + 6*x^3 + 11*x^2 + 8*x + 1,(-156)*x^4 + (275)*x^3 + (147)*x^2 + (150)*x^1 + (47),(-156) * (x^4 - 275/156*x^3 - 49/52*x^2 - 25/26*x - 47/156),-156,275,147,150,47,1,0,D(5),7112889
x^5 - 6*x^4 + 7*x^3 + 8*x^2 - 4*x + 1,(4)*x^4 + (-145)*x^3 + (398)*x^2 + (-167)*x^1 + (8),(4) * (x^4 - 145/4*x^3 + 199/2*x^2 - 167/4*x + 2),4,-145,398,-167,8,1,0,D(5),693889
x^5 - 6*x^4 + 9*x^3 + 2*x^2 - 4*x + 1,(-12)*x^4 + (-49)*x^3 + (234)*x^2 + (-153)*x^1 + (26),(-12) * (x^4 + 49/12*x^3 - 39/2*x^2 + 51/4*x - 13/6),-12,-49,234,-153,26,1,0,D(5),56169
x^5 - 6*x^4 + 11*x^3 - 4*x^2 - 2*x + 1,(-26)*x^4 + (35)*x^3 + (92)*x^2 + (-115)*x^1 + (32),(-26) * (x^4 - 35/26*x^3 - 46/13*x^2 + 115/26*x - 16/13),-26,35,92,-115,32,1,0,D(5),2209
x^5 - 6*x^4 + 11*x^3 - x^2 + x + 1,(-179)*x^4 + (449)*x^3 + (26)*x^2 + (-52)*x^1 + (44),(-179) * (x^4 - 449/179*x^3 - 26/179*x^2 + 52/179*x - 44/179),-179,449,26,-52,44,1,0,D(5),2798929
x^5 - 6*x^4 + 13*x^3 - 10*x^2 + 2*x + 1,(-38)*x^4 + (107)*x^3 + (-16)*x^2 + (-89)*x^1 + (50),(-38) * (x^4 - 107/38*x^3 + 8/19*x^2 + 89/38*x - 25/19),-38,107,-16,-89,50,1,0,D(5),55225
x^5 - 6*x^4 + 15*x^3 - 18*x^2 + 8*x + 1,(24)*x^4 + (-121)*x^3 + (246)*x^2 + (-255)*x^1 + (118),(24) * (x^4 - 121/24*x^3 + 41/4*x^2 - 85/8*x + 59/12),24,-121,246,-255,118,1,0,D(5),2209
x^5 - 6*x^4 + 15*x^3 - 16*x^2 + 8*x + 1,(-48)*x^4 + (167)*x^3 + (-78)*x^2 + (-111)*x^1 + (128),(-48) * (x^4 - 167/48*x^3 + 13/8*x^2 + 37/16*x - 8/3),-48,167,-78,-111,128,1,0,D(5),859329
x^5 - 6*x^4 + 17*x^3 - 23*x^2 + 13*x + 1,(25)*x^4 + (-79)*x^3 + (188)*x^2 + (-316)*x^1 + (246),(25) * (x^4 - 79/25*x^3 + 188/25*x^2 - 316/25*x + 246/25),25,-79,188,-316,246,1,0,D(5),305809
x^5 - 6*x^4 + 17*x^3 - 22*x^2 + 16*x + 1,(-56)*x^4 + (215)*x^3 + (-82)*x^2 + (-217)*x^1 + (338),(-56) * (x^4 - 215/56*x^3 + 41/28*x^2 + 31/8*x - 169/28),-56,215,-82,-217,338,1,0,D(5),9653449
x^5 - 5*x^4 - 11*x^3 - x^2 + 4*x + 1,(2454)*x^4 + (4067)*x^3 + (285)*x^2 + (-1386)*x^1 + (-334),(2454) * (x^4 + 4067/2454*x^3 + 95/818*x^2 - 231/409*x - 167/1227),2454,4067,285,-1386,-334,1,0,D(5),1940449
x^5 - 5*x^4 - 10*x^3 + 23*x^2 - 11*x + 1,(1750)*x^4 + (-495)*x^3 + (-2254)*x^2 + (1323)*x^1 + (-89),(1750) * (x^4 - 99/350*x^3 - 161/125*x^2 + 189/250*x - 89/1750),1750,-495,-2254,1323,-89,1,0,D(5),13024881
x^5 - 5*x^4 + 2*x^3 + 17*x^2 + 11*x + 1,(-284)*x^4 + (173)*x^3 + (978)*x^2 + (713)*x^1 + (121),(-284) * (x^4 - 173/284*x^3 - 489/142*x^2 - 713/284*x - 121/284),-284,173,978,713,121,1,0,D(5),4549689
x^5 - 5*x^4 + 3*x^3 + 6*x^2 + 11*x + 1,(-59)*x^4 + (231)*x^3 + (-233)*x^2 + (-161)*x^1 + (86),(-59) * (x^4 - 231/59*x^3 + 233/59*x^2 + 161/59*x - 86/59),-59,231,-233,-161,86,1,0,D(5),7491169
x^5 - 5*x^4 + 5*x^3 + 5*x^2 + 6*x + 1,(-140)*x^4 + (235)*x^3 + (55)*x^2 + (70)*x^1 + (36),(-140) * (x^4 - 47/28*x^3 - 11/28*x^2 - 1/2*x - 9/35),-140,235,55,70,36,1,0,D(5),3455881
x^5 - 5*x^4 + 5*x^3 + 25*x^2 + 16*x + 1,(-890)*x^4 + (1285)*x^3 + (4755)*x^2 + (3150)*x^1 + (356),(-890) * (x^4 - 257/178*x^3 - 951/178*x^2 - 315/89*x - 2/5),-890,1285,4755,3150,356,1,0,D(5),141395881
x^5 - 5*x^4 + 6*x^3 + 15*x^2 + 7*x + 1,(-536)*x^4 + (895)*x^3 + (1892)*x^2 + (855)*x^1 + (119),(-536) * (x^4 - 895/536*x^3 - 473/134*x^2 - 855/536*x - 119/536),-536,895,1892,855,119,1,0,D(5),265225
x^5 - 5*x^4 + 7*x^3 + x + 1,(-69)*x^4 + (115)*x^3 + (57)*x^2 + (-45)*x^1 + (16),(-69) * (x^4 - 5/3*x^3 - 19/23*x^2 + 15/23*x - 16/69),-69,115,57,-45,16,1,0,D(5),373321
x^5 - 5*x^4 + 7*x^3 + x^2 - 2*x + 1,(-54)*x^4 + (69)*x^3 + (135)*x^2 + (-108)*x^1 + (24),(-54) * (x^4 - 23/18*x^3 - 5/2*x^2 + 2*x - 4/9),-54,69,135,-108,24,3,0,D(5),227529
x^5 - 5*x^4 + 7*x^3 + 12*x^2 - 5*x + 1,(-339)*x^4 + (613)*x^3 + (1641)*x^2 + (-675)*x^1 + (100),(-339) * (x^4 - 613/339*x^3 - 547/113*x^2 + 225/113*x - 100/339),-339,613,1641,-675,100,1,0,D(5),45171841
x^5 - 5*x^4 + 9*x^3 - 3*x^2 - 2*x + 1,(-56)*x^4 + (151)*x^3 + (23)*x^2 + (-126)*x^1 + (44),(-56) * (x^4 - 151/56*x^3 - 23/56*x^2 + 9/4*x - 11/14),-56,151,23,-126,44,1,0,D(5),16129
x^5 - 5*x^4 + 9*x^3 + 25*x^2 + 3*x + 1,(-971)*x^4 + (2650)*x^3 + (7027)*x^2 + (770)*x^1 + (189),(-971) * (x^4 - 2650/971*x^3 - 7027/971*x^2 - 770/971*x - 189/971),-971,2650,7027,770,189,1,0,D(5),1269639424
x^5 - 5*x^4 + 12*x^3 + 7*x^2 - 5*x + 1,(-434)*x^4 + (2013)*x^3 + (1386)*x^2 + (-975)*x^1 + (175),(-434) * (x^4 - 2013/434*x^3 - 99/31*x^2 + 975/434*x - 25/62),-434,2013,1386,-975,175,1,0,D(5),45171841
x^5 - 4*x^4 - 15*x^3 + 15*x^2 + 21*x + 1,(1681)*x^4 + (2183)*x^3 + (-3126)*x^2 + (-3490)*x^1 + (212),(1681) * (x^4 + 2183/1681*x^3 - 3126/1681*x^2 - 3490/1681*x + 212/1681),1681,2183,-3126,-3490,212,1,0,D(5),8640260209
x^5 - 4*x^4 - 9*x^3 + 4*x + 1,(1240)*x^4 + (1959)*x^3 + (-40)*x^2 + (-803)*x^1 + (-192),(1240) * (x^4 + 1959/1240*x^3 - 1/31*x^2 - 803/1240*x - 24/155),1240,1959,-40,-803,-192,1,0,D(5),667489
x^5 - 4*x^4 + 5*x^2 + 14*x + 1,(-74)*x^4 + (287)*x^3 + (-259)*x^2 + (-282)*x^1 + (157),(-74) * (x^4 - 287/74*x^3 + 7/2*x^2 + 141/37*x - 157/74),-74,287,-259,-282,157,1,0,D(5),16507969
x^5 - 4*x^4 + 2*x^3 + 9*x^2 - 6*x + 1,(-14)*x^4 + (-185)*x^3 + (585)*x^2 + (-320)*x^1 + (49),(-14) * (x^4 + 185/14*x^3 - 585/14*x^2 + 160/7*x - 7/2),-14,-185,585,-320,49,1,0,D(5),56169
x^5 - 4*x^4 + 4*x^3 + x^2 + 4*x + 1,(-84)*x^4 + (119)*x^3 + (21)*x^2 + (0)*x^1 + (21),(-84) * (x^4 - 17/12*x^3 - 1/4*x^2 - 1/4),-84,119,21,0,21,7,1,D(5),693889
x^5 - 4*x^4 + 5*x^3 + 1,(-44)*x^4 + (55)*x^3 + (60)*x^2 + (-41)*x^1 + (16),(-44) * (x^4 - 5/4*x^3 - 15/11*x^2 + 41/44*x - 4/11),-44,55,60,-41,16,1,0,D(5),95481
x^5 - 4*x^4 + 5*x^3 + 19*x^2 + 3*x + 1,(-545)*x^4 + (975)*x^3 + (3580)*x^2 + (520)*x^1 + (120),(-545) * (x^4 - 195/109*x^3 - 716/109*x^2 - 104/109*x - 24/109),-545,975,3580,520,120,5,0,D(5),253605625
x^5 - 4*x^4 + 7*x^3 - 2*x^2 - 2*x + 1,(-30)*x^4 + (119)*x^3 + (18)*x^2 + (-111)*x^1 + (42),(-30) * (x^4 - 119/30*x^3 - 3/5*x^2 + 37/10*x - 7/5),-30,119,18,-111,42,1,0,D(5),20449
x^5 - 4*x^4 + 8*x^3 + 7*x^2 - 6*x + 1,(-206)*x^4 + (879)*x^3 + (997)*x^2 + (-818)*x^1 + (135),(-206) * (x^4 - 879/206*x^3 - 997/206*x^2 + 409/103*x - 135/206),-206,879,997,-818,135,1,0,D(5),693889
x^5 - 4*x^4 + 9*x^3 - 5*x^2 + 3*x + 1,(-65)*x^4 + (319)*x^3 + (-136)*x^2 + (44)*x^1 + (64),(-65) * (x^4 - 319/65*x^3 + 136/65*x^2 - 44/65*x - 64/65),-65,319,-136,44,64,1,0,D(5),1306449
x^5 - 4*x^4 + 9*x^3 + 12*x + 1,(-320)*x^4 + (1031)*x^3 + (-24)*x^2 + (899)*x^1 + (224),(-320) * (x^4 - 1031/320*x^3 + 3/40*x^2 - 899/320*x - 7/10),-320,1031,-24,899,224,1,0,D(5),233325625
x^5 - 4*x^4 + 24*x^3 + 9*x^2 + 14*x + 1,(214)*x^4 + (10495)*x^3 + (3781)*x^2 + (5478)*x^1 + (561),(214) * (x^4 + 10495/214*x^3 + 3781/214*x^2 + 2739/107*x + 561/214),214,10495,3781,5478,561,1,0,D(5),12720456225
x^5 - 3*x^4 - 10*x^3 + 11*x^2 + 25*x + 1,(358)*x^4 + (551)*x^3 + (-958)*x^2 + (-1159)*x^1 + (533),(358) * (x^4 + 551/358*x^3 - 479/179*x^2 - 1159/358*x + 533/358),358,551,-958,-1159,533,1,0,D(5),16687225
x^5 - 3*x^4 - 7*x^3 + x^2 + 4*x + 1,(514)*x^4 + (743)*x^3 + (-121)*x^2 + (-382)*x^1 + (-90),(514) * (x^4 + 743/514*x^3 - 121/514*x^2 - 191/257*x - 45/257),514,743,-121,-382,-90,1,0,D(5),160801
x^5 - 3*x^4 - 4*x^3 + 23*x^2 + 9*x + 1,(-224)*x^4 + (-847)*x^3 + (2964)*x^2 + (1199)*x^1 + (121),(-224) * (x^4 + 121/32*x^3 - 741/56*x^2 - 1199/224*x - 121/224),-224,-847,2964,1199,121,1,0,D(5),66928761
x^5 - 3*x^4 - x^3 + 7*x^2 + 3*x + 1,(-41)*x^4 + (-70)*x^3 + (183)*x^2 + (68)*x^1 + (5),(-41) * (x^4 + 70/41*x^3 - 183/41*x^2 - 68/41*x - 5/41),-41,-70,183,68,5,1,0,D(5),512656
x^5 - 3*x^4 + 3*x^3 - x^2 + 2*x + 1,(-30)*x^4 + (17)*x^3 + (33)*x^2 + (-24)*x^1 + (8),(-30) * (x^4 - 17/30*x^3 - 11/10*x^2 + 4/5*x - 4/15),-30,17,33,-24,8,1,0,D(5),56169
x^5 - 3*x^4 + 3*x^3 + 3*x^2 - x + 1,(-57)*x^4 + (62)*x^3 + (159)*x^2 + (-60)*x^1 + (25),(-57) * (x^4 - 62/57*x^3 - 53/19*x^2 + 20/19*x - 25/57),-57,62,159,-60,25,1,0,D(5),274576
x^5 - 3*x^4 + 4*x^3 - x^2 + 3*x + 1,(-62)*x^4 + (83)*x^3 + (18)*x^2 + (7)*x^1 + (25),(-62) * (x^4 - 83/62*x^3 - 9/31*x^2 - 7/62*x - 25/62),-62,83,18,7,25,1,0,D(5),267289
x^5 - 3*x^4 + 5*x^3 - x^2 - 2*x + 1,(4)*x^4 + (47)*x^3 + (29)*x^2 + (-82)*x^1 + (32),(4) * (x + 2) * (x^3 + 39/4*x^2 - 49/4*x + 4),4,47,29,-82,32,1,0,D(5),14161
x^5 - 3*x^4 + 5*x^3 + 13*x^2 + 12*x + 1,(-458)*x^4 + (1055)*x^3 + (1947)*x^2 + (1766)*x^1 + (242),(-458) * (x^4 - 1055/458*x^3 - 1947/458*x^2 - 883/229*x - 121/229),-458,1055,1947,1766,242,1,0,D(5),200533921
x^5 - 3*x^4 + 5*x^3 + 14*x^2 + 9*x + 1,(-431)*x^4 + (1043)*x^3 + (2235)*x^2 + (1397)*x^1 + (184),(-431) * (x^4 - 1043/431*x^3 - 2235/431*x^2 - 1397/431*x - 184/431),-431,1043,2235,1397,184,1,0,D(5),18429849
x^5 - 3*x^4 + 7*x^3 - 19*x^2 + 18*x + 1,(34)*x^4 + (-673)*x^3 + (2175)*x^2 + (-2096)*x^1 + (286),(34) * (x^4 - 673/34*x^3 + 2175/34*x^2 - 1048/17*x + 143/17),34,-673,2175,-2096,286,1,0,D(5),1380625
x^5 - 3*x^4 + 8*x^3 - 7*x^2 + 5*x + 1,(28)*x^4 + (23)*x^3 + (-2)*x^2 + (-19)*x^1 + (59),(28) * (x^4 + 23/28*x^3 - 1/14*x^2 - 19/28*x + 59/28),28,23,-2,-19,59,1,0,D(5),373321
x^5 - 3*x^4 + 8*x^3 + 19*x^2 - 9*x + 1,(-230)*x^4 + (1991)*x^3 + (4614)*x^2 + (-2209)*x^1 + (245),(-230) * (x^4 - 1991/230*x^3 - 2307/115*x^2 + 2209/230*x - 49/46),-230,1991,4614,-2209,245,1,0,D(5),16507969
x^5 - 3*x^4 + 10*x^3 + 2*x^2 + 21*x + 1,(-320)*x^4 + (1568)*x^3 + (288)*x^2 + (2272)*x^1 + (544),(-320) * (x^4 - 49/10*x^3 - 9/10*x^2 - 71/10*x - 17/10),-320,1568,288,2272,544,32,0,D(5),2316304384
x^5 - 2*x^4 - 17*x^3 + 25*x^2 + 13*x + 1,(1017)*x^4 + (-2595)*x^3 + (1782)*x^2 + (1134)*x^1 + (150),(1017) * (x^4 - 865/339*x^3 + 198/113*x^2 + 126/113*x + 50/339),1017,-2595,1782,1134,150,3,0,D(5),1187560521
x^5 - 2*x^4 - 11*x^3 + 25*x^2 - 13*x + 1,(615)*x^4 + (-2551)*x^3 + (3450)*x^2 + (-1626)*x^1 + (198),(615) * (x^4 - 2551/615*x^3 + 230/41*x^2 - 542/205*x + 66/205),615,-2551,3450,-1626,198,1,0,D(5),18671041
x^5 - 2*x^4 - 10*x^3 + 23*x^2 - 12*x + 1,(520)*x^4 + (-2165)*x^3 + (2935)*x^2 + (-1382)*x^1 + (171),(520) * (x^4 - 433/104*x^3 + 587/104*x^2 - 691/260*x + 171/520),520,-2165,2935,-1382,171,1,0,D(5),9740641
x^5 - 2*x^4 - 9*x^3 + 12*x^2 + 10*x + 1,(226)*x^4 + (-509)*x^3 + (236)*x^2 + (321)*x^1 + (80),(226) * (x^4 - 509/226*x^3 + 118/113*x^2 + 321/226*x + 40/113),226,-509,236,321,80,1,0,D(5),27175369
x^5 - 2*x^4 - 9*x^3 + 21*x^2 - 11*x + 1,(433)*x^4 + (-1811)*x^3 + (2462)*x^2 + (-1158)*x^1 + (146),(433) * (x^4 - 1811/433*x^3 + 2462/433*x^2 - 1158/433*x + 146/433),433,-1811,2462,-1158,146,1,0,D(5),4635409
x^5 - 2*x^4 - 8*x^3 + 19*x^2 - 10*x + 1,(354)*x^4 + (-1489)*x^3 + (2031)*x^2 + (-954)*x^1 + (123),(354) * (x^4 - 1489/354*x^3 + 677/118*x^2 - 159/59*x + 41/118),354,-1489,2031,-954,123,1,0,D(5),1940449
x^5 - 2*x^4 - 7*x^3 + 16*x^2 + 4*x + 1,(100)*x^4 + (-929)*x^3 + (1266)*x^2 + (351)*x^1 + (32),(100) * (x^4 - 929/100*x^3 + 633/50*x^2 + 351/100*x + 8/25),100,-929,1266,351,32,1,0,D(5),34000561
