polynomial,polynomial_reconstructed,factors,term_0,term_1,term_2,term_3,term_4,gcd,zero_terms,galois_group,discriminant
x^5 - 5*x^4 + 12*x^3 + 17*x^2 + 9*x + 1,(-944)*x^4 + (3693)*x^3 + (4514)*x^2 + (2327)*x^1 + (281),(-944) * (x^4 - 3693/944*x^3 - 2257/472*x^2 - 2327/944*x - 281/944),-944,3693,4514,2327,281,1,0,A5,99740169
x^5 - 5*x^4 + 13*x^3 - 19*x^2 + 19*x + 1,(-39)*x^4 + (-94)*x^3 + (531)*x^2 + (-774)*x^1 + (401),(-39) * (x^4 + 94/39*x^3 - 177/13*x^2 + 258/13*x - 401/39),-39,-94,531,-774,401,1,0,A5,36966400
x^5 - 5*x^4 + 13*x^3 - 14*x^2 + 7*x + 1,(-9)*x^4 + (141)*x^3 + (-135)*x^2 + (-27)*x^1 + (114),(-9) * (x^4 - 47/3*x^3 + 15*x^2 + 3*x - 38/3),-9,141,-135,-27,114,3,0,A5,927369
x^5 - 5*x^4 + 13*x^3 - 13*x^2 + 4*x + 1,(6)*x^4 + (167)*x^3 + (-207)*x^2 + (-18)*x^1 + (86),(6) * (x^4 + 167/6*x^3 - 69/2*x^2 - 3*x + 43/3),6,167,-207,-18,86,1,0,A5,426409
x^5 - 5*x^4 + 15*x^3 + 4*x^2 + 24*x + 1,(-830)*x^4 + (4060)*x^3 + (679)*x^2 + (4964)*x^1 + (771),(-830) * (x^4 - 406/83*x^3 - 679/830*x^2 - 2482/415*x - 771/830),-830,4060,679,4964,771,1,0,A5,15351705604
x^5 - 5*x^4 + 19*x^3 + 8*x^2 + 16*x + 1,(-786)*x^4 + (7004)*x^3 + (2595)*x^2 + (5112)*x^1 + (551),(-786) * (x^4 - 3502/393*x^3 - 865/262*x^2 - 852/131*x - 551/786),-786,7004,2595,5112,551,1,0,A5,9000316900
x^5 - 5*x^4 + 20*x^3 + 15*x + 1,(-500)*x^4 + (6000)*x^3 + (0)*x^2 + (4000)*x^1 + (500),(-500) * (x^4 - 12*x^3 - 8*x - 1),-500,6000,0,4000,500,500,1,A5,6400000000
x^5 - 5*x^4 + 25*x^3 - 12*x^2 + 19*x + 1,(75)*x^4 + (6715)*x^3 + (-3129)*x^2 + (4923)*x^1 + (676),(75) * (x^4 + 1343/15*x^3 - 1043/25*x^2 + 1641/25*x + 676/75),75,6715,-3129,4923,676,1,0,A5,18796135801
x^5 - 4*x^4 - 25*x^3 - 9*x^2 + 8*x + 1,(4852)*x^4 + (14643)*x^3 + (4637)*x^2 + (-4251)*x^1 + (-445),(4852) * (x^4 + 14643/4852*x^3 + 4637/4852*x^2 - 4251/4852*x - 445/4852),4852,14643,4637,-4251,-445,1,0,A5,3028961296
x^5 - 4*x^4 - 23*x^3 + 7*x^2 + 10*x + 1,(3894)*x^4 + (8147)*x^3 + (-2913)*x^2 + (-3591)*x^1 + (-297),(3894) * (x^4 + 8147/3894*x^3 - 971/1298*x^2 - 1197/1298*x - 9/118),3894,8147,-2913,-3591,-297,1,0,A5,3153047104
x^5 - 4*x^4 - 21*x^3 - x^2 + 8*x + 1,(3604)*x^4 + (8867)*x^3 + (173)*x^2 + (-3183)*x^1 + (-341),(3604) * (x^4 + 8867/3604*x^3 + 173/3604*x^2 - 3183/3604*x - 341/3604),3604,8867,173,-3183,-341,1,0,A5,1157632576
x^5 - 4*x^4 - x^3 + 15*x^2 + 14*x + 1,(-230)*x^4 + (27)*x^3 + (647)*x^2 + (759)*x^1 + (191),(-230) * (x^4 - 27/230*x^3 - 647/230*x^2 - 33/10*x - 191/230),-230,27,647,759,191,1,0,A5,40576900
x^5 - 4*x^4 + x^3 + 12*x^2 - 2*x + 1,(-78)*x^4 + (-177)*x^3 + (810)*x^2 + (-141)*x^1 + (16),(-78) * (x^4 + 59/26*x^3 - 135/13*x^2 + 47/26*x - 8/39),-78,-177,810,-141,16,1,0,A5,11909401
x^5 - 4*x^4 + 3*x^3 + 8*x^2 + 2*x + 1,(-170)*x^4 + (143)*x^3 + (482)*x^2 + (81)*x^1 + (28),(-170) * (x^4 - 143/170*x^3 - 241/85*x^2 - 81/170*x - 14/85),-170,143,482,81,28,1,0,A5,3003289
x^5 - 4*x^4 + 4*x^3 + 3*x^2 + 22*x + 1,(-402)*x^4 + (687)*x^3 + (-123)*x^2 + (558)*x^1 + (499),(-402) * (x^4 - 229/134*x^3 + 41/134*x^2 - 93/67*x - 499/402),-402,687,-123,558,499,1,0,A5,1909952209
x^5 - 4*x^4 + 4*x^3 + 7*x^2 + 8*x + 1,(-288)*x^4 + (423)*x^3 + (405)*x^2 + (468)*x^1 + (99),(-288) * (x^4 - 47/32*x^3 - 45/32*x^2 - 13/8*x - 11/32),-288,423,405,468,99,9,0,A5,21316689
x^5 - 4*x^4 + 5*x^3 + 8*x^2 + 1,(-236)*x^4 + (407)*x^3 + (764)*x^2 + (-41)*x^1 + (56),(-236) * (x^4 - 407/236*x^3 - 191/59*x^2 + 41/236*x - 14/59),-236,407,764,-41,56,1,0,A5,10259209
x^5 - 4*x^4 + 7*x^3 + 13*x^2 + 20*x + 1,(-720)*x^4 + (1755)*x^3 + (2025)*x^2 + (3249)*x^1 + (513),(-720) * (x^4 - 39/16*x^3 - 45/16*x^2 - 361/80*x - 57/80),-720,1755,2025,3249,513,9,0,A5,3730033476
x^5 - 4*x^4 + 8*x^3 + 17*x^2 - 6*x + 1,(-446)*x^4 + (1679)*x^3 + (3797)*x^2 + (-1358)*x^1 + (185),(-446) * (x^4 - 1679/446*x^3 - 3797/446*x^2 + 679/223*x - 185/446),-446,1679,3797,-1358,185,1,0,A5,273009529
x^5 - 4*x^4 + 9*x^3 - 3*x^2 - 2*x + 1,(-38)*x^4 + (363)*x^3 + (-85)*x^2 + (-167)*x^1 + (69),(-38) * (x^4 - 363/38*x^3 + 85/38*x^2 + 167/38*x - 69/38),-38,363,-85,-167,69,1,0,A5,195364
x^5 - 4*x^4 + 9*x^3 + 10*x^2 + 24*x + 1,(-740)*x^4 + (2287)*x^3 + (1592)*x^2 + (4019)*x^1 + (706),(-740) * (x^4 - 2287/740*x^3 - 398/185*x^2 - 4019/740*x - 353/370),-740,2287,1592,4019,706,1,0,A5,8944430625
x^5 - 4*x^4 + 12*x^3 + 3*x^2 + 22*x + 1,(-530)*x^4 + (2511)*x^3 + (437)*x^2 + (3334)*x^1 + (627),(-530) * (x^4 - 2511/530*x^3 - 437/530*x^2 - 1667/265*x - 627/530),-530,2511,437,3334,627,1,0,A5,5647672801
x^5 - 4*x^4 + 15*x^3 - 21*x^2 + 22*x + 1,(130)*x^4 + (-213)*x^3 + (311)*x^2 + (-377)*x^1 + (555),(130) * (x^4 - 213/130*x^3 + 311/130*x^2 - 29/10*x + 111/26),130,-213,311,-377,555,1,0,A5,101888836
x^5 - 4*x^4 + 15*x^3 - 16*x^2 + 14*x + 1,(130)*x^4 + (383)*x^3 + (-466)*x^2 + (357)*x^1 + (292),(130) * (x^4 + 383/130*x^3 - 233/65*x^2 + 357/130*x + 146/65),130,383,-466,357,292,1,0,A5,155426089
x^5 - 4*x^4 + 25*x^3 - 14*x^2 + 2*x + 1,(1062)*x^4 + (4455)*x^3 + (-2862)*x^2 + (279)*x^1 + (270),(1062) * (x^4 + 495/118*x^3 - 159/59*x^2 + 31/118*x + 15/59),1062,4455,-2862,279,270,9,0,A5,563255289
x^5 - 4*x^4 + 25*x^3 - 11*x^2 + x + 1,(1005)*x^4 + (5279)*x^3 + (-2538)*x^2 + (96)*x^1 + (282),(1005) * (x^4 + 5279/1005*x^3 - 846/335*x^2 + 32/335*x + 94/335),1005,5279,-2538,96,282,1,0,A5,565345729
x^5 - 3*x^4 - 23*x^3 - 10*x^2 + 7*x + 1,(3307)*x^4 + (9941)*x^3 + (3751)*x^2 + (-2645)*x^1 + (-304),(3307) * (x^4 + 9941/3307*x^3 + 3751/3307*x^2 - 2645/3307*x - 304/3307),3307,9941,3751,-2645,-304,1,0,A5,1642275625
x^5 - 3*x^4 - 23*x^3 + 4*x^2 + 9*x + 1,(3025)*x^4 + (5993)*x^3 + (-1311)*x^2 + (-2297)*x^1 + (-202),(3025) * (x^4 + 5993/3025*x^3 - 1311/3025*x^2 - 2297/3025*x - 202/3025),3025,5993,-1311,-2297,-202,1,0,A5,2009639241
x^5 - 3*x^4 - 20*x^3 - 3*x^2 + 7*x + 1,(2530)*x^4 + (6209)*x^3 + (724)*x^2 + (-1967)*x^1 + (-233),(2530) * (x^4 + 6209/2530*x^3 + 362/1265*x^2 - 1967/2530*x - 233/2530),2530,6209,724,-1967,-233,1,0,A5,646939225
x^5 - 3*x^4 - 14*x^3 + 5*x^2 + 23*x + 1,(1060)*x^4 + (2303)*x^3 + (-1234)*x^2 + (-3389)*x^1 + (359),(1060) * (x^4 + 2303/1060*x^3 - 617/530*x^2 - 3389/1060*x + 359/1060),1060,2303,-1234,-3389,359,1,0,A5,1427101729
x^5 - 3*x^4 - 14*x^3 + 21*x^2 + 17*x + 1,(862)*x^4 + (-655)*x^3 + (-472)*x^2 + (-41)*x^1 + (199),(862) * (x^4 - 655/862*x^3 - 236/431*x^2 - 41/862*x + 199/862),862,-655,-472,-41,199,1,0,A5,3128724225
x^5 - 3*x^4 - 5*x^3 + 17*x^2 - 3*x + 1,(145)*x^4 + (-826)*x^3 + (1209)*x^2 + (-182)*x^1 + (7),(145) * (x^4 - 826/145*x^3 + 1209/145*x^2 - 182/145*x + 7/145),145,-826,1209,-182,7,1,0,A5,2190400
x^5 - 3*x^4 - 4*x^3 + 16*x^2 - 3*x + 1,(82)*x^4 + (-700)*x^3 + (1188)*x^2 + (-196)*x^1 + (14),(82) * (x^4 - 350/41*x^3 + 594/41*x^2 - 98/41*x + 7/41),82,-700,1188,-196,14,2,0,A5,10758400
x^5 - 3*x^4 - 4*x^3 + 16*x^2 + 21*x + 1,(-278)*x^4 + (-196)*x^3 + (876)*x^2 + (1460)*x^1 + (446),(-278) * (x^4 + 98/139*x^3 - 438/139*x^2 - 730/139*x - 223/139),-278,-196,876,1460,446,2,0,A5,178489600
x^5 - 3*x^4 + x^3 + 11*x^2 - 3*x + 1,(-113)*x^4 + (-70)*x^3 + (993)*x^2 + (-266)*x^1 + (49),(-113) * (x^4 + 70/113*x^3 - 993/113*x^2 + 266/113*x - 49/113),-113,-70,993,-266,49,1,0,A5,12673600
x^5 - 3*x^4 + 2*x^3 + x^2 + 3*x + 1,(-56)*x^4 + (47)*x^3 + (30)*x^2 + (-1)*x^1 + (11),(-56) * (x^4 - 47/56*x^3 - 15/28*x^2 + 1/56*x - 11/56),-56,47,30,-1,11,1,0,A5,133225
x^5 - 3*x^4 + 4*x^3 + 8*x^2 - 3*x + 1,(-134)*x^4 + (308)*x^3 + (804)*x^2 + (-308)*x^1 + (70),(-134) * (x^4 - 154/67*x^3 - 6*x^2 + 154/67*x - 35/67),-134,308,804,-308,70,2,0,A5,8952064
x^5 - 3*x^4 + 4*x^3 + 12*x^2 - 7*x + 1,(-146)*x^4 + (380)*x^3 + (1628)*x^2 + (-932)*x^1 + (130),(-146) * (x^4 - 190/73*x^3 - 814/73*x^2 + 466/73*x - 65/73),-146,380,1628,-932,130,2,0,A5,3154176
x^5 - 3*x^4 + 5*x^3 - 13*x^2 + 17*x + 1,(-65)*x^4 + (-166)*x^3 + (1069)*x^2 + (-1462)*x^1 + (257),(-65) * (x^4 + 166/65*x^3 - 1069/65*x^2 + 1462/65*x - 257/65),-65,-166,1069,-1462,257,1,0,A5,69889600
x^5 - 3*x^4 + 5*x^3 + 11*x^2 + x + 1,(-257)*x^4 + (722)*x^3 + (1493)*x^2 + (98)*x^1 + (89),(-257) * (x^4 - 722/257*x^3 - 1493/257*x^2 - 98/257*x - 89/257),-257,722,1493,98,89,1,0,A5,31449664
x^5 - 3*x^4 + 8*x^3 - 8*x^2 + 9*x + 1,(-14)*x^4 + (20)*x^3 + (60)*x^2 + (-76)*x^1 + (110),(-14) * (x^4 - 10/7*x^3 - 30/7*x^2 + 38/7*x - 55/7),-14,20,60,-76,110,2,0,A5,473344
x^5 - 3*x^4 + 8*x^3 + 4*x^2 - 3*x + 1,(-50)*x^4 + (812)*x^3 + (468)*x^2 + (-364)*x^1 + (98),(-50) * (x^4 - 406/25*x^3 - 234/25*x^2 + 182/25*x - 49/25),-50,812,468,-364,98,2,0,A5,8952064
x^5 - 3*x^4 + 8*x^3 + 16*x^2 + 9*x + 1,(-446)*x^4 + (2108)*x^3 + (3444)*x^2 + (1868)*x^1 + (230),(-446) * (x^4 - 1054/223*x^3 - 1722/223*x^2 - 934/223*x - 115/223),-446,2108,3444,1868,230,2,0,A5,28047616
x^5 - 3*x^4 + 10*x^3 - 19*x^2 + 11*x + 1,(208)*x^4 + (-973)*x^3 + (1538)*x^2 + (-917)*x^1 + (119),(208) * (x^4 - 973/208*x^3 + 769/104*x^2 - 917/208*x + 119/208),208,-973,1538,-917,119,1,0,A5,3003289
x^5 - 3*x^4 + 10*x^3 + 3*x^2 + 17*x + 1,(-278)*x^4 + (1595)*x^3 + (422)*x^2 + (1981)*x^1 + (397),(-278) * (x^4 - 1595/278*x^3 - 211/139*x^2 - 1981/278*x - 397/278),-278,1595,422,1981,397,1,0,A5,1189629081
x^5 - 3*x^4 + 11*x^3 - 7*x^2 + 5*x + 1,(121)*x^4 + (374)*x^3 + (-239)*x^2 + (146)*x^1 + (95),(121) * (x^4 + 34/11*x^3 - 239/121*x^2 + 146/121*x + 95/121),121,374,-239,146,95,1,0,A5,14807104
x^5 - 3*x^4 + 11*x^3 + x^2 - 3*x + 1,(97)*x^4 + (1190)*x^3 + (153)*x^2 + (-406)*x^1 + (119),(97) * (x^4 + 1190/97*x^3 + 153/97*x^2 - 406/97*x + 119/97),97,1190,153,-406,119,1,0,A5,12673600
x^5 - 3*x^4 + 12*x^3 - 4*x^2 + 13*x + 1,(-6)*x^4 + (1112)*x^3 + (-240)*x^2 + (984)*x^1 + (266),(-6) * (x^4 - 556/3*x^3 + 40*x^2 - 164*x - 133/3),-6,1112,-240,984,266,2,0,A5,293094400
x^5 - 3*x^4 + 13*x^3 - 10*x^2 + 17*x + 1,(97)*x^4 + (539)*x^3 + (-277)*x^2 + (589)*x^1 + (368),(97) * (x^4 + 539/97*x^3 - 277/97*x^2 + 589/97*x + 368/97),97,539,-277,589,368,1,0,A5,274598041
x^5 - 3*x^4 + 16*x^3 - 24*x^2 + 17*x + 1,(562)*x^4 + (-1420)*x^3 + (1388)*x^2 + (-956)*x^1 + (334),(562) * (x^4 - 710/281*x^3 + 694/281*x^2 - 478/281*x + 167/281),562,-1420,1388,-956,334,2,0,A5,843321600
x^5 - 3*x^4 + 16*x^3 - 4*x^2 - 3*x + 1,(502)*x^4 + (1820)*x^3 + (-492)*x^2 + (-476)*x^1 + (154),(502) * (x^4 + 910/251*x^3 - 246/251*x^2 - 238/251*x + 77/251),502,1820,-492,-476,154,2,0,A5,10758400
x^5 - 3*x^4 + 17*x^3 - 5*x^2 - 3*x + 1,(607)*x^4 + (1946)*x^3 + (-639)*x^2 + (-490)*x^1 + (161),(607) * (x^4 + 1946/607*x^3 - 639/607*x^2 - 490/607*x + 161/607),607,1946,-639,-490,161,1,0,A5,2190400
x^5 - 3*x^4 + 22*x^3 - 14*x^2 + 9*x + 1,(1144)*x^4 + (1808)*x^3 + (-1392)*x^2 + (880)*x^1 + (248),(1144) * (x^4 + 226/143*x^3 - 174/143*x^2 + 10/13*x + 31/143),1144,1808,-1392,880,248,8,0,A5,2230861824
x^5 - 2*x^4 - 23*x^3 + x^2 + 8*x + 1,(2460)*x^4 + (4223)*x^3 + (-369)*x^2 + (-1353)*x^1 + (-123),(2460) * (x^4 + 103/60*x^3 - 3/20*x^2 - 11/20*x - 1/20),2460,4223,-369,-1353,-123,41,0,A5,1367668324
x^5 - 2*x^4 - 23*x^3 + 19*x^2 + 10*x + 1,(2214)*x^4 + (-789)*x^3 + (-639)*x^2 + (-99)*x^1 + (3),(2214) * (x^4 - 263/738*x^3 - 71/246*x^2 - 11/246*x + 1/738),2214,-789,-639,-99,3,3,0,A5,414448164
x^5 - 2*x^4 - 21*x^3 - 11*x^2 + 6*x + 1,(2242)*x^4 + (6571)*x^3 + (2905)*x^2 + (-1549)*x^1 + (-195),(2242) * (x^4 + 6571/2242*x^3 + 2905/2242*x^2 - 1549/2242*x - 195/2242),2242,6571,2905,-1549,-195,1,0,A5,902041156
x^5 - 2*x^4 - 19*x^3 - 5*x^2 + 6*x + 1,(1810)*x^4 + (4259)*x^3 + (917)*x^2 + (-1139)*x^1 + (-149),(1810) * (x^4 + 4259/1810*x^3 + 917/1810*x^2 - 1139/1810*x - 149/1810),1810,4259,917,-1139,-149,1,0,A5,382046116
x^5 - 2*x^4 - 12*x^3 + x^2 + 14*x + 1,(610)*x^4 + (1271)*x^3 + (-289)*x^2 + (-1274)*x^1 + (97),(610) * (x^4 + 1271/610*x^3 - 289/610*x^2 - 637/305*x + 97/610),610,1271,-289,-1274,97,1,0,A5,229552801
x^5 - 2*x^4 - 10*x^3 + 9*x^2 + 9*x + 1,(373)*x^4 + (-135)*x^3 + (-159)*x^2 + (-17)*x^1 + (38),(373) * (x^4 - 135/373*x^3 - 159/373*x^2 - 17/373*x + 38/373),373,-135,-159,-17,38,1,0,A5,49084036
x^5 - 2*x^4 - 5*x^3 + 13*x^2 + 4*x + 1,(0)*x^4 + (-561)*x^3 + (891)*x^2 + (297)*x^1 + (33),(-561) * (x^3 - 27/17*x^2 - 9/17*x - 1/17),0,-561,891,297,33,33,1,A5,18974736
x^5 - 2*x^4 - 3*x^3 + 9*x^2 - 4*x + 1,(64)*x^4 + (-345)*x^3 + (499)*x^2 + (-185)*x^1 + (29),(64) * (x^4 - 345/64*x^3 + 499/64*x^2 - 185/64*x + 29/64),64,-345,499,-185,29,1,0,A5,195364
x^5 - 2*x^4 - 2*x^3 + 11*x^2 - 2*x + 1,(-30)*x^4 + (-313)*x^3 + (867)*x^2 + (-144)*x^1 + (35),(-30) * (x^4 + 313/30*x^3 - 289/10*x^2 + 24/5*x - 7/6),-30,-313,867,-144,35,1,0,A5,8862529
x^5 - 2*x^4 + x^3 + 13*x^2 + 4*x + 1,(-216)*x^4 + (135)*x^3 + (1539)*x^2 + (459)*x^1 + (81),(-216) * (x^4 - 5/8*x^3 - 57/8*x^2 - 17/8*x - 3/8),-216,135,1539,459,81,27,0,A5,25220484
x^5 - 2*x^4 + 7*x^3 + x^2 + 4*x + 1,(0)*x^4 + (447)*x^3 + (99)*x^2 + (189)*x^1 + (69),(447) * (x^3 + 33/149*x^2 + 63/149*x + 23/149),0,447,99,189,69,3,1,A5,2862864
x^5 - 2*x^4 + 8*x^3 - 7*x^2 + 2*x + 1,(166)*x^4 + (-193)*x^3 + (87)*x^2 + (-58)*x^1 + (25),(166) * (x^4 - 193/166*x^3 + 87/166*x^2 - 29/83*x + 25/166),166,-193,87,-58,25,1,0,A5,1656369
x^5 - 2*x^4 + 8*x^3 + x^2 + 4*x + 1,(40)*x^4 + (571)*x^3 + (111)*x^2 + (216)*x^1 + (77),(40) * (x^4 + 571/40*x^3 + 111/40*x^2 + 27/5*x + 77/40),40,571,111,216,77,1,0,A5,5058001
x^5 - 2*x^4 + 9*x^3 + x^2 + 21*x + 1,(-167)*x^4 + (949)*x^3 + (208)*x^2 + (1484)*x^1 + (510),(-167) * (x^4 - 949/167*x^3 - 208/167*x^2 - 1484/167*x - 510/167),-167,949,208,1484,510,1,0,A5,964040401
x^5 - 2*x^4 + 10*x^3 + 19*x^2 + 8*x + 1,(-132)*x^4 + (3011)*x^3 + (4695)*x^2 + (1890)*x^1 + (231),(-132) * (x^4 - 3011/132*x^3 - 1565/44*x^2 - 315/22*x - 7/4),-132,3011,4695,1890,231,1,0,A5,889249
x^5 - 2*x^4 + 11*x^3 - 2*x^2 - 2*x + 1,(334)*x^4 + (571)*x^3 + (-108)*x^2 + (-183)*x^1 + (74),(334) * (x^4 + 571/334*x^3 - 54/167*x^2 - 183/334*x + 37/167),334,571,-108,-183,74,1,0,A5,8862529
x^5 - 2*x^4 + 12*x^3 + x^2 - 4*x + 1,(400)*x^4 + (1115)*x^3 + (95)*x^2 + (-452)*x^1 + (109),(400) * (x^4 + 223/80*x^3 + 19/80*x^2 - 113/100*x + 109/400),400,1115,95,-452,109,1,0,A5,11909401
x^5 - 2*x^4 + 15*x^3 + 4*x^2 + 20*x + 1,(268)*x^4 + (2639)*x^3 + (842)*x^2 + (2881)*x^1 + (532),(268) * (x^4 + 2639/268*x^3 + 421/134*x^2 + 43/4*x + 133/67),268,2639,842,2881,532,1,0,A5,4791823729
x^5 - 2*x^4 + 18*x^3 + x^2 + 8*x + 1,(820)*x^4 + (2747)*x^3 + (287)*x^2 + (1066)*x^1 + (205),(820) * (x^4 + 67/20*x^3 + 7/20*x^2 + 13/10*x + 1/4),820,2747,287,1066,205,41,0,A5,816644929
x^5 - 2*x^4 + 22*x^3 + 13*x^2 - 8*x + 1,(1476)*x^4 + (6939)*x^3 + (3591)*x^2 + (-2394)*x^1 + (297),(1476) * (x^4 + 771/164*x^3 + 399/164*x^2 - 133/82*x + 33/164),1476,6939,3591,-2394,297,9,0,A5,422179209
x^5 - 2*x^4 + 25*x^3 - 23*x^2 + 4*x + 1,(2232)*x^4 + (-1977)*x^3 + (459)*x^2 + (-189)*x^1 + (93),(2232) * (x^4 - 659/744*x^3 + 51/248*x^2 - 21/248*x + 1/24),2232,-1977,459,-189,93,3,0,A5,254913156
x^5 - x^4 - 23*x^3 - 2*x^2 + 7*x + 1,(2139)*x^4 + (2717)*x^3 + (69)*x^2 + (-663)*x^1 + (-54),(2139) * (x^4 + 2717/2139*x^3 + 1/31*x^2 - 221/713*x - 18/713),2139,2717,69,-663,-54,1,0,A5,1019333329
x^5 - x^4 - 19*x^3 - 12*x^2 + 5*x + 1,(1537)*x^4 + (4221)*x^3 + (2135)*x^2 + (-831)*x^1 + (-112),(1537) * (x^4 + 4221/1537*x^3 + 2135/1537*x^2 - 831/1537*x - 112/1537),1537,4221,2135,-831,-112,1,0,A5,514155625
x^5 - x^4 - 18*x^3 - 7*x^2 + 5*x + 1,(1354)*x^4 + (2843)*x^3 + (872)*x^2 + (-591)*x^1 + (-83),(1354) * (x^4 + 2843/1354*x^3 + 436/677*x^2 - 591/1354*x - 83/1354),1354,2843,872,-591,-83,1,0,A5,247527289
x^5 - x^4 - 4*x^3 + x^2 + 9*x + 1,(-56)*x^4 + (57)*x^3 + (-38)*x^2 + (-53)*x^1 + (69),(-56) * (x^4 - 57/56*x^3 + 19/28*x^2 + 53/56*x - 69/56),-56,57,-38,-53,69,1,0,A5,2706025
x^5 - x^4 + 2*x^3 - 3*x^2 + 5*x + 1,(-50)*x^4 + (-45)*x^3 + (80)*x^2 + (-111)*x^1 + (17),(-50) * (x^4 + 9/10*x^3 - 8/5*x^2 + 111/50*x - 17/50),-50,-45,80,-111,17,1,0,A5,1006009
x^5 - x^4 + 3*x^3 - 8*x^2 + 15*x + 1,(-155)*x^4 + (-167)*x^3 + (533)*x^2 + (-931)*x^1 + (196),(-155) * (x^4 + 167/155*x^3 - 533/155*x^2 + 931/155*x - 196/155),-155,-167,533,-931,196,1,0,A5,169754841
x^5 - x^4 + 5*x^3 - x^2 + 6*x + 1,(-8)*x^4 + (53)*x^3 + (29)*x^2 + (34)*x^1 + (50),(-8) * (x^4 - 53/8*x^3 - 29/8*x^2 - 17/4*x - 25/4),-8,53,29,34,50,1,0,A5,198025
x^5 - x^4 + 5*x^3 + 9*x^2 + 11*x + 1,(-143)*x^4 + (678)*x^3 + (959)*x^2 + (1074)*x^1 + (185),(-143) * (x^4 - 678/143*x^3 - 959/143*x^2 - 1074/143*x - 185/143),-143,678,959,1074,185,1,0,A5,69222400
x^5 - x^4 + 6*x^3 + 11*x^2 - x + 1,(64)*x^4 + (887)*x^3 + (1352)*x^2 + (-153)*x^1 + (79),(64) * (x^4 + 887/64*x^3 + 169/8*x^2 - 153/64*x + 79/64),64,887,1352,-153,79,1,0,A5,41538025
x^5 - x^4 + 6*x^3 + 15*x^2 + 9*x + 1,(-110)*x^4 + (1241)*x^3 + (2430)*x^2 + (1391)*x^1 + (179),(-110) * (x^4 - 1241/110*x^3 - 243/11*x^2 - 1391/110*x - 179/110),-110,1241,2430,1391,179,1,0,A5,4338889
x^5 - x^4 + 7*x^3 + 4*x^2 + 5*x + 1,(63)*x^4 + (531)*x^3 + (297)*x^2 + (279)*x^1 + (72),(63) * (x^4 + 59/7*x^3 + 33/7*x^2 + 31/7*x + 8/7),63,531,297,279,72,9,0,A5,3470769
x^5 - x^4 + 8*x^3 - 5*x^2 + 15*x + 1,(22)*x^4 + (-147)*x^3 + (190)*x^2 + (-251)*x^1 + (231),(22) * (x^4 - 147/22*x^3 + 95/11*x^2 - 251/22*x + 21/2),22,-147,190,-251,231,1,0,A5,6661561
x^5 - x^4 + 9*x^3 + 22*x + 1,(-50)*x^4 + (444)*x^3 + (191)*x^2 + (724)*x^1 + (519),(-50) * (x^4 - 222/25*x^3 - 191/50*x^2 - 362/25*x - 519/50),-50,444,191,724,519,1,0,A5,253510084
x^5 - x^4 + 11*x^3 + 6*x^2 - x + 1,(409)*x^4 + (1227)*x^3 + (587)*x^2 + (-153)*x^1 + (74),(409) * (x^4 + 3*x^3 + 587/409*x^2 - 153/409*x + 74/409),409,1227,587,-153,74,1,0,A5,41538025
x^5 - x^4 + 11*x^3 + 10*x^2 - 6*x + 1,(460)*x^4 + (1716)*x^3 + (1285)*x^2 + (-854)*x^1 + (129),(460) * (x^4 + 429/115*x^3 + 257/92*x^2 - 427/230*x + 129/460),460,1716,1285,-854,129,1,0,A5,72046144
x^5 - x^4 + 15*x^3 - 6*x^2 + x + 1,(847)*x^4 + (-207)*x^3 + (-1)*x^2 + (-71)*x^1 + (30),(847) * (x^4 - 207/847*x^3 - 1/847*x^2 - 71/847*x + 30/847),847,-207,-1,-71,30,1,0,A5,81090025
x^5 - x^4 + 16*x^3 + 13*x^2 + 5*x + 1,(792)*x^4 + (3501)*x^3 + (2430)*x^2 + (819)*x^1 + (153),(792) * (x^4 + 389/88*x^3 + 135/44*x^2 + 91/88*x + 17/88),792,3501,2430,819,153,9,0,A5,19847025
x^5 - x^4 + 19*x^3 - 5*x + 1,(1425)*x^4 + (1365)*x^3 + (-75)*x^2 + (-471)*x^1 + (100),(1425) * (x^4 + 91/95*x^3 - 1/19*x^2 - 157/475*x + 4/57),1425,1365,-75,-471,100,1,0,A5,4214809
x^5 - 25*x^3 - 11*x^2 + 7*x + 1,(2395)*x^4 + (3275)*x^3 + (914)*x^2 + (-568)*x^1 + (-6),(2395) * (x^4 + 655/479*x^3 + 914/2395*x^2 - 568/2395*x - 6/2395),2395,3275,914,-568,-6,1,0,A5,3413948041
x^5 - 23*x^3 - 23*x^2 + 6*x + 1,(2026)*x^4 + (6323)*x^3 + (4623)*x^2 + (-1127)*x^1 + (-79),(2026) * (x^4 + 6323/2026*x^3 + 4623/2026*x^2 - 1127/2026*x - 79/2026),2026,6323,4623,-1127,-79,1,0,A5,3921514884
x^5 - 23*x^3 - 5*x^2 + 6*x + 1,(2026)*x^4 + (1355)*x^3 + (87)*x^2 + (-155)*x^1 + (11),(2026) * (x^4 + 1355/2026*x^3 + 87/2026*x^2 - 155/2026*x + 11/2026),2026,1355,87,-155,11,1,0,A5,852406416
x^5 - 18*x^3 + 3*x^2 + 14*x + 1,(1086)*x^4 + (-673)*x^3 + (-171)*x^2 + (468)*x^1 + (211),(1086) * (x^4 - 673/1086*x^3 - 57/362*x^2 + 78/181*x + 211/1086),1086,-673,-171,468,211,1,0,A5,2773180921
