polynomial,term_0,term_1,term_2,term_3,gcd,zero_terms,galois_group,discriminant
x^4 - 25*x^3 + 13*x^2 + 25*x + 1,-14125,-6215,14125,0,565,1,D(4),836688725
x^4 - 25*x^3 + 14*x^2 - 25*x + 1,14425,-9232,14425,0,577,1,D(4),-747092676
x^4 - 25*x^3 + 14*x^2 + 25*x + 1,-14025,-6732,14025,0,561,1,D(4),832122324
x^4 - 25*x^3 + 15*x^2 - 25*x + 1,14325,-9741,14325,0,573,1,D(4),-725935419
x^4 - 25*x^3 + 15*x^2 + 25*x + 1,-13925,-7241,13925,0,557,1,D(4),828054581
x^4 - 25*x^3 + 16*x^2 - 25*x + 1,14225,-10242,14225,0,569,1,D(4),-704503936
x^4 - 25*x^3 + 16*x^2 + 25*x + 1,-13825,-7742,13825,0,553,1,D(4),824461064
x^4 - 25*x^3 + 17*x^2 - 25*x + 1,14125,-10735,14125,0,565,1,D(4),-682822275
x^4 - 25*x^3 + 17*x^2 + 25*x + 1,-13725,-8235,13725,0,2745,1,D(4),821317725
x^4 - 25*x^3 + 18*x^2 - 25*x + 1,14025,-11220,14025,0,2805,1,D(4),-660914100
x^4 - 25*x^3 + 18*x^2 + 25*x + 1,-13625,-8720,13625,0,545,1,D(4),818600900
x^4 - 25*x^3 + 19*x^2 - 25*x + 1,13925,-11697,13925,0,557,1,D(4),-638802691
x^4 - 25*x^3 + 19*x^2 + 25*x + 1,-13525,-9197,13525,0,541,1,D(4),816287309
x^4 - 25*x^3 + 20*x^2 - 25*x + 1,13825,-12166,13825,0,553,1,D(4),-616510944
x^4 - 25*x^3 + 20*x^2 + 10*x + 1,0,84,420,525,21,1,D(4),503181
x^4 - 25*x^3 + 20*x^2 + 25*x + 1,-13425,-9666,13425,0,537,1,D(4),814354056
x^4 - 25*x^3 + 21*x^2 - 25*x + 1,13725,-12627,13725,0,549,1,D(4),-594061371
x^4 - 25*x^3 + 21*x^2 + 25*x + 1,-13325,-10127,13325,0,533,1,D(4),812778629
x^4 - 25*x^3 + 22*x^2 - 25*x + 1,13625,-13080,13625,0,545,1,D(4),-571476100
x^4 - 25*x^3 + 23*x^2 - 25*x + 1,13525,-13525,13525,0,13525,1,D(4),-548776875
x^4 - 25*x^3 + 23*x^2 - 5*x + 1,-135,1275,-1635,600,15,0,D(4),-6952275
x^4 - 25*x^3 + 23*x^2 + 25*x + 1,-13125,-11025,13125,0,525,1,D(4),810613125
x^4 - 25*x^3 + 24*x^2 - 25*x + 1,13425,-13962,13425,0,537,1,D(4),-525985056
x^4 - 25*x^3 + 24*x^2 + 25*x + 1,-13025,-11462,13025,0,521,1,D(4),809979944
x^4 - 25*x^3 + 25*x^2 - 25*x + 1,13325,-14391,13325,0,533,1,D(4),-503121619
x^4 - 25*x^3 + 25*x^2 + 25*x + 1,-12925,-11891,12925,0,517,1,D(4),809618381
